單字	聲紐	呼	等	韻部	聲調	組	攝	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定	備註
驢	來	開	三	魚	平	來	遇		l	u	2		l	u	22		l	u	22	又音
盧	來	開	一	模	平	來	遇		l	u	2		l	u	22		l	u	22	又音
爐	來	開	一	模	平	來	遇		l	u	2		l	u	22		l	u	22	又音
顱	來	開	一	模	平	來	遇		l	u	2		l	u	22		l	u	22	又音
賂	來	開	一	模	去	來	遇		l	u	4		l	u	31		l	u	31	又音
路	來	開	一	模	去	來	遇		l	u	4		l	u	31		l	u	31	又音
露	來	開	一	模	去	來	遇		l	u	4		l	u	31		l	u	31	又音
鷺	來	開	一	模	去	來	遇		l	u	4		l	u	31		l	u	31	又音
屢	來	合	三	虞	去	來	遇		l	ui	1		l	ui	23		l	uj	23	
縷	來	合	三	虞	上	來	遇		l	ui	1		l	ui	23		l	uj	23	
儡	來	合	一	灰	平	來	蟹		l	ui	1		l	ui	23		l	uj	23	
𧒽	來	開	三	魚	上	來	遇		l	ui	3		l	ui	35		l	uj	35	一種貝類、𧒽步，地名
呂	來	開	三	魚	上	來	遇		l	ui	3		l	ui	35		l	uj	35	
䉪	來	合	三	脂A	上	來	止		l	ui	3		l	ui	35		l	uj	35	一種捕魚工具、深䉪，地名
壘	來	合	三	脂A	上	來	止		l	ui	3		l	ui	35		l	uj	35	深壘，地名
累	來	合	三	脂A	平	來	止		l	ui	2		l	ui	22		l	uj	22	果實累累，同“纍”
櫚	來	開	三	魚	平	來	遇		l	ui	2		l	ui	22		l	uj	22	
雷	來	合	一	灰	平	來	蟹		l	ui	2		l	ui	22		l	uj	22	
鐳	來	合	一	灰	平	來	蟹		l	ui	2		l	ui	22		l	uj	22	
擂	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ui	2		l	ui	22		l	uj	22	
裏	來	開	三	之	上	來	止		l	ui	2		l	ui	21		l	uj	21	夜裏
耒	來	合	三	脂A	上	來	止		l	ui	2		l	ui	21		l	uj	21	
壘	來	合	三	脂A	上	來	止		l	ui	2		l	ui	21		l	uj	21	堡壘
履	來	開	三	脂A	上	來	止		l	ui	2		l	ui	21		l	uj	21	
呂	來	開	三	魚	上	來	遇		l	ui	2		l	ui	21		l	uj	21	
侶	來	開	三	魚	上	來	遇		l	ui	2		l	ui	21		l	uj	21	
旅	來	開	三	魚	上	來	遇		l	ui	2		l	ui	21		l	uj	21	
蕾	來	合	一	灰	上	來	蟹		l	ui	2		l	ui	21		l	uj	21	
裡	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ui	2		l	ui	21		l	uj	21	夜裡
鋁	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ui	2		l	ui	21		l	uj	21	
戾	來	開	四	齊	去	來	蟹		l	ui	4		l	ui	31		l	uj	31	
累	來	合	三	支A	上	來	止		l	ui	4		l	ui	31		l	uj	31	累積
纍	來	合	三	脂A	平	來	止		l	ui	4		l	ui	31		l	uj	31	
淚	來	合	三	脂A	去	來	止		l	ui	4		l	ui	31		l	uj	31	
類	來	合	三	脂A	去	來	止		l	ui	4		l	ui	31		l	uj	31	
慮	來	開	三	魚	去	來	遇		l	ui	4		l	ui	31		l	uj	31	
濾	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ui	4		l	ui	31		l	uj	31	
六	來	開	三	東	入	來	通		l	uk	8		l	ʊk	31		l	ʊk	31	
陸	來	開	三	東	入	來	通		l	uk	8		l	ʊk	31		l	ʊk	31	
錄	來	開	三	鍾	入	來	通		l	uk	8		l	ʊk	31		l	ʊk	31	
綠	來	開	三	鍾	入	來	通		l	uk	8		l	ʊk	31		l	ʊk	31	
谷	來	開	一	東	入	來	通		l	uk	8		l	ʊk	31		l	ʊk	31	谷蠡王
鹿	來	開	一	東	入	來	通		l	uk	8		l	ʊk	31		l	ʊk	31	
祿	來	開	一	東	入	來	通		l	uk	8		l	ʊk	31		l	ʊk	31	
氯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	uk	8		l	ʊk	31		l	ʊk	31	
碌	來	開	一	東	入	來	通		l	uk	6		l	ʊk	35		l	ʊk	35	
漉	來	開	一	東	入	來	通		l	uk	6		l	ʊk	35		l	ʊk	35	
麓	來	開	一	東	入	來	通		l	uk	6		l	ʊk	35		l	ʊk	35	
窿	來	開	三	東	平	來	通		l	ung	1		l	ʊŋ	23		l	ɔoŋ	23	
隆	來	開	三	東	平	來	通		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
龍	來	開	三	鍾	平	來	通		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
嚨	來	開	一	東	平	來	通		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
瓏	來	開	一	東	平	來	通		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
朧	來	開	一	東	平	來	通		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
籠	來	開	一	東	平	來	通		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
聾	來	開	一	東	平	來	通		l	ung	2		l	ʊŋ	22		l	ɔoŋ	22	
隴	來	開	三	鍾	上	來	通		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21	
攏	來	開	一	東	上	來	通		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21	
壟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21	
虜	來	開	一	模	上	來	遇		l	uo	1		l	uɔ	23		l	uɵ	23	又音
滷	來	開	一	模	上	來	遇		l	uo	1		l	uɔ	23		l	uɵ	23	又音
魯	來	開	一	模	上	來	遇		l	uo	1		l	uɔ	23		l	uɵ	23	又音
擄	來	開	一	模	上	來	遇		l	uo	1		l	uɔ	23		l	uɵ	23	又音
櫓	來	開	一	模	上	來	遇		l	uo	1		l	uɔ	23		l	uɵ	23	又音
嚕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	uo	1		l	uɔ	23		l	uɵ	23	又音
蘆	來	開	三	魚	平	來	遇		l	uo	2		l	uɔ	22		l	uɵ	22	又音
廬	來	開	三	魚	平	來	遇		l	uo	2		l	uɔ	22		l	uɵ	22	又音
驢	來	開	三	魚	平	來	遇		l	uo	2		l	uɔ	22		l	uɵ	22	又音
盧	來	開	一	模	平	來	遇		l	uo	2		l	uɔ	22		l	uɵ	22	又音
爐	來	開	一	模	平	來	遇		l	uo	2		l	uɔ	22		l	uɵ	22	又音
顱	來	開	一	模	平	來	遇		l	uo	2		l	uɔ	22		l	uɵ	22	又音
賂	來	開	一	模	去	來	遇		l	uo	4		l	uɔ	31		l	uɵ	31	又音
路	來	開	一	模	去	來	遇		l	uo	4		l	uɔ	31		l	uɵ	31	又音
露	來	開	一	模	去	來	遇		l	uo	4		l	uɔ	31		l	uɵ	31	又音
鷺	來	開	一	模	去	來	遇		l	uo	4		l	uɔ	31		l	uɵ	31	又音
卵	來	合	一	寒	上	來	山		l	uan	3		l	uan	35		l	ʊᴀn	35	
卵	來	合	一	寒	上	來	山		l	uan	3		l	uan	35		l	ʊᴀn	35	
巒	來	合	一	寒	平	來	山		l	uan	2		l	uan	22		l	ʊᴀn	22	
亂	來	合	一	寒	去	來	山		l	uan	4		l	uan	31		l	ʊᴀn	31	
嗯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m		1		m		23		m		23	
五	疑	開	一	模	上	見	遇		m		3		m		35		m		35	
午	疑	開	一	模	上	見	遇		m		3		m		35		m		35	
伍	疑	開	一	模	上	見	遇		m		3		m		35		m		35	
嗯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m		3		m		35		m		35	
蜈	疑	開	一	模	平	見	遇		m		2		m		22		m		22	
吾	疑	開	一	模	平	見	遇		m		2		m		22		m		22	
吳	疑	開	一	模	平	見	遇		m		2		m		22		m		22	
梧	疑	開	一	模	平	見	遇		m		2		m		22		m		22	
唔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m		2		m		21		m		21	
悟	疑	開	一	模	去	見	遇		m		4		m		31		m		31	
晤	疑	開	一	模	去	見	遇		m		4		m		31		m		31	
誤	疑	開	一	模	去	見	遇		m		4		m		31		m		31	
寤	疑	開	一	模	去	見	遇		m		4		m		31		m		31	
媽	明	開	一	模	上	幫	遇		m	a	1		m	a	23		m	ᴀ	23	
嗎	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	a	1		m	a	23		m	ᴀ	23	是嗎
瑪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	a	1		m	a	23		m	ᴀ	23	
嬤	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	a	1		m	a	23		m	ᴀ	23	
螞									m	a	1		m	a	23		m	ᴀ	23	螞螂
媽	明	開	一	模	上	幫	遇		m	a	3		m	a	35		m	ᴀ	35	
螞	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	a	3		m	a	35		m	ᴀ	35	螞蟻
麻	明	開	二	麻	平	幫	假		m	a	2		m	a	22		m	ᴀ	22	
痲	明	開	二	麻	平	幫	假		m	a	2		m	a	22		m	ᴀ	22	
蟆	明	開	二	麻	平	幫	假		m	a	2		m	a	22		m	ᴀ	22	
馬	明	開	二	麻	上	幫	假		m	a	2		m	a	21		m	ᴀ	21	喇嘛
碼	明	開	二	麻	上	幫	假		m	a	2		m	a	21		m	ᴀ	21	
嘛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	a	2		m	a	21		m	ᴀ	21	嗎啡
嗎									m	a	2		m	a	21		m	ᴀ	21	
罵	明	開	二	麻	上	幫	假		m	a	4		m	a	31		m	ᴀ	31	
螞									m	a	4		m	a	31		m	ᴀ	31	螞蚱
買	明	開	二	佳	上	幫	蟹		m	ai	1		m	ai	23		m	ᴀj	23	
埋	明	開	二	皆	平	幫	蟹		m	ai	2		m	ai	22		m	ᴀj	22	
霾	明	開	二	皆	平	幫	蟹		m	ai	2		m	ai	22		m	ᴀj	22	
買	明	開	二	佳	上	幫	蟹		m	ai	2		m	ai	21		m	ᴀj	21	
邁	明	開	二	夬	去	幫	蟹		m	ai	4		m	ai	31		m	ᴀj	31	
賣	明	開	二	佳	去	幫	蟹		m	ai	4		m	ai	31		m	ᴀj	31	
陌	明	開	二	庚	入	幫	梗		m	ak	8		m	ak	31		m	ᴀk	31	
驀	明	開	二	庚	入	幫	梗		m	ak	8		m	ak	31		m	ᴀk	31	
脈	明	開	二	耕	入	幫	梗		m	ak	8		m	ak	31		m	ᴀk	31	
麥	明	開	二	耕	入	幫	梗		m	ak	8		m	ak	31		m	ᴀk	31	
冒	明	開	一	登	入	幫	曾		m	ak	8		m	ak	31		m	ᴀk	31	冒頓
墨	明	開	一	登	入	幫	曾		m	ak	8		m	ak	31		m	ᴀk	31	
默	明	開	一	登	入	幫	曾		m	ak	8		m	ak	31		m	ᴀk	31	
嘿									m	ak	8		m	ak	31		m	ᴀk	31	通「默」
蠻	明	開	二	刪	平	幫	山		m	an	2		m	an	22		m	ᴀn	22	
蔓	明	開	一	寒	平	幫	山		m	an	2		m	an	22		m	ᴀn	22	蔓菁
晚	明	合	三	元	上	幫	山		m	an	2		m	an	21		m	ᴀn	21	
蔓	明	合	三	元	去	幫	山		m	an	4		m	an	31		m	ᴀn	31	藤蔓
萬	明	合	三	元	去	幫	山		m	an	4		m	an	31		m	ᴀn	31	
慢	明	開	二	刪	去	幫	山		m	an	4		m	an	31		m	ᴀn	31	
饅	明	開	一	寒	平	幫	山		m	an	4		m	an	31		m	ᴀn	31	
鰻	明	開	一	寒	平	幫	山		m	an	4		m	an	31		m	ᴀn	31	
曼	明	開	一	寒	平	幫	山		m	an	4		m	an	31		m	ᴀn	31	
幔	明	開	一	寒	去	幫	山		m	an	4		m	an	31		m	ᴀn	31	
漫	明	開	一	寒	去	幫	山		m	an	4		m	an	31		m	ᴀn	31	
猛	明	開	二	庚	上	幫	梗		m	ang	3		m	aŋ	35		m	ᴀŋ	35	
蜢	明	開	二	庚	上	幫	梗		m	ang	3		m	aŋ	35		m	ᴀŋ	35	
盟	明	開	三	庚	平	幫	梗		m	ang	2		m	aŋ	22		m	ᴀŋ	22	
盲	明	開	二	庚	平	幫	梗		m	ang	2		m	aŋ	22		m	ᴀŋ	22	
萌	明	開	二	耕	平	幫	梗		m	ang	2		m	aŋ	22		m	ᴀŋ	22	
猛	明	開	二	庚	上	幫	梗		m	ang	2		m	aŋ	21		m	ᴀŋ	21	
艋	明	開	二	庚	上	幫	梗		m	ang	2		m	aŋ	21		m	ᴀŋ	21	
錳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	ang	2		m	aŋ	21		m	ᴀŋ	21	
孟	明	開	二	庚	去	幫	梗		m	ang	4		m	aŋ	31		m	ᴀŋ	31	
抹									m	at	7		m	at	23		m	ᴀt	23	抹檯
卯	明	開	二	肴	上	幫	效		m	au	1		m	au	23		m	ᴀw	23	
貓	明	開	三	宵B	平	幫	效		m	au	3		m	au	35		m	ᴀw	35	
矛	明	合	三	尤	平	幫	流		m	au	2		m	au	22		m	ᴀw	22	
茅	明	開	二	肴	平	幫	效		m	au	2		m	au	22		m	ᴀw	22	
毛	明	開	一	豪	平	幫	效		m	au	2		m	au	22		m	ᴀw	22	
髦	明	開	一	豪	平	幫	效		m	au	2		m	au	22		m	ᴀw	22	
牡	明	開	一	侯	上	幫	流		m	au	2		m	au	21		m	ᴀw	21	
冒	明	開	一	豪	去	幫	效		m	au	4		m	au	31		m	ᴀw	31	冒犯
帽	明	開	一	豪	去	幫	效		m	au	4		m	au	31		m	ᴀw	31	
閩	明	開	三	真B	平	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23	
敏	明	開	三	真B	上	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23	
憫	明	開	三	真B	上	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23	
蚊	明	合	三	文	平	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23	
紊	明	合	三	文	去	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23	
刎	明	合	三	文	上	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23	
吻	明	合	三	文	上	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23	
憫	明	開	三	真B	上	幫	臻		m	aen	3		m	ɐn	35		m	ɐn	35	
民	明	開	三	真A	平	幫	臻		m	aen	2		m	ɐn	22		m	ɐn	22	
岷	明	開	三	真B	平	幫	臻		m	aen	2		m	ɐn	22		m	ɐn	22	
文	明	合	三	文	平	幫	臻		m	aen	2		m	ɐn	22		m	ɐn	22	
蚊	明	合	三	文	平	幫	臻		m	aen	2		m	ɐn	22		m	ɐn	22	
紋	明	合	三	文	平	幫	臻		m	aen	2		m	ɐn	22		m	ɐn	22	
聞	明	合	三	文	平	幫	臻		m	aen	2		m	ɐn	22		m	ɐn	22	
緡	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	aen	2		m	ɐn	21		m	ɐn	21	
問	明	合	三	文	去	幫	臻		m	aen	4		m	ɐn	31		m	ɐn	31	
蜜	明	開	三	真A	入	幫	臻		m	aet	8		m	ɐt	31		m	ɐt	31	
謐	明	開	三	真A	入	幫	臻		m	aet	8		m	ɐt	31		m	ɐt	31	
密	明	開	三	真B	入	幫	臻		m	aet	8		m	ɐt	31		m	ɐt	31	
勿	明	合	三	文	入	幫	臻		m	aet	8		m	ɐt	31		m	ɐt	31	
物	明	合	三	文	入	幫	臻		m	aet	8		m	ɐt	31		m	ɐt	31	
襪	明	合	三	元	入	幫	山		m	aet	8		m	ɐt	31		m	ɐt	31	
繆	明	合	三	尤	平	幫	流		m	aeu	2		m	ɐu	22		m	ɐu	22	未雨綢繆
哞	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	aeu	2		m	ɐu	22		m	ɐu	22	
繆	明	開	三	幽	去	幫	流		m	aeu	4		m	ɐu	31		m	ɐu	31	繆論
謬	明	開	三	幽	去	幫	流		m	aeu	4		m	ɐu	31		m	ɐu	31	
咪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	ei	1		m	ei	23		m	ei	23	
瞇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	ei	1		m	ei	23		m	ei	23	
美	明	開	三	脂B	上	幫	止		m	ei	3		m	ei	35		m	ei	35	
尾	明	合	三	微	上	幫	止		m	ei	3		m	ei	35		m	ei	35	
娓	明	合	三	微	上	幫	止		m	ei	3		m	ei	35		m	ei	35	
獼	明	開	三	支A	平	幫	止		m	ei	2		m	ei	22		m	ei	22	
瀰	明	開	三	支A	平	幫	止		m	ei	2		m	ei	22		m	ei	22	
糜	明	開	三	支B	平	幫	止		m	ei	2		m	ei	22		m	ei	22	
眉	明	開	三	脂B	平	幫	止		m	ei	2		m	ei	22		m	ei	22	
楣	明	開	三	脂B	平	幫	止		m	ei	2		m	ei	22		m	ei	22	
麋	明	開	三	脂B	平	幫	止		m	ei	2		m	ei	22		m	ei	22	
薇	明	開	三	脂B	平	幫	止		m	ei	2		m	ei	22		m	ei	22	
微	明	合	三	微	平	幫	止		m	ei	2		m	ei	22		m	ei	22	
彌	明	開	三	支A	平	幫	止		m	ei	2		m	ei	22		m	ei	22	
靡	明	開	三	支B	上	幫	止		m	ei	2		m	ei	21		m	ei	21	
美	明	開	三	脂B	上	幫	止		m	ei	2		m	ei	21		m	ei	21	
寐	明	開	三	脂A	去	幫	止		m	ei	4		m	ei	31		m	ei	31	
媚	明	開	三	脂B	去	幫	止		m	ei	4		m	ei	31		m	ei	31	
魅	明	開	三	脂B	去	幫	止		m	ei	4		m	ei	31		m	ei	31	
未	明	合	三	微	去	幫	止		m	ei	4		m	ei	31		m	ei	31	
味	明	合	三	微	去	幫	止		m	ei	4		m	ei	31		m	ei	31	
咪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	i	1		m	i	23		m	i	23	又音
瞇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	i	1		m	i	23		m	i	23	又音
美	明	開	三	脂B	上	幫	止		m	i	3		m	i	35		m	i	35	又音
尾	明	合	三	微	上	幫	止		m	i	3		m	i	35		m	i	35	又音
娓	明	合	三	微	上	幫	止		m	i	3		m	i	35		m	i	35	又音
獼	明	開	三	支A	平	幫	止		m	i	2		m	i	22		m	i	22	又音
瀰	明	開	三	支A	平	幫	止		m	i	2		m	i	22		m	i	22	又音
糜	明	開	三	支B	平	幫	止		m	i	2		m	i	22		m	i	22	又音
眉	明	開	三	脂B	平	幫	止		m	i	2		m	i	22		m	i	22	又音
楣	明	開	三	脂B	平	幫	止		m	i	2		m	i	22		m	i	22	又音
麋	明	開	三	脂B	平	幫	止		m	i	2		m	i	22		m	i	22	又音
薇	明	開	三	脂B	平	幫	止		m	i	2		m	i	22		m	i	22	又音
微	明	合	三	微	平	幫	止		m	i	2		m	i	22		m	i	22	又音
彌	明	開	三	支A	平	幫	止		m	i	2		m	i	22		m	i	22	又音
靡	明	開	三	支B	上	幫	止		m	i	2		m	i	21		m	i	21	又音
美	明	開	三	脂B	上	幫	止		m	i	2		m	i	21		m	i	21	又音
寐	明	開	三	脂A	去	幫	止		m	i	4		m	i	31		m	i	31	又音
媚	明	開	三	脂B	去	幫	止		m	i	4		m	i	31		m	i	31	又音
魅	明	開	三	脂B	去	幫	止		m	i	4		m	i	31		m	i	31	又音
未	明	合	三	微	去	幫	止		m	i	4		m	i	31		m	i	31	又音
味	明	合	三	微	去	幫	止		m	i	4		m	i	31		m	i	31	又音
咩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	ia	1		m	ia	23		m	ɪᴀ	23	
名	明	開	三	清A	平	幫	梗		m	iang	3		m	iaŋ	35		m	ɪᴀŋ	35	你叫乜名？
名	明	開	三	清A	平	幫	梗		m	iang	2		m	iaŋ	22		m	ɪᴀŋ	22	名聲
命	明	開	三	庚	去	幫	梗		m	iang	4		m	iaŋ	31		m	ɪᴀŋ	31	一條命
杳	影	開	四	蕭	上	影	效		m	iau	1		m	iau	23		m	ɪᴀw	23	
喵	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	iau	1		m	iau	23		m	ɪᴀw	23	
錨	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	iau	2		m	iau	22		m	ɪᴀw	22	
苗	明	開	三	宵B	平	幫	效		m	iau	2		m	iau	22		m	ɪᴀw	22	
描	明	開	三	宵B	平	幫	效		m	iau	2		m	iau	22		m	ɪᴀw	22	
瞄	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	iau	2		m	iau	22		m	ɪᴀw	22	
眇	明	開	三	宵A	上	幫	效		m	iau	2		m	iau	21		m	ɪᴀw	21	
秒	明	開	三	宵A	上	幫	效		m	iau	2		m	iau	21		m	ɪᴀw	21	
渺	明	開	三	宵A	上	幫	效		m	iau	2		m	iau	21		m	ɪᴀw	21	
貌	明	開	二	肴	去	幫	效		m	iau	4		m	iau	31		m	ɪᴀw	31	
妙	明	開	三	宵A	去	幫	效		m	iau	4		m	iau	31		m	ɪᴀw	31	
廟	明	開	三	宵B	去	幫	效		m	iau	4		m	iau	31		m	ɪᴀw	31	
咪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	ie	1		m	iɛ	23		m	iɘ	23	又音
瞇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	ie	1		m	iɛ	23		m	iɘ	23	又音
美	明	開	三	脂B	上	幫	止		m	ie	3		m	iɛ	35		m	iɘ	35	又音
尾	明	合	三	微	上	幫	止		m	ie	3		m	iɛ	35		m	iɘ	35	又音
娓	明	合	三	微	上	幫	止		m	ie	3		m	iɛ	35		m	iɘ	35	又音
獼	明	開	三	支A	平	幫	止		m	ie	2		m	iɛ	22		m	iɘ	22	又音
瀰	明	開	三	支A	平	幫	止		m	ie	2		m	iɛ	22		m	iɘ	22	又音
糜	明	開	三	支B	平	幫	止		m	ie	2		m	iɛ	22		m	iɘ	22	又音
眉	明	開	三	脂B	平	幫	止		m	ie	2		m	iɛ	22		m	iɘ	22	又音
楣	明	開	三	脂B	平	幫	止		m	ie	2		m	iɛ	22		m	iɘ	22	又音
麋	明	開	三	脂B	平	幫	止		m	ie	2		m	iɛ	22		m	iɘ	22	又音
薇	明	開	三	脂B	平	幫	止		m	ie	2		m	iɛ	22		m	iɘ	22	又音
微	明	合	三	微	平	幫	止		m	ie	2		m	iɛ	22		m	iɘ	22	又音
彌	明	開	三	支A	平	幫	止		m	ie	2		m	iɛ	22		m	iɘ	22	又音
靡	明	開	三	支B	上	幫	止		m	ie	2		m	iɛ	21		m	iɘ	21	又音
美	明	開	三	脂B	上	幫	止		m	ie	2		m	iɛ	21		m	iɘ	21	又音
寐	明	開	三	脂A	去	幫	止		m	ie	4		m	iɛ	31		m	iɘ	31	又音
媚	明	開	三	脂B	去	幫	止		m	ie	4		m	iɛ	31		m	iɘ	31	又音
魅	明	開	三	脂B	去	幫	止		m	ie	4		m	iɛ	31		m	iɘ	31	又音
未	明	合	三	微	去	幫	止		m	ie	4		m	iɛ	31		m	iɘ	31	又音
味	明	合	三	微	去	幫	止		m	ie	4		m	iɛ	31		m	iɘ	31	又音
覓	明	開	四	青	入	幫	梗		m	ik	8		m	ɪk	31		m	ɪk	31	
緬	明	開	三	仙A	上	幫	山		m	in	1		m	in	23		m	in	23	
勉	明	開	三	仙B	上	幫	山		m	in	1		m	in	23		m	in	23	
免	明	開	三	仙B	上	幫	山		m	in	3		m	in	35		m	in	35	
冕	明	開	三	仙B	上	幫	山		m	in	3		m	in	35		m	in	35	
靦									m	in	3		m	in	35		m	in	35	靦腆
眠	明	開	四	先	平	幫	山		m	in	2		m	in	22		m	in	22	
棉	明	開	三	仙A	平	幫	山		m	in	2		m	in	22		m	in	22	
綿	明	開	三	仙A	平	幫	山		m	in	2		m	in	22		m	in	22	
麵	明	開	四	先	去	幫	山		m	in	4		m	in	31		m	in	31	
面	明	開	三	仙A	去	幫	山		m	in	4		m	in	31		m	in	31	
皿	明	開	三	庚	上	幫	梗		m	ing	1		m	ɪŋ	23		m	ɛeŋ	23	
冥	明	開	四	青	平	幫	梗		m	ing	2		m	ɪŋ	22		m	ɛeŋ	22	
銘	明	開	四	青	平	幫	梗		m	ing	2		m	ɪŋ	22		m	ɛeŋ	22	
螟	明	開	四	青	平	幫	梗		m	ing	2		m	ɪŋ	22		m	ɛeŋ	22	
明	明	開	三	庚	平	幫	梗		m	ing	2		m	ɪŋ	22		m	ɛeŋ	22	
鳴	明	開	三	庚	平	幫	梗		m	ing	2		m	ɪŋ	22		m	ɛeŋ	22	
名	明	開	三	清A	平	幫	梗		m	ing	2		m	ɪŋ	22		m	ɛeŋ	22	
皿	明	開	三	庚	上	幫	梗		m	ing	2		m	ɪŋ	21		m	ɛeŋ	21	
命	明	開	三	庚	去	幫	梗		m	ing	4		m	ɪŋ	31		m	ɛeŋ	31	
蔑	明	開	四	先	入	幫	山		m	it	8		m	it	31		m	it	31	
篾	明	開	四	先	入	幫	山		m	it	8		m	it	31		m	it	31	
滅	明	開	三	仙A	入	幫	山		m	it	8		m	it	31		m	it	31	
摩	明	開	一	歌	平	幫	果		m	o	1		m	ɔ	23		m	ɔ	23	
魔	明	開	一	歌	平	幫	果		m	o	1		m	ɔ	23		m	ɔ	23	
麼	明	開	一	歌	上	幫	果		m	o	1		m	ɔ	23		m	ɔ	23	
摸	明	開	一	模	平	幫	遇		m	o	3		m	ɔ	35		m	ɔ	35	
磨	明	開	一	歌	平	幫	果		m	o	2		m	ɔ	22		m	ɔ	22	
磨	明	開	一	歌	去	幫	果		m	o	4		m	ɔ	31		m	ɔ	31	
米	明	開	四	齊	上	幫	蟹		m	oi	3		m	ɔi	35		m	ɔj	35	
迷	明	開	四	齊	平	幫	蟹		m	oi	2		m	ɔi	22		m	ɔj	22	
謎	明	開	四	齊	去	幫	蟹		m	oi	2		m	ɔi	22		m	ɔj	22	
膜	明	開	一	唐	入	幫	宕		m	ok	8		m	ɔk	31		m	ɔk	31	薄膜
莫	明	開	一	唐	入	幫	宕		m	ok	8		m	ɔk	31		m	ɔk	31	
漠	明	開	一	唐	入	幫	宕		m	ok	8		m	ɔk	31		m	ɔk	31	
寞	明	開	一	唐	入	幫	宕		m	ok	8		m	ɔk	31		m	ɔk	31	
幕	明	開	一	唐	入	幫	宕		m	ok	8		m	ɔk	31		m	ɔk	31	
剝	幫	開	二	江	入	幫	江		m	ok	6		m	ɔk	35		m	ɔk	35	
芒									m	ong	1		m	ɔŋ	23		m	ɔŋ	23	芒果
惘	明	合	三	陽	上	幫	宕		m	ong	3		m	ɔŋ	35		m	ɔŋ	35	
網	明	合	三	陽	上	幫	宕		m	ong	3		m	ɔŋ	35		m	ɔŋ	35	
莽	明	開	一	模	上	幫	遇		m	ong	3		m	ɔŋ	35		m	ɔŋ	35	
蟒	明	開	一	唐	上	幫	宕		m	ong	3		m	ɔŋ	35		m	ɔŋ	35	
芒	明	合	三	陽	平	幫	宕		m	ong	2		m	ɔŋ	22		m	ɔŋ	22	光芒
亡	明	合	三	陽	平	幫	宕		m	ong	2		m	ɔŋ	22		m	ɔŋ	22	
忘	明	合	三	陽	去	幫	宕		m	ong	2		m	ɔŋ	22		m	ɔŋ	22	
忙	明	開	一	唐	平	幫	宕		m	ong	2		m	ɔŋ	22		m	ɔŋ	22	
