單字	聲紐	呼	等	韻部	聲調	組	攝	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定
擂	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ui	2		l	ui	21		l	uj	21
裡	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ui	2		l	ui	21		l	uj	21
鋁	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ui	2		l	ui	21		l	uj	21
戾	來	開	四	齊	去	來	蟹		l	ui	4		l	ui	32		l	uj	32
累	來	合	三	支A	上	來	止		l	ui	4		l	ui	32		l	uj	32
纍	來	合	三	脂A	平	來	止		l	ui	4		l	ui	32		l	uj	32
淚	來	合	三	脂A	去	來	止		l	ui	4		l	ui	32		l	uj	32
類	來	合	三	脂A	去	來	止		l	ui	4		l	ui	32		l	uj	32
慮	來	開	三	魚	去	來	遇		l	ui	4		l	ui	32		l	uj	32
濾	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ui	4		l	ui	32		l	uj	32
六	來	開	三	東	入	來	通		l	uk	7		l	ʊk	32		l	ɔok	32
陸	來	開	三	東	入	來	通		l	uk	7		l	ʊk	32		l	ɔok	32
錄	來	開	三	鍾	入	來	通		l	uk	7		l	ʊk	32		l	ɔok	32
綠	來	開	三	鍾	入	來	通		l	uk	7		l	ʊk	32		l	ɔok	32
谷	來	開	一	東	入	來	通		l	uk	7		l	ʊk	32		l	ɔok	32
鹿	來	開	一	東	入	來	通		l	uk	7		l	ʊk	32		l	ɔok	32
祿	來	開	一	東	入	來	通		l	uk	7		l	ʊk	32		l	ɔok	32
氯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	uk	7		l	ʊk	32		l	ɔok	32
碌	來	開	一	東	入	來	通		l	uk	5		l	ʊk	45		l	ɔok	45
漉	來	開	一	東	入	來	通		l	uk	5		l	ʊk	45		l	ɔok	45
麓	來	開	一	東	入	來	通		l	uk	5		l	ʊk	45		l	ɔok	45
窿	來	開	三	東	平	來	通		l	ung	1		l	ʊŋ	23		l	ɔoŋ	23
隆	來	開	三	東	平	來	通		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21
龍	來	開	三	鍾	平	來	通		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21
隴	來	開	三	鍾	上	來	通		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21
嚨	來	開	一	東	平	來	通		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21
瓏	來	開	一	東	平	來	通		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21
朧	來	開	一	東	平	來	通		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21
籠	來	開	一	東	平	來	通		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21
聾	來	開	一	東	平	來	通		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21
攏	來	開	一	東	上	來	通		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21
壟	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		l	ung	2		l	ʊŋ	21		l	ɔoŋ	21
嗯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m		1		m		23		m̍		23
五	疑	開	一	模	上	見	遇		m		3		m		45		m̍		45
午	疑	開	一	模	上	見	遇		m		3		m		45		m̍		45
伍	疑	開	一	模	上	見	遇		m		3		m		45		m̍		45
嗯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m		3		m		45		m̍		45
蜈	疑	開	一	模	平	見	遇		m		2		m		21		m̍		21
吾	疑	開	一	模	平	見	遇		m		2		m		21		m̍		21
吳	疑	開	一	模	平	見	遇		m		2		m		21		m̍		21
梧	疑	開	一	模	平	見	遇		m		2		m		21		m̍		21
唔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m		2		m		21		m̍		21
悟	疑	開	一	模	去	見	遇		m		4		m		32		m̍		32
晤	疑	開	一	模	去	見	遇		m		4		m		32		m̍		32
誤	疑	開	一	模	去	見	遇		m		4		m		32		m̍		32
寤	疑	開	一	模	去	見	遇		m		4		m		32		m̍		32
媽	明	開	一	模	上	幫	遇		m	a	1		m	a	23		m	ᴀ	23
嗎	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	a	1		m	a	23		m	ᴀ	23
瑪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	a	1		m	a	23		m	ᴀ	23
嬤	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	a	1		m	a	23		m	ᴀ	23
螞									m	a	1		m	a	23		m	ᴀ	23
媽	明	開	一	模	上	幫	遇		m	a	3		m	a	45		m	ᴀ	45
螞	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	a	3		m	a	45		m	ᴀ	45
麻	明	開	二	麻	平	幫	假		m	a	2		m	a	21		m	ᴀ	21
痲	明	開	二	麻	平	幫	假		m	a	2		m	a	21		m	ᴀ	21
蟆	明	開	二	麻	平	幫	假		m	a	2		m	a	21		m	ᴀ	21
馬	明	開	二	麻	上	幫	假		m	a	2		m	a	21		m	ᴀ	21
碼	明	開	二	麻	上	幫	假		m	a	2		m	a	21		m	ᴀ	21
嘛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	a	2		m	a	21		m	ᴀ	21
嗎									m	a	2		m	a	21		m	ᴀ	21
罵	明	開	二	麻	上	幫	假		m	a	4		m	a	32		m	ᴀ	32
螞									m	a	4		m	a	32		m	ᴀ	32
買	明	開	二	佳	上	幫	蟹		m	ai	1		m	ai	23		m	ᴀj	23
買	明	開	二	佳	上	幫	蟹		m	ai	2		m	ai	21		m	ᴀj	21
埋	明	開	二	皆	平	幫	蟹		m	ai	2		m	ai	21		m	ᴀj	21
霾	明	開	二	皆	平	幫	蟹		m	ai	2		m	ai	21		m	ᴀj	21
邁	明	開	二	夬	去	幫	蟹		m	ai	4		m	ai	32		m	ᴀj	32
賣	明	開	二	佳	去	幫	蟹		m	ai	4		m	ai	32		m	ᴀj	32
晚	明	合	三	元	上	幫	山		m	an	2		m	an	21		m	ᴀn	21
蠻	明	開	二	刪	平	幫	山		m	an	2		m	an	21		m	ᴀn	21
蔓	明	開	一	寒	平	幫	山		m	an	2		m	an	21		m	ᴀn	21
蔓	明	合	三	元	去	幫	山		m	an	4		m	an	32		m	ᴀn	32
萬	明	合	三	元	去	幫	山		m	an	4		m	an	32		m	ᴀn	32
慢	明	開	二	刪	去	幫	山		m	an	4		m	an	32		m	ᴀn	32
饅	明	開	一	寒	平	幫	山		m	an	4		m	an	32		m	ᴀn	32
鰻	明	開	一	寒	平	幫	山		m	an	4		m	an	32		m	ᴀn	32
曼	明	開	一	寒	平	幫	山		m	an	4		m	an	32		m	ᴀn	32
幔	明	開	一	寒	去	幫	山		m	an	4		m	an	32		m	ᴀn	32
漫	明	開	一	寒	去	幫	山		m	an	4		m	an	32		m	ᴀn	32
抹									m	at	6		m	at	23		m	ᴀt	23
卯	明	開	二	肴	上	幫	效		m	au	1		m	au	23		m	ᴀw	23
貓	明	開	三	宵B	平	幫	效		m	au	3		m	au	45		m	ᴀw	45
矛	明	合	三	尤	平	幫	流		m	au	2		m	au	21		m	ᴀw	21
茅	明	開	二	肴	平	幫	效		m	au	2		m	au	21		m	ᴀw	21
牡	明	開	一	侯	上	幫	流		m	au	2		m	au	21		m	ᴀw	21
錨	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	au	2		m	au	21		m	ᴀw	21
貌	明	開	二	肴	去	幫	效		m	au	4		m	au	32		m	ᴀw	32
米	明	開	四	齊	上	幫	蟹		m	aei	3		m	ɐi	45		m	ɐi	45
迷	明	開	四	齊	平	幫	蟹		m	aei	2		m	ɐi	21		m	ɐi	21
謎	明	開	四	齊	去	幫	蟹		m	aei	2		m	ɐi	21		m	ɐi	21
陌	明	開	二	庚	入	幫	梗		m	aek	7		m	ɐk	32		m	ɐk	32
驀	明	開	二	庚	入	幫	梗		m	aek	7		m	ɐk	32		m	ɐk	32
脈	明	開	二	耕	入	幫	梗		m	aek	7		m	ɐk	32		m	ɐk	32
麥	明	開	二	耕	入	幫	梗		m	aek	7		m	ɐk	32		m	ɐk	32
冒	明	開	一	登	入	幫	曾		m	aek	7		m	ɐk	32		m	ɐk	32
墨	明	開	一	登	入	幫	曾		m	aek	7		m	ɐk	32		m	ɐk	32
默	明	開	一	登	入	幫	曾		m	aek	7		m	ɐk	32		m	ɐk	32
嘿									m	aek	7		m	ɐk	32		m	ɐk	32
閩	明	開	三	真B	平	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23
敏	明	開	三	真B	上	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23
憫	明	開	三	真B	上	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23
蚊	明	合	三	文	平	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23
紊	明	合	三	文	去	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23
刎	明	合	三	文	上	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23
吻	明	合	三	文	上	幫	臻		m	aen	1		m	ɐn	23		m	ɐn	23
憫	明	開	三	真B	上	幫	臻		m	aen	3		m	ɐn	45		m	ɐn	45
民	明	開	三	真A	平	幫	臻		m	aen	2		m	ɐn	21		m	ɐn	21
岷	明	開	三	真B	平	幫	臻		m	aen	2		m	ɐn	21		m	ɐn	21
文	明	合	三	文	平	幫	臻		m	aen	2		m	ɐn	21		m	ɐn	21
蚊	明	合	三	文	平	幫	臻		m	aen	2		m	ɐn	21		m	ɐn	21
紋	明	合	三	文	平	幫	臻		m	aen	2		m	ɐn	21		m	ɐn	21
聞	明	合	三	文	平	幫	臻		m	aen	2		m	ɐn	21		m	ɐn	21
緡	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	aen	2		m	ɐn	21		m	ɐn	21
問	明	合	三	文	去	幫	臻		m	aen	4		m	ɐn	32		m	ɐn	32
猛	明	開	二	庚	上	幫	梗		m	aeng	3		m	ɐŋ	45		m	ɐŋ	45
蜢	明	開	二	庚	上	幫	梗		m	aeng	3		m	ɐŋ	45		m	ɐŋ	45
盟	明	開	三	庚	平	幫	梗		m	aeng	2		m	ɐŋ	21		m	ɐŋ	21
盲	明	開	二	庚	平	幫	梗		m	aeng	2		m	ɐŋ	21		m	ɐŋ	21
猛	明	開	二	庚	上	幫	梗		m	aeng	2		m	ɐŋ	21		m	ɐŋ	21
艋	明	開	二	庚	上	幫	梗		m	aeng	2		m	ɐŋ	21		m	ɐŋ	21
萌	明	開	二	耕	平	幫	梗		m	aeng	2		m	ɐŋ	21		m	ɐŋ	21
錳	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	aeng	2		m	ɐŋ	21		m	ɐŋ	21
孟	明	開	二	庚	去	幫	梗		m	aeng	4		m	ɐŋ	32		m	ɐŋ	32
蜜	明	開	三	真A	入	幫	臻		m	aet	7		m	ɐt	32		m	ɐt	32
謐	明	開	三	真A	入	幫	臻		m	aet	7		m	ɐt	32		m	ɐt	32
密	明	開	三	真B	入	幫	臻		m	aet	7		m	ɐt	32		m	ɐt	32
勿	明	合	三	文	入	幫	臻		m	aet	7		m	ɐt	32		m	ɐt	32
物	明	合	三	文	入	幫	臻		m	aet	7		m	ɐt	32		m	ɐt	32
襪	明	合	三	元	入	幫	山		m	aet	7		m	ɐt	32		m	ɐt	32
某	明	開	一	侯	上	幫	流		m	aeu	1		m	ɐu	23		m	ɐu	23
繆	明	合	三	尤	平	幫	流		m	aeu	2		m	ɐu	21		m	ɐu	21
牟	明	合	三	尤	平	幫	流		m	aeu	2		m	ɐu	21		m	ɐu	21
謀	明	合	三	尤	平	幫	流		m	aeu	2		m	ɐu	21		m	ɐu	21
畝	明	開	一	侯	上	幫	流		m	aeu	2		m	ɐu	21		m	ɐu	21
哞	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	aeu	2		m	ɐu	21		m	ɐu	21
繆	明	開	三	幽	去	幫	流		m	aeu	4		m	ɐu	32		m	ɐu	32
謬	明	開	三	幽	去	幫	流		m	aeu	4		m	ɐu	32		m	ɐu	32
茂	明	開	一	侯	去	幫	流		m	aeu	4		m	ɐu	32		m	ɐu	32
貿	明	開	一	侯	去	幫	流		m	aeu	4		m	ɐu	32		m	ɐu	32
咩	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	e	1		m	ɛ	23		m	ɛ	23
咪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	ei	1		m	ei	23		m	ej	23
瞇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	ei	1		m	ei	23		m	ej	23
美	明	開	三	脂B	上	幫	止		m	ei	3		m	ei	45		m	ej	45
尾	明	合	三	微	上	幫	止		m	ei	3		m	ei	45		m	ej	45
娓	明	合	三	微	上	幫	止		m	ei	3		m	ei	45		m	ej	45
獼	明	開	三	支A	平	幫	止		m	ei	2		m	ei	21		m	ej	21
瀰	明	開	三	支A	平	幫	止		m	ei	2		m	ei	21		m	ej	21
糜	明	開	三	支B	平	幫	止		m	ei	2		m	ei	21		m	ej	21
靡	明	開	三	支B	上	幫	止		m	ei	2		m	ei	21		m	ej	21
眉	明	開	三	脂B	平	幫	止		m	ei	2		m	ei	21		m	ej	21
楣	明	開	三	脂B	平	幫	止		m	ei	2		m	ei	21		m	ej	21
麋	明	開	三	脂B	平	幫	止		m	ei	2		m	ei	21		m	ej	21
薇	明	開	三	脂B	平	幫	止		m	ei	2		m	ei	21		m	ej	21
美	明	開	三	脂B	上	幫	止		m	ei	2		m	ei	21		m	ej	21
微	明	合	三	微	平	幫	止		m	ei	2		m	ei	21		m	ej	21
彌	明	開	三	支A	平	幫	止		m	ei	2		m	ei	21		m	ej	21
寐	明	開	三	脂A	去	幫	止		m	ei	4		m	ei	32		m	ej	32
媚	明	開	三	脂B	去	幫	止		m	ei	4		m	ei	32		m	ej	32
魅	明	開	三	脂B	去	幫	止		m	ei	4		m	ei	32		m	ej	32
未	明	合	三	微	去	幫	止		m	ei	4		m	ei	32		m	ej	32
味	明	合	三	微	去	幫	止		m	ei	4		m	ei	32		m	ej	32
名	明	開	三	清A	平	幫	梗		m	iang	3		m	iɐŋ	45		m	ɪɐŋ	45
名	明	開	三	清A	平	幫	梗		m	iang	2		m	iɐŋ	21		m	ɪɐŋ	21
命	明	開	三	庚	去	幫	梗		m	iang	4		m	iɐŋ	32		m	ɪɐŋ	32
覓	明	開	四	青	入	幫	梗		m	ik	7		m	ɪk	32		m	ɛek	32
緬	明	開	三	仙A	上	幫	山		m	in	1		m	in	23		m	in	23
勉	明	開	三	仙B	上	幫	山		m	in	1		m	in	23		m	in	23
免	明	開	三	仙B	上	幫	山		m	in	3		m	in	45		m	in	45
冕	明	開	三	仙B	上	幫	山		m	in	3		m	in	45		m	in	45
靦									m	in	3		m	in	45		m	in	45
眠	明	開	四	先	平	幫	山		m	in	2		m	in	21		m	in	21
棉	明	開	三	仙A	平	幫	山		m	in	2		m	in	21		m	in	21
綿	明	開	三	仙A	平	幫	山		m	in	2		m	in	21		m	in	21
麵	明	開	四	先	去	幫	山		m	in	4		m	in	32		m	in	32
面	明	開	三	仙A	去	幫	山		m	in	4		m	in	32		m	in	32
皿	明	開	三	庚	上	幫	梗		m	ing	1		m	ɪŋ	23		m	ɛeŋ	23
冥	明	開	四	青	平	幫	梗		m	ing	2		m	ɪŋ	21		m	ɛeŋ	21
銘	明	開	四	青	平	幫	梗		m	ing	2		m	ɪŋ	21		m	ɛeŋ	21
螟	明	開	四	青	平	幫	梗		m	ing	2		m	ɪŋ	21		m	ɛeŋ	21
明	明	開	三	庚	平	幫	梗		m	ing	2		m	ɪŋ	21		m	ɛeŋ	21
鳴	明	開	三	庚	平	幫	梗		m	ing	2		m	ɪŋ	21		m	ɛeŋ	21
皿	明	開	三	庚	上	幫	梗		m	ing	2		m	ɪŋ	21		m	ɛeŋ	21
名	明	開	三	清A	平	幫	梗		m	ing	2		m	ɪŋ	21		m	ɛeŋ	21
命	明	開	三	庚	去	幫	梗		m	ing	4		m	ɪŋ	32		m	ɛeŋ	32
蔑	明	開	四	先	入	幫	山		m	it	7		m	it	32		m	it	32
篾	明	開	四	先	入	幫	山		m	it	7		m	it	32		m	it	32
滅	明	開	三	仙A	入	幫	山		m	it	7		m	it	32		m	it	32
杳	影	開	四	蕭	上	影	效		m	iu	1		m	iu	23		m	iw	23
喵	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	iu	1		m	iu	23		m	iw	23
眇	明	開	三	宵A	上	幫	效		m	iu	2		m	iu	21		m	iw	21
秒	明	開	三	宵A	上	幫	效		m	iu	2		m	iu	21		m	iw	21
渺	明	開	三	宵A	上	幫	效		m	iu	2		m	iu	21		m	iw	21
苗	明	開	三	宵B	平	幫	效		m	iu	2		m	iu	21		m	iw	21
描	明	開	三	宵B	平	幫	效		m	iu	2		m	iu	21		m	iw	21
瞄	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	iu	2		m	iu	21		m	iw	21
妙	明	開	三	宵A	去	幫	效		m	iu	4		m	iu	32		m	iw	32
廟	明	開	三	宵B	去	幫	效		m	iu	4		m	iu	32		m	iw	32
摩	明	開	一	歌	平	幫	果		m	o	1		m	ɔ	23		m	ɔ	23
魔	明	開	一	歌	平	幫	果		m	o	1		m	ɔ	23		m	ɔ	23
麼	明	開	一	歌	上	幫	果		m	o	1		m	ɔ	23		m	ɔ	23
摸	明	開	一	模	平	幫	遇		m	o	3		m	ɔ	45		m	ɔ	45
磨	明	開	一	歌	平	幫	果		m	o	2		m	ɔ	21		m	ɔ	21
磨	明	開	一	歌	去	幫	果		m	o	4		m	ɔ	32		m	ɔ	32
膜	明	開	一	唐	入	幫	宕		m	ok	7		m	ɔk	32		m	ɔk	32
莫	明	開	一	唐	入	幫	宕		m	ok	7		m	ɔk	32		m	ɔk	32
漠	明	開	一	唐	入	幫	宕		m	ok	7		m	ɔk	32		m	ɔk	32
寞	明	開	一	唐	入	幫	宕		m	ok	7		m	ɔk	32		m	ɔk	32
幕	明	開	一	唐	入	幫	宕		m	ok	7		m	ɔk	32		m	ɔk	32
剝	幫	開	二	江	入	幫	江		m	ok	5		m	ɔk	45		m	ɔk	45
芒									m	ong	1		m	ɔŋ	23		m	ɔŋ	23
惘	明	合	三	陽	上	幫	宕		m	ong	3		m	ɔŋ	45		m	ɔŋ	45
網	明	合	三	陽	上	幫	宕		m	ong	3		m	ɔŋ	45		m	ɔŋ	45
莽	明	開	一	模	上	幫	遇		m	ong	3		m	ɔŋ	45		m	ɔŋ	45
蟒	明	開	一	唐	上	幫	宕		m	ong	3		m	ɔŋ	45		m	ɔŋ	45
芒	明	合	三	陽	平	幫	宕		m	ong	2		m	ɔŋ	21		m	ɔŋ	21
亡	明	合	三	陽	平	幫	宕		m	ong	2		m	ɔŋ	21		m	ɔŋ	21
忘	明	合	三	陽	去	幫	宕		m	ong	2		m	ɔŋ	21		m	ɔŋ	21
忙	明	開	一	唐	平	幫	宕		m	ong	2		m	ɔŋ	21		m	ɔŋ	21
茫	明	開	一	唐	平	幫	宕		m	ong	2		m	ɔŋ	21		m	ɔŋ	21
望	明	合	三	陽	平	幫	宕		m	ong	4		m	ɔŋ	32		m	ɔŋ	32
妄	明	合	三	陽	去	幫	宕		m	ong	4		m	ɔŋ	32		m	ɔŋ	32
舞	明	合	三	虞	上	幫	遇		m	ou	3		m	ou	45		m	ow	45
母	明	開	一	侯	上	幫	流		m	ou	3		m	ou	45		m	ow	45
巫	明	合	三	虞	平	幫	遇		m	ou	2		m	ou	21		m	ow	21
誣	明	合	三	虞	平	幫	遇		m	ou	2		m	ou	21		m	ow	21
毋	明	合	三	虞	平	幫	遇		m	ou	2		m	ou	21		m	ow	21
無	明	合	三	虞	平	幫	遇		m	ou	2		m	ou	21		m	ow	21
蕪	明	合	三	虞	平	幫	遇		m	ou	2		m	ou	21		m	ow	21
武	明	合	三	虞	上	幫	遇		m	ou	2		m	ou	21		m	ow	21
侮	明	合	三	虞	上	幫	遇		m	ou	2		m	ou	21		m	ow	21
舞	明	合	三	虞	上	幫	遇		m	ou	2		m	ou	21		m	ow	21
鵡	明	合	三	虞	上	幫	遇		m	ou	2		m	ou	21		m	ow	21
模	明	開	一	模	平	幫	遇		m	ou	2		m	ou	21		m	ow	21
膜	明	開	一	模	平	幫	遇		m	ou	2		m	ou	21		m	ow	21
姆	明	開	一	侯	去	幫	流		m	ou	2		m	ou	21		m	ow	21
母	明	開	一	侯	上	幫	流		m	ou	2		m	ou	21		m	ow	21
拇	明	開	一	侯	上	幫	流		m	ou	2		m	ou	21		m	ow	21
摹	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	ou	2		m	ou	21		m	ow	21
毛	明	開	一	豪	平	幫	效		m	ou	2		m	ou	21		m	ow	21
髦	明	開	一	豪	平	幫	效		m	ou	2		m	ou	21		m	ow	21
務	明	合	三	虞	去	幫	遇		m	ou	4		m	ou	32		m	ow	32
婺	明	合	三	虞	去	幫	遇		m	ou	4		m	ou	32		m	ow	32
霧	明	合	三	虞	去	幫	遇		m	ou	4		m	ou	32		m	ow	32
募	明	開	一	模	去	幫	遇		m	ou	4		m	ou	32		m	ow	32
墓	明	開	一	模	去	幫	遇		m	ou	4		m	ou	32		m	ow	32
慕	明	開	一	模	去	幫	遇		m	ou	4		m	ou	32		m	ow	32
暮	明	開	一	模	去	幫	遇		m	ou	4		m	ou	32		m	ow	32
戊	明	開	一	侯	去	幫	流		m	ou	4		m	ou	32		m	ow	32
冒	明	開	一	豪	去	幫	效		m	ou	4		m	ou	32		m	ow	32
帽	明	開	一	豪	去	幫	效		m	ou	4		m	ou	32		m	ow	32
每	明	合	一	灰	上	幫	蟹		m	ui	1		m	ui	23		m	uj	23
每	明	合	一	灰	上	幫	蟹		m	ui	3		m	ui	45		m	uj	45
黴	明	開	三	脂B	平	幫	止		m	ui	2		m	ui	21		m	uj	21
枚	明	合	一	灰	平	幫	蟹		m	ui	2		m	ui	21		m	uj	21
莓	明	合	一	灰	平	幫	蟹		m	ui	2		m	ui	21		m	uj	21
梅	明	合	一	灰	平	幫	蟹		m	ui	2		m	ui	21		m	uj	21
媒	明	合	一	灰	平	幫	蟹		m	ui	2		m	ui	21		m	uj	21
煤	明	合	一	灰	平	幫	蟹		m	ui	2		m	ui	21		m	uj	21
每	明	合	一	灰	上	幫	蟹		m	ui	2		m	ui	21		m	uj	21
玫	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	ui	2		m	ui	21		m	uj	21
霉	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	ui	2		m	ui	21		m	uj	21
妹	明	合	一	灰	去	幫	蟹		m	ui	4		m	ui	32		m	uj	32
昧	明	合	一	灰	去	幫	蟹		m	ui	4		m	ui	32		m	uj	32
目	明	合	三	東	入	幫	通		m	uk	7		m	ʊk	32		m	ɔok	32
牧	明	合	三	東	入	幫	通		m	uk	7		m	ʊk	32		m	ɔok	32
睦	明	合	三	東	入	幫	通		m	uk	7		m	ʊk	32		m	ɔok	32
穆	明	合	三	東	入	幫	通		m	uk	7		m	ʊk	32		m	ɔok	32
木	明	開	一	東	入	幫	通		m	uk	7		m	ʊk	32		m	ɔok	32
沐	明	開	一	東	入	幫	通		m	uk	7		m	ʊk	32		m	ɔok	32
滿	明	開	一	寒	上	幫	山		m	un	3		m	un	45		m	un	45
瞞	明	開	一	寒	平	幫	山		m	un	2		m	un	21		m	un	21
門	明	合	一	魂	平	幫	臻		m	un	2		m	un	21		m	un	21
們	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	un	2		m	un	21		m	un	21
悶	明	合	一	魂	去	幫	臻		m	un	4		m	un	32		m	un	32
燜	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	un	4		m	un	32		m	un	32
檬	明	開	一	東	平	幫	通		m	ung	1		m	ʊŋ	23		m	ɔoŋ	23
懵	明	開	一	東	上	幫	通		m	ung	3		m	ʊŋ	45		m	ɔoŋ	45
蒙	明	開	一	東	平	幫	通		m	ung	2		m	ʊŋ	21		m	ɔoŋ	21
濛	明	開	一	東	平	幫	通		m	ung	2		m	ʊŋ	21		m	ɔoŋ	21
朦	明	開	一	東	平	幫	通		m	ung	2		m	ʊŋ	21		m	ɔoŋ	21
矇	明	開	一	東	平	幫	通		m	ung	2		m	ʊŋ	21		m	ɔoŋ	21
夢	明	合	三	東	平	幫	通		m	ung	4		m	ʊŋ	32		m	ɔoŋ	32
沫	明	開	一	泰	去	幫	蟹		m	ut	7		m	ut	32		m	ut	32
末	明	開	一	寒	入	幫	山		m	ut	7		m	ut	32		m	ut	32
沒	明	合	一	魂	入	幫	臻		m	ut	7		m	ut	32		m	ut	32
茉	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		m	ut	7		m	ut	32		m	ut	32
抹	明	開	一	寒	入	幫	山		m	ut	6		m	ut	23		m	ut	23
哪									n	a	1		n	a	23		n	ᴀ	23
那	泥	開	日	歌	上	端	果		n	a	2		n	a	21		n	ᴀ	21
拿	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		n	a	2		n	a	21		n	ᴀ	21
哪	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		n	a	2		n	a	21		n	ᴀ	21
娜									n	a	2		n	a	21		n	ᴀ	21
那	泥	開	一	歌	上	端	果		n	a	4		n	a	32		n	ᴀ	32
乃	泥	開	一	咍	上	端	蟹		n	ai	2		n	ai	21		n	ᴀj	21
迺	泥	開	一	咍	上	端	蟹		n	ai	2		n	ai	21		n	ᴀj	21
奶	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		n	ai	2		n	ai	21		n	ᴀj	21
喃	娘	開	二	咸	平	知	咸		n	am	2		n	am	21		n	ᴀm	21
男	泥	開	一	覃	平	端	咸		n	am	2		n	am	21		n	ᴀm	21
南	泥	開	一	覃	平	端	咸		n	am	2		n	am	21		n	ᴀm	21
楠	泥	開	一	覃	平	端	咸		n	am	2		n	am	21		n	ᴀm	21
囡	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		n	am	2		n	am	21		n	ᴀm	21
腩									n	am	2		n	am	21		n	ᴀm	21
難	泥	開	一	寒	平	端	山		n	an	2		n	an	21		n	ᴀn	21
難	泥	開	一	寒	去	端	山		n	an	4		n	an	32		n	ᴀn	32
鈉	日	合	三	祭A	去	日	蟹		n	ap	4		n	ap	32		n	ᴀp	32
吶	娘	合	三	仙B	入	知	山		n	ap	7		n	ap	32		n	ᴀp	32
納	泥	開	一	覃	入	端	咸		n	ap	7		n	ap	32		n	ᴀp	32
捺	泥	開	一	寒	入	端	山		n	at	7		n	at	32		n	ᴀt	32
暱									n	at	6		n	at	23		n	ᴀt	23
撓	曉	開	一	豪	平	影	效		n	au	2		n	au	21		n	ᴀw	21
鬧	娘	開	二	肴	去	知	效		n	au	4		n	au	32		n	ᴀw	32
泥	泥	開	四	齊	平	端	蟹		n	aei	2		n	ɐi	21		n	ɐi	21
稔	日	開	三	侵A	上	日	深		n	aem	2		n	ɐm	21		n	ɐm	21
腩									l	aem	2		n	ɐm	21		n	ɐm	21
能	泥	開	一	咍	平	端	蟹		n	aeng	2		n	ɐŋ	21		n	ɐŋ	21
粒	來	開	三	侵A	入	來	深		n	aep	5		n	ɐp	45		n	ɐp	45
凹	影	開	二	咸	入	影	咸		n	aep	5		n	ɐp	45		n	ɐp	45
