ID	汉字	注释	拼音	声母	韵母	声调
4771	釘		teng1	t	eng	1
4772	釘		teng3	t	eng	3
4773	頂		teng2	t	eng	2
4774	鼎	白读	tiann2	t	iann	2
4775	鼎	文读	teng2	t	eng	2
4778	訂	文读	teng3	t	eng	3
4779	訂	白读	tiann7	t	iann	7
4780	聽	白读	thiann1	th	iann	1
4781	聽	文读	theng3	th	eng	3
4782	汀		teng1	t	eng	1
4783	廳		thiann1	th	iann	1
4786	廷		theng5	th	eng	5
4787	停		theng5	th	eng	5
4788	亭		teng5	t	eng	5
4789	庭		theng5	th	eng	5
4790	蜓		theng5	th	eng	5
4791	蜓		teng5	t	eng	5
4792	挺		theng2	th	eng	2
4793	艇		theng2	th	eng	2
4794	錠	文读	teng6	t	eng	6
4795	錠	白读	tiann6	t	iann	6
4796	定	白读	tiann7	t	iann	7
4797	定	文读	teng6	t	eng	6
4798	定	文读	teng3	t	eng	3
4799	寧		leng5	l	eng	5
4800	寧		leng6	l	eng	6
4803	佞		leng6	l	eng	6
4804	靈		leng5	l	eng	5
4805	零	文读	leng5	l	eng	5
4806	零	零落，白读	lang5	l	ang	5
4807	鈴		leng1	l	eng	1
4808	伶		leng5	l	eng	5
4809	另		leng5	l	eng	5
4810	另		leng6	l	eng	6
4811	青		tshenn1	tsh	enn	1
4812	蜻	白读	tshenn1	tsh	enn	1
4813	蜻	文读	tsheng1	tsh	eng	1
4814	蜻	文读	tseng1	ts	eng	1
4815	星		tshenn1	tsh	enn	1
4816	腥	白读	tshenn1	tsh	enn	1
4817	腥	文读	seng1	s	eng	1
4818	腥	替字，本字“臊”	tsho1	tsh	o	1
4819	醒	白读	tshenn2	tsh	enn	2
4820	醒	醒定，文读	seng2	s	eng	2
4823	經	文读	keng1	k	eng	1
4824	經	易经，白读	kiann1	k	iann	1
4825	經	正经，白读	king1	k	ing	1
4826	徑		kenn3	k	enn	3
4827	磬		kheng3	kh	eng	3
4828	馨		heng1	h	eng	1
4829	刑		heng5	h	eng	5
4830	型		heng5	h	eng	5
4831	形		heng5	h	eng	5
4832	百		peh4	p	eh	4
4833	柏		peh4	p	eh	4
4834	伯	白读	peh4	p	eh	4
4835	伯	人名，文读	pek4	p	ek	4
4836	迫		pek4	p	ek	4
4837	拍		phah4	ph	ah	4
4838	珀		phek4	ph	ek	4
4839	魄	文读	phek4	ph	ek	4
4840	魄	失魂落魄，白读	poh4	p	oh	8
4841	白		peh8	p	eh	8
4842	白	表白，坦白	pak8	p	ak	8
4843	帛		peh8	p	eh	8
4844	陌		mek8	m	ek	8
4845	陌		mok8	m	ok	8
4846	拆		thiah4	th	iah	4
4847	擇	白读	toh8	t	oh	8
4848	擇	文读	tsek8	ts	ek	8
4849	擇	文读	tsek4	ts	ek	4
4850	澤		tsek8	ts	ek	8
4851	澤	色泽	tek8	t	ek	8
4852	宅		theh8	th	eh	8
4853	窄		tsak8	ts	ak	8
4854	格		keh4	k	eh	4
4855	客	文读	kheh4	kh	eh	4
4856	客	客厅，白读	khah4	kh	ah	4
4857	咳	文读	hai6	h	ai	6
4858	咳	白读	ka1	k	a	1
4859	額		hiah8	h	iah	8
4860	赫		heh4	h	eh	4
4862	麥		beh8	b	eh	8
4863	脈		meh8	m	eh	8
4864	摘		tiah4	t	iah	4
4865	責		tseh4	ts	eh	4
4866	策		tsheh4	tsh	eh	4
4867	册		tsheh4	tsh	eh	4
4868	柵	栅栏	tsah8	ts	ah	8
4869	革		kek4	k	ek	4
4870	革		keh4	k	eh	4
4871	隔		keh4	k	eh	4
4876	覆		hok8	h	ok	8
4877	厄		eh4		eh	4
4878	厄	难	oh4		oh	4
4879	扼		eh4		eh	4
4880	扼		ak4		ak	4
4881	軛		eh4		eh	4
4882	碧		phek4	ph	ek	4
4883	戟		kek4	k	ek	4
4884	隙		khiah4	kh	iah	4
4885	劇		kiah8	k	iah	8
4886	屐		kiah8	k	iah	8
4887	逆	文读	ngek8	ng	ek	8
4888	逆	白读	keh8	k	eh	8
4889	璧		piah4	p	iah	4
4890	僻		phiah8	ph	iah	8
4891	闢		phek4	ph	ek	4
4892	積	白读	tseh4	ts	eh	4
4893	積	文读	tsek4	ts	ek	4
4894	跡		tsiah4	ts	iah	4
4895	脊	文读	tsik4	ts	ik	4
4896	脊	巴脊，白读	tsiah4	ts	iah	4
4897	籍		tsia6	ts	ia	6
4898	籍		tsiah4	ts	iah	4
4900	昔	训读	tsa2	ts	a	2
4901	惜		sioh4	s	ioh	4
4902	席	白读	tshioh8	tsh	ioh	8
4903	席	酒席，文读	siah8	s	iah	8
4904	夕		sek4	s	ek	4
4905	擲		tann3	t	ann	3
4906	擲		sek4	s	ek	4
4907	隻	只要	tsi2	ts	i	2
4908	隻	一只	tsiah4	ts	iah	4
4909	隻	一只表	tsiap4	ts	iap	4
4910	炙		tsia3	ts	ia	3
4911	炙	炙烧	tsioh4	ts	ioh	4
4912	赤		tshiah4	tsh	iah	4
4913	斥		tshek4	tsh	ek	4
4914	尺		tshioh4	tsh	ioh	4
4916	適		sek4	s	ek	4
4917	釋		sek4	s	ek	4
4918	石		tsioh8	ts	ioh	8
4919	石	石榴	sioh8	s	ioh	8
4920	石	一石	tann3	t	ann	3
4921	碩		sek4	s	ek	4
4922	益		iah4		iah	4
4923	亦	训读	ia7		ia	7
4924	亦		ek8		ek	8
4925	譯		ek8		ek	8
4930	液		ek8		ek	8
4931	腋		ek8		ek	8
4932	壁		piah4	p	iah	4
4933	霹		phek4	ph	ek	4
4934	劈		phek4	ph	ek	4
4935	覓		mik8	m	ik	8
4936	覓	训读	tshue7	tsh	ue	7
4937	滴		tih4	t	ih	4
4938	嫡		tek8	t	ek	8
4939	的		ti7	t	i	7
4940	的	目的	tek8	t	ek	8
4941	的	的士	thek4	th	ek	4
4942	踢	白读	thak4	th	ak	4
4943	踢	文读	thek4	th	ek	4
4944	剔		thek4	th	ek	4
4945	剔		thak4	th	ak	4
4946	狄		tek8	t	ek	8
4947	笛		tek8	t	ek	8
4948	敵		tek8	t	ek	8
4949	糴		tiah8	t	iah	8
4950	溺		nek8	n	ek	8
4951	歷		leh8	l	eh	8
4952	曆		leh8	l	eh	8
4953	績		tseh4	ts	eh	4
4954	戚		tshek4	tsh	ek	4
4955	寂		sok4	s	ok	4
4956	錫		siah4	s	iah	4
4957	析		sek4	s	ek	4
4958	擊		khek4	kh	ek	4
4959	激		kek4	k	ek	4
4960	喫		ngiak4	ng	iak	4
4961	喫		khoi3	kh	oi	3
4962	礦		khuang3	kh	uang	3
4963	橫		huenn5	h	uenn	5
4965	轟		hong1	h	ong	1
4966	宏	白读	khueng5	kh	ueng	5
4967	宏	文读	hong5	h	ong	5
4968	兄		hiann1	h	iann	1
4969	榮	白读	ueng5		ueng	5
4970	榮	文读	iong5		iong	5
4971	永	白读	ueng2		ueng	2
4972	永	文读	iong2		iong	2
4973	永	白读	eng2		eng	2
4974	泳	文读	iong6		iong	6
4975	泳	白读	ueng6		ueng	6
	泳	文读，陈店、海门音	iong3		iong	3
4976	咏	文读	iong6		iong	6
4977	咏	白读	ueng6		ueng	6
4978	傾		khueng1	kh	ueng	1
4979	頃		khueng2	kh	ueng	2
4980	瓊		khueng5	kh	ueng	5
4981	營		iann5		iann	5
4982	營		ueng5		ueng	5
4983	塋		ueng1		ueng	1
4984	穎		theng2	th	eng	2
4985	螢		ueng1		ueng	1
4986	迥		kueng2	k	ueng	2
4987	虢		khueh4	kh	ueh	4
4988	獲		uek8		uek	8
4989	劃		ueh8		ueh	8
4990	役		uek8		uek	8
4991	役		hiah8	h	iah	8
4992	疫		mok8	m	ok	8
4993	疫		ek8		ek	8
4994	篷	文读	phong5	ph	ong	5
4995	篷	白读	phang5	ph	ang	5
4996	蓬		phong5	ph	ong	5
4997	蒙		mou5	m	ou	5
4998	懵		mou2	m	ou	2
4999	東	白读	tang1	t	ang	1
5000	東	文读	tong1	t	ong	1
5001	董	文读	tong2	t	ong	2
5002	董	姓，白读	tang2	t	ang	2
5003	懂		tong2	t	ong	2
5004	棟	文读	tong3	t	ong	3
5005	棟	本字“幢”	tong7	t	ong	7
5006	棟	白读，栋楹	tang3	t	ang	3
5007	凍	文读	tong3	t	ong	3
5008	凍	白读	tang3	t	ang	3
5009	通	文读	thong1	th	ong	1
5010	通	白读	thang1	th	ang	1
5011	桶		thang2	th	ang	2
5012	捅	文读	thong2	th	ong	2
5013	捅	文读	thom2	th	om	2
5014	痛	文读	thong3	th	ong	3
5015	痛	白读	thiann3	th	iann	3
5016	同	白读	tang5	t	ang	5
5017	同	文读	thong5	th	ong	5
5018	銅		tang5	t	ang	5
5019	桐	梧桐，文读	thong5	th	ong	5
5020	桐	桐油，白读	thang5	th	ang	5
5021	筒	白读	tang5	t	ang	5
5022	筒	麻将牌的筒，文读	thong5	th	ong	5
5023	筒	罐子，替字	tang6	t	ang	6
5024	童	文读	thong5	th	ong	5
5025	童	童身，也写作“僮身”，白读	tang5	t	ang	5
5026	瞳		thong5	th	ong	5
5027	動	文读	tong6	t	ong	6
5028	動	振动，白读	tang6	t	ang	6
5029	動	动起动，动不动，白读	thang6	th	ang	6
5030	洞	白读	tang7	t	ang	7
5031	洞	吕洞宾，文读	tong6	t	ong	6
5032	籠	笼床，白读	leng5	l	eng	5
5033	籠	白读	lang5	l	ang	5
5034	籠	文读	long5	l	ong	5
5035	籠	箱笼、笼椅，白读	lang2	l	ang	2
5036	籠	笼统，文读	long2	l	ong	2
5037	聾		lang5	l	ang	5
5038	攏	峡山音	long2	l	ong	2
5039	攏	棉城音	nong2	n	ong	2
5040	弄		long6	l	ong	6
5041	棕		tsang1	ts	ang	1
5042	鬃		tsang1	ts	ang	1
5043	總	文读	tsong2	ts	ong	2
5044	總	白读	tsang2	ts	ang	2
5045	粽		tsang3	ts	ang	3
5046	聰		tshong1	tsh	ong	1
5047	匆	文读	tshong1	tsh	ong	1
5048	匆	匆促，也写作“仓促”，白读	tshang1	tsh	ang	1
5049	葱	白读	tshang1	tsh	ang	1
5050	葱	葱郁，文读	tshong1	tsh	ong	1
5051	囱		tshong1	tsh	ong	1
5052	叢	白读	tsang5	ts	ang	5
5053	叢	文读	tshong5	tsh	ong	5
5054	送		sang3	s	ang	3
5055	公		kong1	k	ong	1
5056	公	雄性	kang1	k	ang	1
5057	工		kang1	k	ang	1
5058	工	工课	khang1	kh	ang	1
5059	功	文读	kong1	k	ong	1
5060	功	无用功，白读	kang1	k	ang	1
5061	攻		kong1	k	ong	1
5062	貢		kong3	k	ong	3
5063	空	文读	khong1	kh	ong	1
5064	空	文读	khong3	kh	ong	3
5065	空	白读	khang1	kh	ang	1
5066	空	百空二，白读	khang3	kh	ang	3
5067	孔		khong2	kh	ong	2
5068	控		khong3	kh	ong	3
5073	烘	文读	hong1	h	ong	1
5074	烘	白读	hang1	h	ang	1
5075	哄		hong2	h	ong	2
5076	哄		hong1	h	ong	1
5077	哄		hong3	h	ong	3
5078	紅	白读	ang5		ang	5
5079	紅	文读	hong5	h	ong	5
5080	洪	白读	ang5		ang	5
5081	洪	文读	hong5	h	ong	5
5082	鴻		hong5	h	ong	5
5085	汞		kong3	k	ong	3
5086	閧		hong3	h	ong	3
5087	閧		hang7	h	ang	7
5088	翁	文读	ong1		ong	1
5089	翁	姓，白读	eng1		eng	1
5090	翁	丈夫，白读	ang1		ang	1
5091	瓮		ang3		ang	3
5092	冬	白读	tang1	t	ang	1
5093	冬	文读	tong1	t	ong	1
5094	統		thong2	th	ong	2
5095	農		long5	l	ong	5
5096	膿	文读	long5	l	ong	5
5097	膿	白读	nang5	n	ang	5
5098	宗		tsong1	ts	ong	1
5099	鬆	文读	song1	s	ong	1
5100	鬆	武松，文读	siong5	s	iong	5
5101	鬆	白读	sang1	s	ang	1
5102	鬆	松柏，白读	seng5	s	eng	5
5103	宋		song3	s	ong	3
5104	風	白读	huang1	h	uang	1
5105	風	文读	hong1	h	ong	1
5106	瘋	白读	huang1	h	uang	1
5107	瘋	文读	hong1	h	ong	1
5108	諷		hong3	h	ong	3
5109	豐		hong1	h	ong	1
5110	馮		pang5	p	ang	5
5111	鳳		hong6	h	ong	6
5112	夢		mang7	m	ang	7
5113	隆		long5	l	ong	5
5114	隆	隆江，原名龙江	leng5	l	eng	5
5115	嵩		siong1	s	iong	1
5116	中	文读	tong1	t	ong	1
5117	中	文读	tiong1	t	iong	1
5118	中	文读	tong3	t	ong	3
5119	中	文读	tiong3	t	iong	3
5120	中	白读	tang1	t	ang	1
5121	中	中状元，白读	teng3	t	eng	3
5122	中	中央，白读	tann1	t	ann	1
5123	中	中央，白读	ta1	t	a	1
5124	忠		tong1	t	ong	1
5125	忠	双忠圣王	tiong1	t	iong	1
5134	蟲		thang5	th	ang	5
5135	仲		tiong6	t	iong	6
5136	崇		tshong5	tsh	ong	5
5137	崇	人名	thong5	th	ong	5
5138	終		tsong1	ts	ong	1
5139	眾	白读	tseng3	ts	eng	3
5140	眾	文读	tsiong3	ts	iong	3
5141	眾	文读	tsong3	ts	ong	3
5142	充		tshong1	tsh	ong	1
5143	銃		tsheng3	tsh	eng	3
5144	絨		dziong5	dz	iong	5
5145	戎		dziong5	dz	iong	5
5146	弓	白读	keng1	k	eng	1
5147	弓	文读	kiong1	k	iong	1
5148	躬		kiong1	k	iong	1
5149	宮	白读	keng1	k	eng	1
5150	宮	马入中宫，文读	kiong1	k	iong	1
5151	穹		kiong1	k	iong	1
5152	窮	文读	khiong5	kh	iong	5
5153	窮	白读	keng5	k	eng	5
5154	熊	白读	him5	h	im	5
5155	熊	熊熊燃烧，文读	hiong5	h	iong	5
5156	雄		hiong5	h	iong	5
5157	融		iong5		iong	5
5158	融	训读，本字“烊”	ionn5		ionn	5
5159	封	文读	hong1	h	ong	1
5160	封	白读	huang1	h	uang	1
5161	峰		hong1	h	ong	1
5162	蜂		phang1	ph	ang	1
5163	鋒		hong1	h	ong	1
5164	捧	白读	phong2	ph	ong	2
5165	捧	文读	hong2	h	ong	2
5166	逢	文读	hong5	h	ong	5
5167	逢	白读	phong5	ph	ong	5
5168	縫	缝隙，白读	phang7	ph	ang	7
5169	縫	用针线连缀，白读	phong5	ph	ong	5
5170	縫	裁缝，文读	hong5	h	ong	5
5171	奉		hong6	h	ong	6
5172	俸		hong6	h	ong	6
5176	濃		long5	l	ong	5
5177	龍		leng5	l	eng	5
5178	隴		leng2	l	eng	2
5179	隴		leng5	l	eng	5
5180	壟	白读	leng2	l	eng	2
5181	壟	文读	long2	l	ong	2
5182	蹤		tsong1	ts	ong	1
5183	縱	文读	tsong3	ts	ong	3
5184	縱	文读	tsiong3	ts	iong	3
5185	縱	白读	tseng3	ts	eng	3
5189	從		tshiong5	tsh	iong	5
5190	從		tshong5	tsh	ong	5
5193	慫		song2	s	ong	2
5194	松	文读	song1	s	ong	1
5195	松	文读	siong5	s	iong	5
5196	松	白读	sang1	s	ang	1
5197	松	松柏，白读	seng5	s	eng	5
5198	誦		song6	s	ong	6
5199	誦		siong6	s	iong	6
5200	頌		song6	s	ong	6
5201	訟		song6	s	ong	6
5202	冢		thong2	th	ong	2
5203	寵		thong2	th	ong	2
5204	寵		thiong2	th	iong	2
5205	寵	新派音	tshong2	tsh	ong	2
5206	重	重要	tong6	t	ong	6
5207	重	重量	tang6	t	ang	6
5208	重	重来、重阳	teng5	t	eng	5
5209	重	重阳	thong5	th	ong	5
5210	重	重阳	thiong5	th	iong	5
5211	重	重阳，本字“团圆”	thuang5	th	uang	5
5218	鐘		tseng1	ts	eng	1
5219	盅		tseng1	ts	eng	1
5220	種	种树，白读	tseng3	ts	eng	3
5221	種	种子，白读	tseng2	ts	eng	2
5222	種	芒种，文读	tsong3	ts	ong	3
5223	腫		tseng2	ts	eng	2
5227	衝		tshong1	tsh	ong	1
5228	舂		tseng1	ts	eng	1
5229	茸		dziong5	dz	iong	5
5230	冗		dziong2	dz	iong	2
5231	恭		kiong1	k	iong	1
5232	供	文读	kiong1	k	iong	1
5233	供	白读	keng1	k	eng	1
5234	拱	文读	kiong2	k	iong	2
5235	拱	拱脚，文读	kong2	k	ong	2
5236	拱	白读	keng2	k	eng	2
5237	鞏		khiong2	kh	iong	2
5240	恐		khiong2	kh	iong	2
5241	共	白读	kang7	k	ang	7
5242	共	文读	kong7	k	ong	7
5243	胸		heng1	h	eng	1
5244	兇		hiann1	h	iann	1
5245	凶		hiong1	h	iong	1
5246	雍		iong1		iong	1
5247	擁		iong3		iong	3
5249	容	文读	iong5		iong	5
5250	容	容纵，白读	eng5		eng	5
5251	熔	文读	iong5		iong	5
5252	熔	白读	ionn5		ionn	5
5253	庸		iong1		iong	1
5254	甬		iong2		iong	2
5255	勇		iong2		iong	2
5256	湧	文读	iong3		iong	3
5257	湧	白读	eng2		eng	2
5258	用	白读	eng7		eng	7
5259	用	白读	eng6		eng	6
5260	用	信用，文读	iong6		iong	6
5261	卜		pok4	p	ok	4
5262	卜	萝卜	pok8	p	ok	8
5263	撲		phok4	ph	ok	4
5264	僕		pok8	p	ok	8
5265	曝		phak8	ph	ak	8
5266	瀑		phak8	ph	ak	8
5267	木	白读	bak8	b	ak	8
5268	木	木棉花，白读	mak8	m	ak	8
5269	木	木耳，文读	mok8	m	ok	8
5270	沐		mok8	m	ok	8
5271	禿	文读	thek4	th	ek	4
5272	禿	白读	thoh4	th	oh	4
5273	獨	文读	tok8	t	ok	8
5274	獨	孤独，白读	tak8	t	ak	8
5275	讀		thak8	th	ak	8
5276	牘		tok8	t	ok	8
5277	鹿	白读	tek8	t	ek	8
5278	鹿	文读	lok8	l	ok	8
5279	禄		lok8	l	ok	8
5280	族	文读	tsok8	ts	ok	8
5281	族	种族，白读	tsak8	ts	ak	8
5282	速		sok4	s	ok	4
5283	穀		kok4	k	ok	4
5284	谷	文读	kok4	k	ok	4
5285	谷	五谷，白读	kak4	k	ak	4
5286	哭	白读	khau3	kh	au	3
5287	哭	文读	khok4	kh	ok	4
5288	斛		hok8	h	ok	8
5289	屋		ok4		ok	4
5290	篤		tok4	t	ok	4
5291	督		tok4	t	ok	4
5292	毒		tak8	t	ak	8
5293	酷	文读	khok4	kh	ok	4
5294	酷	很，白读	hok4	h	ok	4
5295	酷	很，白读	hoh4	h	oh	4
5296	沃	文读	ok4		ok	4
5297	沃	浇，白读	ak4		ak	4
	沃	通“澳”，沃柑	onn3		onn	3
5298	福		hok4	h	ok	4
5299	幅		pak4	p	ak	4
5300	蝠	文读	hok4	h	ok	4
5301	蝠	白读	pak4	p	ak	4
5302	蝠	蝠婆，白读	pik8	p	ik	8
5303	蝠	蝠婆，白读	bik8	b	ik	8
5304	蝠	蝠婆，白读	pik4	p	ik	4
5305	蝠	蝠婆，白读	bik4	b	ik	4
5308	腹		pak4	p	ak	4
5310	服		hok8	h	ok	8
5311	伏	文读	hok8	h	ok	8
5312	伏	趴，白读	phak4	ph	ak	4
5313	袱		hok8	h	ok	8
5314	目	白读	mak8	m	ak	8
5315	目	文读	mok8	m	ok	8
5316	穆		mok8	m	ok	8
5317	牧		mok8	m	ok	8
5318	六		lak8	l	ak	8
5319	陸	白读	lek8	l	ek	8
5320	陸	文读	lok8	l	ok	8
5321	陸	六，白读	lak8	l	ak	8
5322	戮		lok8	l	ok	8
5323	肅		sok4	s	ok	4
5324	夙		sok4	s	ok	4
5325	宿	宿舍	suah4	s	uah	4
5327	竹	白读	tek4	t	ek	4
5328	築		tok4	t	ok	4
5329	畜	白读	thek4	th	ek	4
5330	畜	文读	thiok4	th	iok	4
5331	逐		tok4	t	ok	4
5332	軸		tek8	t	ek	8
5333	縮		sok4	s	ok	4
5334	祝		tsok4	ts	ok	4
5335	祝	老派音	tsiok4	ts	iok	4
5336	粥		tsok8	ts	ok	8
5337	叔	白读	tsek4	ts	ek	4
5338	叔	文读	siok4	s	iok	4
	叔	文读	sok4	s	ok	4
5339	熟		sek8	s	ek	8
5340	淑		sok4	s	ok	4
5341	肉	白读	nek8	n	ek	8
5342	肉	俗读	bah4	b	ah	4
5343	肉	骨肉，老派文读	dziok8	dz	iok	8
5344	菊		kek4	k	ek	4
5345	麴		kek4	k	ek	4
5348	蓄	文读	thiok4	th	iok	4
5349	蓄	购置，白读	hak4	h	ak	4
5350	郁	抑郁	uk4		uk	4
5351	郁	抑郁	uh4		uh	4
5352	郁	葱郁	hiok4	h	iok	4
5353	育		iok8		iok	8
5354	綠		lek8	l	ek	8
5355	錄		lok8	l	ok	8
5356	足		tsok4	ts	ok	4
5357	足	尽足、十足	tsiok4	ts	iok	4
5358	促		tshok4	tsh	ok	4
5359	粟		tshek4	tsh	ek	4
5360	俗		siok8	s	iok	8
5361	俗		sok8	s	ok	8
5362	俗	俗气	sioh8	s	ioh	8
5364	燭		tsek4	ts	ek	4
5365	囑		tsiok4	ts	iok	4
5366	囑		tsok4	ts	ok	4
5367	觸		tshok4	tsh	ok	4
5368	贖		siok8	s	iok	8
	贖		sok8	s	ok	8
5369	束		sok4	s	ok	4
5370	蜀	文读	tsuak8	ts	uak	8
5371	蜀	陈店音，文读	dzuak8	dz	uak	8
5372	蜀	一，白读	tsek8	ts	ek	8
5373	蜀	一，老派白读	tsik8	ts	ik	8
5374	屬		siok8	s	iok	8
5375	屬		sok8	s	ok	8
5376	辱		dziok8	dz	iok	8
5377	褥		dziok8	dz	iok	8
5378	鋦		ku1	k	u	1
5379	曲	白读	khek4	kh	ek	4
5380	曲	曲直，老派文读	khiok4	kh	iok	4
5381	局		kek8	k	ek	8
5382	玉		gek8	g	ek	8
5383	獄		gek8	g	ek	8
5384	旭		hiok4	h	iok	4
5385	欲	训读	ainn3		ainn	3
5386	欲		iok8		iok	8
5387	浴	白读	ek8		ek	8
5388	浴	文读	iok8		iok	8
5389	慾	训读	ainn3		ainn	3
5390	慾		iok8		iok	8
5391	胿		kui1	k	ui	1
5392	胿		kuai1	k	uai	1
5393	毋	白读	m6		m	6
5394	耍		sng2	s	ng	2
5395	女	白读	nng2	n	ng	2
5396	遇	后三个音皆为ngu6的口语音变	mng6	m	ng	6
5397	刺		tshng3	tsh	ng	3
5398	斷	白读	tng6	t	ng	6
5400	段	白读	tng7	t	ng	7
5401	緞		tng7	t	ng	7
5402	卵		nng6	n	ng	6
5403	鑽		tsng3	ts	ng	3
5404	鑽	替字	nng3	n	ng	3
5407	酸	白读	sng1	s	ng	1
5408	算	白读	sng3	s	ng	3
5409	蒜		sng3	s	ng	3
5410	管	白读	kng2	k	ng	2
5411	拴		sng1	s	ng	1
5412	全	白读	tsng5	ts	ng	5
5413	全	齐全，白读	tshng5	tsh	ng	5
5414	旋	白读	tsng5	ts	ng	5
5415	旋	白读	tsng7	ts	ng	7
5418	轉	白读	tng2	t	ng	2
5420	傳	白读	thng5	th	ng	5
5421	傳	白读	tng7	t	ng	7
5424	磚		tsng1	ts	ng	1
5425	川	尻川，白读	tshng1	tsh	ng	1
5426	穿	白读	tshng1	tsh	ng	1
5427	軟		nng2	n	ng	2
5428	卷	白读	kng2	k	ng	2
	卷	文读	kuang2	k	uang	2
5429	飯	白读	png7	p	ng	7
5430	晚		mng2	m	ng	2
5431	勸	白读	khng3	kh	ng	3
5432	券	俗读，误读成“卷”	kng2	k	ng	2
5433	園		hng5	h	ng	5
5434	遠	白读	hng6	h	ng	6
5435	本		png2	p	ng	2
5436	笨		png2	p	ng	2
5437	門		mng5	m	ng	5
5438	頓	一顿饭	tng3	t	ng	3
5439	褪	褪衫，脱衣	thng3	th	ng	3
5440	村		tshng1	tsh	ng	1
5441	寸	白读	tshng3	tsh	ng	3
5442	存	白读	tshng5	tsh	ng	5
5443	蹲	白读	tshng5	tsh	ng	5
5444	昏	白读	hng1	h	ng	1
5445	唇		tng5	t	ng	5
5446	粉	棉城音	hng2	h	ng	2
5447	問		mng7	m	ng	7
5448	軍	老派音	kng1	k	ng	1
5449	傍	得傍，白读	png7	p	ng	7
5450	傍	白读	png5	p	ng	5
5451	當	白读	tng1	t	ng	1
5452	當	白读	tng3	t	ng	3
5455	湯	白读	thng1	th	ng	1
5456	燙	白读	thng3	th	ng	3
5457	堂	白读	tng5	t	ng	5
5458	唐	白读	tng5	t	ng	5
5459	糖		thng5	th	ng	5
5460	塘	白读	tng5	t	ng	5
5461	蕩	荡嘴，白读	tng6	t	ng	6
5462	浪	白读	nng7	n	ng	7
5463	贓	白读	tsng1	ts	ng	1
5464	葬	白读	tsng3	ts	ng	3
5465	倉	白读	tshng1	tsh	ng	1
5466	桑	白读	sng1	s	ng	1
5467	喪	白读	sng1	s	ng	1
5468	嗓	白读	sng1	s	ng	1
5470	岡	白读	kng1	k	ng	1
5471	鋼	白读	kng3	k	ng	3
5472	缸	白读	kng1	k	ng	1
5473	糠	白读	khng1	kh	ng	1
5474	糠	白读	kng1	k	ng	1
5475	慷	白读	khng2	kh	ng	2
5476	行	蜀行，白读	ng5		ng	5
5477	甌		au1		au	1
5478	長	白读	tng5	t	ng	5
5480	腸	白读	tng5	t	ng	5
5481	丈	万丈，白读	tng6	t	ng	6
5482	莊	白读	tsng1	ts	ng	1
5483	裝	白读	tsng1	ts	ng	1
5484	瘡	白读	tshng1	tsh	ng	1
5485	創	白读	tshng1	tsh	ng	1
5486	牀		tshng5	tsh	ng	5
5487	狀	告状，白读	tsng7	ts	ng	7
5488	霜	白读	sng1	s	ng	1
5489	孀	白读	sng1	s	ng	1
5490	爽	玩，白读	sng2	s	ng	2
5491	瓤	白读	nng5	n	ng	5
5492	仰	依靠、仰仗，白读	ng3		ng	3
5493	向	依靠，替字，本字“仰”	ng3		ng	3
5494	央	中央，白读	ng1		ng	1
5495	央	中央，白读音变	hng1	h	ng	1
5496	秧	白读	ng1		ng	1
5497	光	亮，白读	kng1	k	ng	1
5498	廣	广东，白读	kng2	k	ng	2
5499	荒	白读	hng1	h	ng	1
5500	黃	白读	ng5		ng	5
5501	方	姓，白读	png1	p	ng	1
5502	方	白读	hng1	h	ng	1
5503	狂	狂眠，白读	kng5	k	ng	5
5504	撞	白读	tng7	t	ng	7
5506	扛	白读	kng1	k	ng	1
5509	捅	白读	thng2	th	ng	2
5510	銅	铜钵盂，潮阳地名	tng5	t	ng	5
5512	者	“这”本字	tse2	ts	e	2
5513	素	白读	so3	s	o	3
5514	二	扑克牌2	ni5	n	i	5
5515	二	扑克牌2	dzi5	dz	i	5
5516	貳	扑克牌2	ni5	n	i	5
5517	贰	扑克牌2	dzi5	dz	i	5
5518	理		li6	l	i	2
5519	熬	白读	hau5	h	au	5
5520	口	哑口无言	kau2	k	au	2
5521	扣	白读	kho3	kh	o	3
5522	看	训读	khoinn2	kh	oinn	2
5523	看	内山北派音，训读	hoinn2	h	oinn	2
5524	删	白读	sainn1	s	ainn	1
5525	將	白读	tsang1	ts	ang	1
5526	想	白读	sionn2	s	ionn	2
5527	上	占卜学中指大吉利的卦象、上碑、上杯（也叫圣杯），白读	sionn7	s	ionn	7
5528	擱	文读	koh4	k	oh	4
5529	搁	文读	koh4	k	oh	4
5530	擱	搁掉，白读	kak4	k	ak	4
5531	搁	搁掉，白读	kak4	k	ak	4
5532	伏	孵，白读	pfu7	pf	u	7
5533	七	田七	tsik4	ts	ik	4
5534	眠	眠起	mng5	m	ng	5
5535	聞	闻光，旧名山门、善闻，陈店地名，今做“文光”	bvung5	bv	ung	5
5536	风	风俗	hiong1	h	iong	1
5537	中	人中，棉城音	kiong1	k	iong	1
5538	扣		kho3	kh	o	3
5539	靠	依靠	kho3	kh	o	3
5540	寓	又读	ngu7	ng	u	7
5541	蜂	文读	hong1	h	ong	1
5542	暢	直畅，白读	thng3	th	ng	3
5543	禦	陈店音	gu6	g	u	6
5544	吾	陈店音	ngo5	ng	o	5
5545	浪	tah4浪，浪费	lang7	l	ang	7
5546	扔	陈店又读	dziong5	dz	iong	5
