繁体字	简体字	国际音标	吴语拼音	备注		调类	调值							
攻	攻	koŋ53	kon1			1	53	k	on	k	oŋ		kon1	koŋ53
貢	贡	koŋ423	kon5			5	423	k	on	k	oŋ		kon5	koŋ423
空	空	kʰoŋ53	khon1			1	53	kh	on	kʰ	oŋ		khon1	kʰoŋ53
孔	孔	kʰoŋ44	khon3			3	44	kh	on	kʰ	oŋ		khon3	kʰoŋ44
控	控	kʰoŋ423	khon5			5	423	kh	on	kʰ	oŋ		khon5	kʰoŋ423
空	空	kʰoŋ423	khon5			5	423	kh	on	kʰ	oŋ		khon5	kʰoŋ423
烘	烘	hoŋ53	hon1	【文读】		1	53	h	on	h	oŋ		hon1	hoŋ53
烘	烘	hŋ̍53	hng1	【白读】		1	53	h	ng	h	ŋ̍		hng1	hŋ̍53
哄	哄	hoŋ53	hon1	~堂大笑。		1	53	h	on	h	oŋ		hon1	hoŋ53
哄	哄	hoŋ44	hon3	~骗。		3	44	h	on	h	oŋ		hon3	hoŋ44
哄	哄	hoŋ423	hon5	起~。		5	423	h	on	h	oŋ		hon5	hoŋ423
紅	红	ɦoŋ24	ghon2	【文读】		2	24	gh	on	ɦ	oŋ		ghon2	ɦoŋ24
紅	红	ŋ̍24	ng2	【白读】		2	24		ng		ŋ̍		ng2	ŋ̍24
洪	洪	ɦoŋ24	ghon2	【文读】		2	24	gh	on	ɦ	oŋ		ghon2	ɦoŋ24
洪	洪	ŋ̍24	ng2	【白读】		2	24		ng		ŋ̍		ng2	ŋ̍24
鴻	鸿	ɦoŋ24	ghon2	【文读】		2	24	gh	on	ɦ	oŋ		ghon2	ɦoŋ24
鴻	鸿	ŋ̍24	ng2	【白读】		2	24		ng		ŋ̍		ng2	ŋ̍24
虹	虹	ɦoŋ24	ghon2	【文读】		2	24	gh	on	ɦ	oŋ		ghon2	ɦoŋ24
虹	虹	ŋ̍24	ng2	【白读】		2	24		ng		ŋ̍		ng2	ŋ̍24
翁	翁	oŋ53	on1	【文读】		1	53		on		oŋ		on1	oŋ53
翁	翁	ŋ̍53	ng1	【白读】		1	53		ng		ŋ̍		ng1	ŋ̍53
撲	扑	pʰoʔ5	phoq7			7	5	ph	oq	pʰ	oʔ		phoq7	pʰoʔ5
僕	仆	pʰoʔ5	phoq7	~倒。		7	5	ph	oq	pʰ	oʔ		phoq7	pʰoʔ5
僕	仆	boʔ23	boq8	~人。		8	23	b	oq	b	oʔ		boq8	boʔ23
木	木	mɔʔ23	maoq8			8	23	m	aoq	m	ɔʔ		maoq8	mɔʔ23
禿	秃	tʰoʔ5	thoq7			7	5	th	oq	tʰ	oʔ		thoq7	tʰoʔ5
獨	独	doʔ23	doq8			8	23	d	oq	d	oʔ		doq8	doʔ23
讀	读	doʔ23	doq8	~书。		8	23	d	oq	d	oʔ		doq8	doʔ23
讀	读	dᴇ213	dei6	句~。		6	213	d	ei	d	ᴇ		dei6	dᴇ213
鹿	鹿	loʔ23	loq8			8	23	l	oq	l	oʔ		loq8	loʔ23
祿	禄	loʔ23	loq8			8	23	l	oq	l	oʔ		loq8	loʔ23
族	族	dzoʔ23	dzoq8			8	23	dz	oq	dz	oʔ		dzoq8	dzoʔ23
速	速	soʔ5	soq7			7	5	s	oq	s	oʔ		soq7	soʔ5
谷	谷	koʔ5	koq7	山~。		7	5	k	oq	k	oʔ		koq7	koʔ5
谷	谷	ɦioʔ23	yoq8	吐~浑。		8	23	y	oq	ɦ	ioʔ		yoq8	ɦioʔ23
穀	谷	koʔ5	koq7	稻~。		7	5	k	oq	k	oʔ		koq7	koʔ5
哭	哭	kʰoʔ5	khoq7			7	5	kh	oq	kʰ	oʔ		khoq7	kʰoʔ5
屋	屋	oʔ5	oq7			7	5		oq		oʔ		oq7	oʔ5
屋	屋	uoʔ5	uoq7	~里。		7	5		uoq		uoʔ		uoq7	uoʔ5
冬	冬	toŋ53	ton1			1	53	t	on	t	oŋ		ton1	toŋ53
統	统	tʰoŋ44	thon3			3	44	th	on	tʰ	oŋ		thon3	tʰoŋ44
儂	侬	nᴇ̃213	nen6	第二人称单数。		6	213	n	en	n	ᴇ̃		nen6	nᴇ̃213
儂	侬	noŋ24	non2	吴~软语。		2	24	n	on	n	oŋ		non2	noŋ24
農	农	noŋ24	non2			2	24	n	on	n	oŋ		non2	noŋ24
膿	脓	noŋ24	non2			2	24	n	on	n	oŋ		non2	noŋ24
宗	宗	tsoŋ53	tson1			1	53	ts	on	ts	oŋ		tson1	tsoŋ53
綜	综	tsoŋ53	tson1			1	53	ts	on	ts	oŋ		tson1	tsoŋ53
鬆	松	soŋ53	son1	~紧；放~；肉~。		1	53	s	on	s	oŋ		son1	soŋ53
宋	宋	soŋ423	son5			5	423	s	on	s	oŋ		son5	soŋ423
沃	沃	uɔʔ5	uaoq7			7	5		uaoq		uɔʔ		uaoq7	uɔʔ5
督	督	toʔ5	toq7			7	5	t	oq	t	oʔ		toq7	toʔ5
篤	笃	toʔ5	toq7			7	5	t	oq	t	oʔ		toq7	toʔ5
毒	毒	doʔ23	doq8			8	23	d	oq	d	oʔ		doq8	doʔ23
酷	酷	kʰoʔ5	khoq7			7	5	kh	oq	kʰ	oʔ		khoq7	kʰoʔ5
風	风	foŋ53	fon1			1	53	f	on	f	oŋ		fon1	foŋ53
瘋	疯	foŋ53	fon1			1	53	f	on	f	oŋ		fon1	foŋ53
諷	讽	foŋ423	fon5			5	423	f	on	f	oŋ		fon5	foŋ423
豐	丰	foŋ53	fon1			1	53	f	on	f	oŋ		fon1	foŋ53
豐	丰	voŋ24	von2	兆~花园（上海市中山公园的口语说法）。		2	24	v	on	v	oŋ		von2	voŋ24
馮	冯	voŋ24	von2			2	24	v	on	v	oŋ		von2	voŋ24
鳳	凤	voŋ213	von6			6	213	v	on	v	oŋ		von6	voŋ213
鳳	凤	boŋ213	bon6	~仙花。		6	213	b	on	b	oŋ		bon6	boŋ213
夢	梦	mɒ̃213	maon6	【白读】		6	213	m	aon	m	ɒ̃		maon6	mɒ̃213
夢	梦	moŋ213	mon6	【文读】		6	213	m	on	m	oŋ		mon6	moŋ213
隆	隆	loŋ24	lon2			2	24	l	on	l	oŋ		lon2	loŋ24
中	中	tʂoŋ53	con1			1	53	c	on	tʂ	oŋ		con1	tʂoŋ53
中	中	tʂoŋ423	con5	射~。		5	423	c	on	tʂ	oŋ		con5	tʂoŋ423
忠	忠	tʂoŋ53	con1			1	53	c	on	tʂ	oŋ		con1	tʂoŋ53
蟲	虫	dʐoŋ24	jon2			2	24	j	on	dʐ	oŋ		jon2	dʐoŋ24
仲	仲	dʐoŋ213	jon6			6	213	j	on	dʐ	oŋ		jon6	dʐoŋ213
崇	崇	dʐoŋ24	jon2			2	24	j	on	dʐ	oŋ		jon2	dʐoŋ24
終	终	tʂoŋ53	con1			1	53	c	on	tʂ	oŋ		con1	tʂoŋ53
眾	众	tʂoŋ423	con5			5	423	c	on	tʂ	oŋ		con5	tʂoŋ423
充	充	tʂʰoŋ53	chon1			1	53	ch	on	tʂʰ	oŋ		chon1	tʂʰoŋ53
絨	绒	ȵioŋ24	gnion2			2	24	gn	ion	ȵ	ioŋ		gnion2	ȵioŋ24
弓	弓	tɕioŋ53	cion1			1	53	c	ion	tɕ	ioŋ		cion1	tɕioŋ53
躬	躬	koŋ53	kon1			1	53	k	on	k	oŋ		kon1	koŋ53
宮	宫	koŋ53	kon1			1	53	k	on	k	oŋ		kon1	koŋ53
窮	穷	dʑioŋ24	jion2			2	24	j	ion	dʑ	ioŋ		jion2	dʑioŋ24
熊	熊	ɦioŋ24	yon2			2	24	y	on	ɦ	ioŋ		yon2	ɦioŋ24
雄	雄	ɦioŋ24	yon2			2	24	y	on	ɦ	ioŋ		yon2	ɦioŋ24
福	福	foʔ5	foq7			7	5	f	oq	f	oʔ		foq7	foʔ5
復	复	voʔ23	voq8	~兴。		8	23	v	oq	v	oʔ		voq8	voʔ23
複	复	foʔ5	foq7	重~。		7	5	f	oq	f	oʔ		foq7	foʔ5
復	复	vᴇ213	vei6	【文读】唧唧~唧唧。		6	213	v	ei	v	ᴇ		vei6	vᴇ213
腹	腹	foʔ5	foq7			7	5	f	oq	f	oʔ		foq7	foʔ5
覆	覆	foʔ5	foq7			7	5	f	oq	f	oʔ		foq7	foʔ5
服	服	voʔ23	voq8			8	23	v	oq	v	oʔ		voq8	voʔ23
伏	伏	voʔ23	voq8			8	23	v	oq	v	oʔ		voq8	voʔ23
目	目	mɔʔ23	maoq8			8	23	m	aoq	m	ɔʔ		maoq8	mɔʔ23
牧	牧	mɔʔ23	maoq8			8	23	m	aoq	m	ɔʔ		maoq8	mɔʔ23
六	六	loʔ23	loq8			8	23	l	oq	l	oʔ		loq8	loʔ23
陸	陆	loʔ23	loq8			8	23	l	oq	l	oʔ		loq8	loʔ23
肅	肃	soʔ5	soq7			7	5	s	oq	s	oʔ		soq7	soʔ5
宿	宿	soʔ5	soq7			7	5	s	oq	s	oʔ		soq7	soʔ5
竹	竹	tʂoʔ5	coq7			7	5	c	oq	tʂ	oʔ		coq7	tʂoʔ5
築	筑	tʂoʔ5	coq7			7	5	c	oq	tʂ	oʔ		coq7	tʂoʔ5
畜	畜	tʂʰoʔ5	choq7	~牲。		7	5	ch	oq	tʂʰ	oʔ		choq7	tʂʰoʔ5
逐	逐	dʐoʔ23	joq8			8	23	j	oq	dʐ	oʔ		joq8	dʐoʔ23
軸	轴	dʑioʔ23	jioq8			8	23	j	ioq	dʑ	ioʔ		jioq8	dʑioʔ23
縮	缩	ʂɔʔ5	shaoq7			7	5	sh	aoq	ʂ	ɔʔ		shaoq7	ʂɔʔ5
矗	矗	tʂʰoʔ5	choq7			7	5	ch	oq	tʂʰ	oʔ		choq7	tʂʰoʔ5
祝	祝	tʂoʔ5	coq7			7	5	c	oq	tʂ	oʔ		coq7	tʂoʔ5
粥	粥	tʂoʔ5	coq7			7	5	c	oq	tʂ	oʔ		coq7	tʂoʔ5
叔	叔	ʂoʔ5	shoq7			7	5	sh	oq	ʂ	oʔ		shoq7	ʂoʔ5
熟	熟	ʐoʔ23	zhoq8			8	23	zh	oq	ʐ	oʔ		zhoq8	ʐoʔ23
肉	肉	ȵioʔ23	gnioq8			8	23	gn	ioq	ȵ	ioʔ		gnioq8	ȵioʔ23
菊	菊	tɕioʔ5	cioq7			7	5	c	ioq	tɕ	ioʔ		cioq7	tɕioʔ5
麴	麴	tɕʰioʔ5	chioq7			7	5	ch	ioq	tɕʰ	ioʔ		chioq7	tɕʰioʔ5
畜	畜	ɕioʔ5	shioq7	~牧业。		7	5	sh	ioq	ɕ	ioʔ		shioq7	ɕioʔ5
蓄	蓄	ɕioʔ5	shioq7			7	5	sh	ioq	ɕ	ioʔ		shioq7	ɕioʔ5
育	育	ɦioʔ23	yoq8			8	23	y	oq	ɦ	ioʔ		yoq8	ɦioʔ23
育	育	ȵioʔ23	gnioq8	养~巷（江苏苏州地名）。		8	23	gn	ioq	ȵ	ioʔ		gnioq8	ȵioʔ23
葑	葑	fu53	fu1	~门（苏州城门）。		1	53	f	u	f	u		fu1	fu53
葑	葑	foŋ53	fon1			1	53	f	on	f	oŋ		fon1	foŋ53
封	封	foŋ53	fon1			1	53	f	on	f	oŋ		fon1	foŋ53
峰	峰	foŋ53	fon1			1	53	f	on	f	oŋ		fon1	foŋ53
鋒	锋	foŋ53	fon1			1	53	f	on	f	oŋ		fon1	foŋ53
蜂	蜂	foŋ53	fon1			1	53	f	on	f	oŋ		fon1	foŋ53
捧	捧	pʰoŋ44	phon3			3	44	ph	on	pʰ	oŋ		phon3	pʰoŋ44
逢	逢	voŋ24	von2			2	24	v	on	v	oŋ		von2	voŋ24
縫	缝	voŋ24	von2	裁~。		2	24	v	on	v	oŋ		von2	voŋ24
縫	缝	voŋ213	von6	一条~。		6	213	v	on	v	oŋ		von6	voŋ213
奉	奉	voŋ31	von4			4	31	v	on	v	oŋ		von4	voŋ31
濃	浓	ȵioŋ24	gnion2			2	24	gn	ion	ȵ	ioŋ		gnion2	ȵioŋ24
龍	龙	loŋ24	lon2			2	24	l	on	l	oŋ		lon2	loŋ24
踪	踪	tsoŋ53	tson1			1	53	ts	on	ts	oŋ		tson1	tsoŋ53
縱	纵	tsoŋ423	tson5			5	423	ts	on	ts	oŋ		tson5	tsoŋ423
從	从	dzoŋ24	dzon2			2	24	dz	on	dz	oŋ		dzon2	dzoŋ24
從	从	tsʰoŋ53	tshon1	~容。		1	53	tsh	on	tsʰ	oŋ		tshon1	tsʰoŋ53
松	松	soŋ53	son1	~树。		1	53	s	on	s	oŋ		son1	soŋ53
松	松	soŋ53	son1	~江（上海地名）；~阳（浙江地名）；~陵（江苏吴江地名）。		1	53	s	on	s	oŋ		son1	soŋ53
誦	诵	zoŋ213	zon6			6	213	z	on	z	oŋ		zon6	zoŋ213
頌	颂	zoŋ213	zon6			6	213	z	on	z	oŋ		zon6	zoŋ213
訟	讼	zoŋ213	zon6			6	213	z	on	z	oŋ		zon6	zoŋ213
寵	宠	tʂʰoŋ44	chon3			3	44	ch	on	tʂʰ	oŋ		chon3	tʂʰoŋ44
重	重	dʐoŋ213	jon6	~量。		6	213	j	on	dʐ	oŋ		jon6	dʐoŋ213
重	重	dʐoŋ24	jon2	~复。		2	24	j	on	dʐ	oŋ		jon2	dʐoŋ24
鐘	钟	tʂoŋ53	con1			1	53	c	on	tʂ	oŋ		con1	tʂoŋ53
種	种	tʂoŋ44	con3	~子。		3	44	c	on	tʂ	oŋ		con3	tʂoŋ44
腫	肿	tʂoŋ44	con3			3	44	c	on	tʂ	oŋ		con3	tʂoŋ44
種	种	tʂoŋ423	con5	~田。		5	423	c	on	tʂ	oŋ		con5	tʂoŋ423
衝	冲	tʂʰoŋ53	chon1			1	53	ch	on	tʂʰ	oŋ		chon1	tʂʰoŋ53
舂	舂	tʂʰoŋ53	chon1			1	53	ch	on	tʂʰ	oŋ		chon1	tʂʰoŋ53
供	供	koŋ53	kon1	【文读】~给。		1	53	k	on	k	oŋ		kon1	koŋ53
供	供	koŋ423	kon5	【文读】~佛；上~。		5	423	k	on	k	oŋ		kon5	koŋ423
供	供	tɕioŋ423	cion5	【白读】坐，坐如被供奉状，赖着不走。带贬义，作詈语用。		5	423	c	ion	tɕ	ioŋ		cion5	tɕioŋ423
拱	拱	koŋ44	kon3			3	44	k	on	k	oŋ		kon3	koŋ44
鞏	巩	koŋ44	kon3			3	44	k	on	k	oŋ		kon3	koŋ44
恐	恐	kʰoŋ44	khon3			3	44	kh	on	kʰ	oŋ		khon3	kʰoŋ44
共	共	goŋ213	gon6			6	213	g	on	g	oŋ		gon6	goŋ213
兇	凶	ɕioŋ53	shion1			1	53	sh	ion	ɕ	ioŋ		shion1	ɕioŋ53
胸	胸	ɕioŋ53	shion1			1	53	sh	ion	ɕ	ioŋ		shion1	ɕioŋ53
擁	拥	ioŋ44	ion3			3	44		ion		ioŋ		ion3	ioŋ44
雍	雍	ioŋ44	ion3			3	44		ion		ioŋ		ion3	ioŋ44
邕	邕	ioŋ53	ion1			1	53		ion		ioŋ		ion1	ioŋ53
庸	庸	ɦioŋ24	yon2			2	24	y	on	ɦ	ioŋ		yon2	ɦioŋ24
溶	溶	ɦioŋ24	yon2			2	24	y	on	ɦ	ioŋ		yon2	ɦioŋ24
蓉	蓉	ɦioŋ24	yon2			2	24	y	on	ɦ	ioŋ		yon2	ɦioŋ24
榕	榕	ɦioŋ24	yon2			2	24	y	on	ɦ	ioŋ		yon2	ɦioŋ24
容	容	ɦioŋ24	yon2			2	24	y	on	ɦ	ioŋ		yon2	ɦioŋ24
勇	勇	ioŋ44	ion3			3	44		ion		ioŋ		ion3	ioŋ44
湧	涌	ioŋ44	ion3			3	44		ion		ioŋ		ion3	ioŋ44
用	用	ɦioŋ213	yon6			6	213	y	on	ɦ	ioŋ		yon6	ɦioŋ213
綠	绿	loʔ23	loq8			8	23	l	oq	l	oʔ		loq8	loʔ23
錄	录	loʔ23	loq8			8	23	l	oq	l	oʔ		loq8	loʔ23
足	足	tsoʔ5	tsoq7			7	5	ts	oq	ts	oʔ		tsoq7	tsoʔ5
促	促	tsʰoʔ5	tshoq7			7	5	tsh	oq	tsʰ	oʔ		tshoq7	tsʰoʔ5
粟	粟	soʔ5	soq7			7	5	s	oq	s	oʔ		soq7	soʔ5
俗	俗	zoʔ23	zoq8			8	23	z	oq	z	oʔ		zoq8	zoʔ23
續	续	zoʔ23	zoq8			8	23	z	oq	z	oʔ		zoq8	zoʔ23
燭	烛	tʂoʔ5	coq7			7	5	c	oq	tʂ	oʔ		coq7	tʂoʔ5
囑	嘱	tʂoʔ5	coq7			7	5	c	oq	tʂ	oʔ		coq7	tʂoʔ5
觸	触	tʂʰoʔ5	choq7			7	5	ch	oq	tʂʰ	oʔ		choq7	tʂʰoʔ5
贖	赎	ʐoʔ23	zhoq8			8	23	zh	oq	ʐ	oʔ		zhoq8	ʐoʔ23
束	束	ʂoʔ5	shoq7			7	5	sh	oq	ʂ	oʔ		shoq7	ʂoʔ5
屬	属	ʐoʔ23	zhoq8			8	23	zh	oq	ʐ	oʔ		zhoq8	ʐoʔ23
辱	辱	ʐoʔ23	zhoq8			8	23	zh	oq	ʐ	oʔ		zhoq8	ʐoʔ23
褥	褥	ȵioʔ23	gnioq8			8	23	gn	ioq	ȵ	ioʔ		gnioq8	ȵioʔ23
曲	曲	tɕʰioʔ5	chioq7			7	5	ch	ioq	tɕʰ	ioʔ		chioq7	tɕʰioʔ5
局	局	dʑioʔ23	jioq8			8	23	j	ioq	dʑ	ioʔ		jioq8	dʑioʔ23
玉	玉	ȵioʔ23	gnioq8			8	23	gn	ioq	ȵ	ioʔ		gnioq8	ȵioʔ23
獄	狱	ȵioʔ23	gnioq8			8	23	gn	ioq	ȵ	ioʔ		gnioq8	ȵioʔ23
欲	欲	ɦioʔ23	yoq8			8	23	y	oq	ɦ	ioʔ		yoq8	ɦioʔ23
浴	浴	ɦioʔ23	yoq8			8	23	y	oq	ɦ	ioʔ		yoq8	ɦioʔ23
翟	翟	dzɑʔ23	dzaq8			8	23	dz	aq	dz	ɑʔ		dzaq8	dzɑʔ23
翟	翟	diɪʔ23	diq8			8	23	d	iq	d	iɪʔ		diq8	diɪʔ23
翟	翟	di24	di2	诸~（本名“紫堤”，上海闵行地名）。		2	24	d	i	d	i		di2	di24
隄	隄	di24	di2			2	24	d	i	d	i		di2	di24
啥	啥	ʂɑ423	sha5	疑问词。		5	423	sh	a	ʂ	ɑ		sha5	ʂɑ423
泗	泗	sɿ423	sy5			5	423	s	y	s	ɿ		sy5	sɿ423
薇	薇	bi24	bi2	【白读】蔷~花。		2	24	b	i	b	i		bi2	bi24
薇	薇	vi24	vi2	【文读】紫~。		2	24	v	i	v	i		vi2	vi24
召	召	dʐɔ213	jau6			6	213	j	au	dʐ	ɔ		jau6	dʐɔ213
召	召	dɔ213	dau6	三~址（上海金山地名）。		6	213	d	au	d	ɔ		dau6	dɔ213
奢	奢	ɕiɑ53	shia1	~遮（聪明）。		1	53	sh	ia	ɕ	iɑ		shia1	ɕiɑ53
奢	奢	su53	su1	~侈。		1	53	s	u	s	u		su1	su53
穗	穗	ʐʯ213	zhyu6	【白读】稻~头。		6	213	zh	yu	ʐ	ʯ		zhyu6	ʐʯ213
穗	穗	dzᴇ213	dzei6	【文读】		6	213	dz	ei	dz	ᴇ		dzei6	dzᴇ213
宕	宕	dɒ̃213	daon6			6	213	d	aon	d	ɒ̃		daon6	dɒ̃213
罅	罅	hɑ423	ha5			5	423	h	a	h	ɑ		ha5	hɑ423
曰	曰	ɦiaʔ23	yaeq8			8	23	y	aeq	ɦ	iaʔ		yaeq8	ɦiaʔ23
揩	揩	kʰɑ53	kha1	擦。		1	53	kh	a	kʰ	ɑ		kha1	kʰɑ53
墅	墅	zɿ31	zy4	该字主要见于雅化地名，通“市”：金~，蠡~，浒~关（江苏苏州地名）；陈~（江苏无锡地名）；平~（江苏常熟地名）；萧~（江苏昆山地名）。		4	31	z	y	z	ɿ		zy4	zɿ31
野	野	zɿ31	zy4	别~。		4	31	z	y	z	ɿ		zy4	zɿ31
箸	箸	dʐʯ213	jyu6	筷~笼。		6	213	j	yu	dʐ	ʯ		jyu6	dʐʯ213
褚	褚	tʂʰʯ44	chyu3			3	44	ch	yu	tʂʰ	ʯ		chyu3	tʂʰʯ44
杵	杵	tʂʰʯ44	chyu3			3	44	ch	yu	tʂʰ	ʯ		chyu3	tʂʰʯ44
丸	丸	ɦuɤ24	woe2			2	24	w	oe	ɦ	uɤ		woe2	ɦuɤ24
苟	苟	kᴇ44	kei3			3	44	k	ei	k	ᴇ		kei3	kᴇ44
枸	枸	kᴇ44	kei3			3	44	k	ei	k	ᴇ		kei3	kᴇ44
杞	杞	tɕʰi44	chi3	枸～（植物名，中药名）。		3	44	ch	i	tɕʰ	i		chi3	tɕʰi44
杞	杞	dʑi31	ji4	枸～（浙江嵊泗地名）。		4	31	j	i	dʑ	i		ji4	dʑi31
奎	奎	kʰuᴇ53	khuei1			1	53	kh	uei	kʰ	uᴇ		khuei1	kʰuᴇ53
魁	魁	kʰuᴇ53	khuei1			1	53	kh	uei	kʰ	uᴇ		khuei1	kʰuᴇ53
戾	戾	li213	li6			6	213	l	i	l	i		li6	li213
唳	唳	li213	li6			6	213	l	i	l	i		li6	li213
捩	捩	liɪʔ23	liq8	绞~棒（麻花）。		8	23	l	iq	l	iɪʔ		liq8	liɪʔ23
蜻	蜻	siŋ53	sin1			1	53	s	in	s	iŋ		sin1	siŋ53
蜓	蜓	diŋ24	din2			2	24	d	in	d	iŋ		din2	diŋ24
葡	葡	bᴇʔ23	beq8			8	23	b	eq	b	ᴇʔ		beq8	bᴇʔ23
萄	萄	dɔ24	dau2			2	24	d	au	d	ɔ		dau2	dɔ24
枇	枇	biɪʔ23	biq8			8	23	b	iq	b	iɪʔ		biq8	biɪʔ23
杷	杷	bu24	bu2			2	24	b	u	b	u		bu2	bu24
荔	荔	li213	li6			6	213	l	i	l	i		li6	li213
什	什	ʐᴇʔ23	zheq8			8	23	zh	eq	ʐ	ᴇʔ		zheq8	ʐᴇʔ23
尕	尕	kɑ44	ka3			3	44	k	a	k	ɑ		ka3	kɑ44
蝦	虾	hu53	hu1			1	53	h	u	h	u		hu1	hu53
摜	掼	guæ213	guae6	摔，扔。		6	213	g	uae	g	uæ		guae6	guæ213
軋	轧	gaʔ23	gaeq8	压，挤（动词、形容词）：~闹猛。结交：~朋友，~姘头。		8	23	g	aeq	g	aʔ		gaeq8	gaʔ23
戆	戆	gɒ̃31	gaon4	傻：~大（傻屄）。		4	31	g	aon	g	ɒ̃		gaon4	gɒ̃31
欸	欸	ᴇ	ei	应答声。					ei		ᴇ		ei	ᴇ
扌肉	扌肉	ȵioʔ23	gnioq8	揉：~面。		8	23	gn	ioq	ȵ	ioʔ		gnioq8	ȵioʔ23
忄叜	忄叜	sɔ53	sau1	豪~（快点）。		1	53	s	au	s	ɔ		sau1	sɔ53
站	站	tsæ423	tsae5	~立。		5	423	ts	ae	ts	æ		tsae5	tsæ423
彈	弹	dæ24	dae2	~棉花；~被絮。		2	24	d	ae	d	æ		dae2	dæ24
榔	榔	lɒ̃24	laon2			2	24	l	aon	l	ɒ̃		laon2	lɒ̃24
臧	臧	tsɒ̃53	tsaon1			1	53	ts	aon	ts	ɒ̃		tsaon1	tsɒ̃53
麸	麸	fu53	fu1			1	53	f	u	f	u		fu1	fu53
鄜	鄜	fu53	fu1			1	53	f	u	f	u		fu1	fu53
偕	偕	tɕiɑ53	cia1			1	53	c	ia	tɕ	iɑ		cia1	tɕiɑ53
偕	偕	ɦie24	ye2	【文读】		2	24	y	e	ɦ	ie		ye2	ɦie24
渳	渳	mi53	mi1	小口喝。		1	53	m	i	m	i		mi1	mi53
壹	壹	iɪʔ5	iq7			7	5		iq		iɪʔ		iq7	iɪʔ5
鑿	凿	zɔʔ23	zaoq8			8	23	z	aoq	z	ɔʔ		zaoq8	zɔʔ23
臃	臃	ioŋ44	ion3			3	44		ion		ioŋ		ion3	ioŋ44
壅	壅	ioŋ53	ion1			1	53		ion		ioŋ		ion1	ioŋ53
癲	癫	tie53	tie1			1	53	t	ie	t	ie		tie1	tie53
癇	痫	ɦæ24	ghae2			2	24	gh	ae	ɦ	æ		ghae2	ɦæ24
瑇	瑇	dæ213	dae6			6	213	d	ae	d	æ		dae6	dæ213
玳	玳	dæ213	dae6			6	213	d	ae	d	æ		dae6	dæ213
瑁	瑁	mᴇ213	mei6	玳~。		6	213	m	ei	m	ᴇ		mei6	mᴇ213
瑁	瑁	mɔ213	mau6			6	213	m	au	m	ɔ		mau6	mɔ213
壚	垆	lɯ24	lou2			2	24	l	ou	l	ɯ		lou2	lɯ24
攎	攎	lɯ53	lou1	用手贴着平面移动收聚或出去东西。		1	53	l	ou	l	ɯ		lou1	lɯ53
鷺	鹭	lɯ213	lou6			6	213	l	ou	l	ɯ		lou6	lɯ213
氽	氽	tʰᴇ̃44	then3			3	44	th	en	tʰ	ᴇ̃		then3	tʰᴇ̃44
汆	汆	tsʰɤ53	tshoe1			1	53	tsh	oe	tsʰ	ɤ		tshoe1	tsʰɤ53
蹿	躥	tsʰɤ53	tshoe1			1	53	tsh	oe	tsʰ	ɤ		tshoe1	tsʰɤ53
窜	竄	tsʰɤ53	tshoe1			1	53	tsh	oe	tsʰ	ɤ		tshoe1	tsʰɤ53
扞	扞	ɦɤ213	ghoe6			6	213	gh	oe	ɦ	ɤ		ghoe6	ɦɤ213
捍	捍	ɦɤ213	ghoe6			6	213	gh	oe	ɦ	ɤ		ghoe6	ɦɤ213
焊	焊	ɦɤ31	ghoe4			4	31	gh	oe	ɦ	ɤ		ghoe4	ɦɤ31
悍	悍	ɦɤ213	ghoe6			6	213	gh	oe	ɦ	ɤ		ghoe6	ɦɤ213
熯	熯	hɤ423	hoe5			5	423	h	oe	h	ɤ		hoe5	hɤ423
擀	擀	kɤ44	koe3			3	44	k	oe	k	ɤ		koe3	kɤ44
摶	抟	dɤ24	doe2			2	24	d	oe	d	ɤ		doe2	dɤ24
笆	笆	pu53	pu1			1	53	p	u	p	u		pu1	pu53
鈀	钯	pu44	pu3	化学元素Pd。		3	44	p	u	p	u		pu3	pu44
鈀	钯	bu24	bu2			2	24	b	u	b	u		bu2	bu24
哪	哪	nɑ53	na1	【文读】		1	53	n	a	n	ɑ		na1	nɑ53
哪	哪	nɑ31	na4	~亨（怎么）。		4	31	n	a	n	ɑ		na4	nɑ31
哪	哪	nu24	nu2	~吒。		2	24	n	u	n	u		nu2	nu24
吒	吒	tsu423	tsu5			5	423	ts	u	ts	u		tsu5	tsu423
挜	挜	u53	u1	强予。		1	53		u		u		u1	u53
桠	桠	u53	u1			1	53		u		u		u1	u53
砂	砂	su53	su1			1	53	s	u	s	u		su1	su53
痧	痧	su53	su1			1	53	s	u	s	u		su1	su53
麝	麝	zu213	zu6			6	213	z	u	z	u		zu6	zu213
佘	佘	dzu24	dzu2			2	24	dz	u	dz	u		dzu2	dzu24
礬	矾	væ24	vae2			2	24	v	ae	v	æ		vae2	væ24
癞	癞	lɑ213	la6			6	213	l	a	l	ɑ		la6	lɑ213
劗	劗	tsæ53	tsae1	剁：~肉。		1	53	ts	ae	ts	æ		tsae1	tsæ53
叁	叁	sæ53	sae1			1	53	s	ae	s	æ		sae1	sæ53
疝	疝	sæ53	sae1			1	53	s	ae	s	æ		sae1	sæ53
珊	珊	sæ53	sae1			1	53	s	ae	s	æ		sae1	sæ53
釤	钐	sæ53	sae1			1	53	s	ae	s	æ		sae1	sæ53
湛	湛	dzæ31	dzae4			4	31	dz	ae	dz	æ		dzae4	dzæ31
燦	灿	tsʰæ53	tshae1			1	53	tsh	ae	tsʰ	æ		tshae1	tsʰæ53
