字目	读音	注释	声母	韵母	声调	(声母)	(声母序)	(韵母序)	(调序)	最后一个同音字?1为是	同音字汇(连字音beta!)	声韵组合	最后一个同音异调?1为是	同音字汇(同音异调!)	同音字汇连声韵
妖	iau22			iau	22	〇	22	17	1	0	妖	iau	0	[1]枵{肚子饿}妖	iau[1]枵{肚子饿}妖
夭	iau22			iau	22	〇	22	17	1	0	夭	iau	0	[1]枵{肚子饿}妖夭	iau[1]枵{肚子饿}妖夭
要	iau22			iau	22	〇	22	17	1	0	要	iau	0	[1]枵{肚子饿}妖夭要	iau[1]枵{肚子饿}妖夭要
吆	iau22			iau	22	〇	22	17	1	0	吆	iau	0	[1]枵{肚子饿}妖夭要吆	iau[1]枵{肚子饿}妖夭要吆
幺	iau22			iau	22	〇	22	17	1	0	幺	iau	0	[1]枵{肚子饿}妖夭要吆幺	iau[1]枵{肚子饿}妖夭要吆幺
仸	iau22			iau	22	〇	22	17	1	1	仸	iau	0	[1]枵{肚子饿}妖夭要吆幺仸	iau[1]枵{肚子饿}妖夭要吆幺仸
姚	iau44	又		iau	44	〇	22	17	2	0	姚{又}	iau	0	[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}	iau[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}
搖	iau44			iau	44	〇	22	17	2	0	搖	iau	0	[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖	iau[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖
遙	iau44			iau	44	〇	22	17	2	0	遙	iau	0	[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙	iau[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙
瑤	iau44			iau	44	〇	22	17	2	0	瑤	iau	0	[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤	iau[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤
媱	iau44			iau	44	〇	22	17	2	0	媱	iau	0	[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤媱	iau[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤媱
謠	iau44			iau	44	〇	22	17	2	1	謠	iau	0	[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤媱謠	iau[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤媱謠
杳	iau53			iau	53	〇	22	17	3	1	杳	iau	0	[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤媱謠[3]杳	iau[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤媱謠[3]杳
曜	iau13			iau	13	〇	22	17	4	0	曜	iau	0	[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤媱謠[3]杳[4]曜	iau[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤媱謠[3]杳[4]曜
燿	iau13			iau	13	〇	22	17	4	1	燿	iau	0	[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤媱謠[3]杳[4]曜燿	iau[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤媱謠[3]杳[4]曜燿
要	iau21			iau	21	〇	22	17	5	1	要	iau	1	[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤媱謠[3]杳[4]曜燿[5]要	iau[1]枵{肚子饿}妖夭要吆幺仸[2]姚{又}搖遙瑤媱謠[3]杳[4]曜燿[5]要
調	tiau21	～头	t	iau	21	t	9	17	5	1	調{～头}	tiau	1	[5]調{～头}	tiau[5]調{～头}
夫	pou22		p	ou	22	p	1	18	1	0	夫	pou	0	[1]夫	pou[1]夫
逋	pou22		p	ou	22	p	1	18	1	0	逋	pou	0	[1]夫逋	pou[1]夫逋
埠	pou22		p	ou	22	p	1	18	1	1	埠	pou	0	[1]夫逋埠	pou[1]夫逋埠
谱	pou53	又	p	ou	53	p	1	18	3	0	谱{又}	pou	0	[1]夫逋埠[3]谱{又}	pou[1]夫逋埠[3]谱{又}
脯	pou53		p	ou	53	p	1	18	3	0	脯	pou	0	[1]夫逋埠[3]谱{又}脯	pou[1]夫逋埠[3]谱{又}脯
斧	pou53		p	ou	53	p	1	18	3	0	斧	pou	0	[1]夫逋埠[3]谱{又}脯斧	pou[1]夫逋埠[3]谱{又}脯斧
補	pou53		p	ou	53	p	1	18	3	1	補	pou	0	[1]夫逋埠[3]谱{又}脯斧補	pou[1]夫逋埠[3]谱{又}脯斧補
部	pou13		p	ou	13	p	1	18	4	0	部	pou	0	[1]夫逋埠[3]谱{又}脯斧補[4]部	pou[1]夫逋埠[3]谱{又}脯斧補[4]部
郶	pou13		p	ou	13	p	1	18	4	1	郶	pou	0	[1]夫逋埠[3]谱{又}脯斧補[4]部郶	pou[1]夫逋埠[3]谱{又}脯斧補[4]部郶
傅	pou21	姓	p	ou	21	p	1	18	5	0	傅{姓}	pou	0	[1]夫逋埠[3]谱{又}脯斧補[4]部郶[5]傅{姓}	pou[1]夫逋埠[3]谱{又}脯斧補[4]部郶[5]傅{姓}
佈	pou21	～田（插秧）	p	ou	21	p	1	18	5	0	佈{～田（插秧）}	pou	0	[1]夫逋埠[3]谱{又}脯斧補[4]部郶[5]傅{姓}佈{～田（插秧）}	pou[1]夫逋埠[3]谱{又}脯斧補[4]部郶[5]傅{姓}佈{～田（插秧）}
布	pou21		p	ou	21	p	1	18	5	0	布	pou	0	[1]夫逋埠[3]谱{又}脯斧補[4]部郶[5]傅{姓}佈{～田（插秧）}布	pou[1]夫逋埠[3]谱{又}脯斧補[4]部郶[5]傅{姓}佈{～田（插秧）}布
怖	pou21		p	ou	21	p	1	18	5	1	怖	pou	0	[1]夫逋埠[3]谱{又}脯斧補[4]部郶[5]傅{姓}佈{～田（插秧）}布怖	pou[1]夫逋埠[3]谱{又}脯斧補[4]部郶[5]傅{姓}佈{～田（插秧）}布怖
哺	pou311	白	p	ou	311	p	1	18	6	0	哺{白}	pou	0	[1]夫逋埠[3]谱{又}脯斧補[4]部郶[5]傅{姓}佈{～田（插秧）}布怖[6]哺{白}	pou[1]夫逋埠[3]谱{又}脯斧補[4]部郶[5]傅{姓}佈{～田（插秧）}布怖[6]哺{白}
步	pou311		p	ou	311	p	1	18	6	1	步	pou	1	[1]夫逋埠[3]谱{又}脯斧補[4]部郶[5]傅{姓}佈{～田（插秧）}布怖[6]哺{白}步	pou[1]夫逋埠[3]谱{又}脯斧補[4]部郶[5]傅{姓}佈{～田（插秧）}布怖[6]哺{白}步
鋪	pʰou22		pʰ	ou	22	pʰ	2	18	1	0	鋪	pʰou	0	[1]鋪	pʰou[1]鋪
剖	pʰou22		pʰ	ou	22	pʰ	2	18	1	1	剖	pʰou	0	[1]鋪剖	pʰou[1]鋪剖
普	pʰou53		pʰ	ou	53	pʰ	2	18	3	0	普	pʰou	0	[1]鋪剖[3]普	pʰou[1]鋪剖[3]普
浦	pʰou53		pʰ	ou	53	pʰ	2	18	3	0	浦	pʰou	0	[1]鋪剖[3]普浦	pʰou[1]鋪剖[3]普浦
甫	pʰou53		pʰ	ou	53	pʰ	2	18	3	0	甫	pʰou	0	[1]鋪剖[3]普浦甫	pʰou[1]鋪剖[3]普浦甫
譜	pʰou53		pʰ	ou	53	pʰ	2	18	3	1	譜	pʰou	0	[1]鋪剖[3]普浦甫譜	pʰou[1]鋪剖[3]普浦甫譜
簿	pʰou13		pʰ	ou	13	pʰ	2	18	4	1	簿	pʰou	0	[1]鋪剖[3]普浦甫譜[4]簿	pʰou[1]鋪剖[3]普浦甫譜[4]簿
鋪	pʰou21		pʰ	ou	21	pʰ	2	18	5	1	鋪	pʰou	1	[1]鋪剖[3]普浦甫譜[4]簿[5]鋪	pʰou[1]鋪剖[3]普浦甫譜[4]簿[5]鋪
模	bou44		b	ou	44	b	3	18	2	1	模	bou	0	[2]模	bou[2]模
牡	bou53		b	ou	53	b	3	18	3	0	牡	bou	0	[2]模[3]牡	bou[2]模[3]牡
母	bou53	妻子	b	ou	53	b	3	18	3	0	母{妻子}	bou	0	[2]模[3]牡母{妻子}	bou[2]模[3]牡母{妻子}
亩	bou53		b	ou	53	b	3	18	3	1	亩	bou	0	[2]模[3]牡母{妻子}亩	bou[2]模[3]牡母{妻子}亩
戊	bou311		b	ou	311	b	3	18	6	1	戊	bou	1	[2]模[3]牡母{妻子}亩[6]戊	bou[2]模[3]牡母{妻子}亩[6]戊
謀	mou44		m	ou	44	m	4	18	2	1	謀	mou	0	[2]謀	mou[2]謀
某	mou53		m	ou	53	m	4	18	3	1	某	mou	0	[2]謀[3]某	mou[2]謀[3]某
茂	mou13	又	m	ou	13	m	4	18	4	1	茂{又}	mou	0	[2]謀[3]某[4]茂{又}	mou[2]謀[3]某[4]茂{又}
貿	mou21	又	m	ou	21	m	4	18	5	1	貿{又}	mou	1	[2]謀[3]某[4]茂{又}[5]貿{又}	mou[2]謀[3]某[4]茂{又}[5]貿{又}
都	tou22		t	ou	22	t	9	18	1	1	都	tou	0	[1]都	tou[1]都
塗	tou44		t	ou	44	t	9	18	2	0	塗	tou	0	[1]都[2]塗	tou[1]都[2]塗
圖	tou44		t	ou	44	t	9	18	2	0	圖	tou	0	[1]都[2]塗圖	tou[1]都[2]塗圖
廚	tou44		t	ou	44	t	9	18	2	0	廚	tou	0	[1]都[2]塗圖廚	tou[1]都[2]塗圖廚
櫥	tou44		t	ou	44	t	9	18	2	1	櫥	tou	0	[1]都[2]塗圖廚櫥	tou[1]都[2]塗圖廚櫥
肚	tou53	肚子。～thiã0:肚子痛	t	ou	53	t	9	18	3	0	肚{肚子。～thiã0:肚子痛}	tou	0	[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}	tou[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}
抖	tou53		t	ou	53	t	9	18	3	1	抖	tou	0	[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖	tou[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖
肚	tou13	猪～，用于食物	t	ou	13	t	9	18	4	0	肚{猪～，用于食物}	tou	0	[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}	tou[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}
妒	tou13		t	ou	13	t	9	18	4	0	妒	tou	0	[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒	tou[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒
杜	tou13		t	ou	13	t	9	18	4	1	杜	tou	0	[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜	tou[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜
□	tou21	～phe6：口袋	t	ou	21	t	9	18	5	0	□{～phe6：口袋}	tou	0	[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}	tou[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}
鬥	tou21	文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗	t	ou	21	t	9	18	5	0	鬥{文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗}	tou	0	[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}鬥{文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗}	tou[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}鬥{文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗}
□	tou21	黑；味道浓	t	ou	21	t	9	18	5	0	□{黑；味道浓}	tou	0	[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}鬥{文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗}□{黑；味道浓}	tou[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}鬥{文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗}□{黑；味道浓}
鬪	tou21		t	ou	21	t	9	18	5	1	鬪	tou	0	[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}鬥{文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗}□{黑；味道浓}鬪	tou[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}鬥{文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗}□{黑；味道浓}鬪
度	tou311		t	ou	311	t	9	18	6	0	度	tou	0	[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}鬥{文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗}□{黑；味道浓}鬪[6]度	tou[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}鬥{文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗}□{黑；味道浓}鬪[6]度
渡	tou311		t	ou	311	t	9	18	6	0	渡	tou	0	[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}鬥{文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗}□{黑；味道浓}鬪[6]度渡	tou[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}鬥{文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗}□{黑；味道浓}鬪[6]度渡
鍍	tou311		t	ou	311	t	9	18	6	1	鍍	tou	1	[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}鬥{文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗}□{黑；味道浓}鬪[6]度渡鍍	tou[1]都[2]塗圖廚櫥[3]肚{肚子。～thiã0:肚子痛}抖[4]肚{猪～，用于食物}妒杜[5]□{～phe6：口袋}鬥{文。与“斗”tau3为两字，sio1 lou3 tou5：内斗，窝里斗}□{黑；味道浓}鬪[6]度渡鍍
土	tʰou44	训	tʰ	ou	44	tʰ	10	18	2	0	土{训}	tʰou	0	[2]土{训}	tʰou[2]土{训}
塗	tʰou44		tʰ	ou	44	tʰ	10	18	2	1	塗	tʰou	0	[2]土{训}塗	tʰou[2]土{训}塗
土	tʰou53		tʰ	ou	53	tʰ	10	18	3	0	土	tʰou	0	[2]土{训}塗[3]土	tʰou[2]土{训}塗[3]土
吐	tʰou53	外露。如：目～～	tʰ	ou	53	tʰ	10	18	3	1	吐{外露。如：目～～}	tʰou	0	[2]土{训}塗[3]土吐{外露。如：目～～}	tʰou[2]土{训}塗[3]土吐{外露。如：目～～}
吐	tʰou21		tʰ	ou	21	tʰ	10	18	5	0	吐	tʰou	0	[2]土{训}塗[3]土吐{外露。如：目～～}[5]吐	tʰou[2]土{训}塗[3]土吐{外露。如：目～～}[5]吐
兔	tʰou21		tʰ	ou	21	tʰ	10	18	5	1	兔	tʰou	1	[2]土{训}塗[3]土吐{外露。如：目～～}[5]吐兔	tʰou[2]土{训}塗[3]土吐{外露。如：目～～}[5]吐兔
盧	lou44		l	ou	44	l	11	18	2	0	盧	lou	0	[2]盧	lou[2]盧
爐	lou44		l	ou	44	l	11	18	2	0	爐	lou	0	[2]盧爐	lou[2]盧爐
蘆	lou44		l	ou	44	l	11	18	2	0	蘆	lou	0	[2]盧爐蘆	lou[2]盧爐蘆
婁	lou44		l	ou	44	l	11	18	2	0	婁	lou	0	[2]盧爐蘆婁	lou[2]盧爐蘆婁
泸	lou44		l	ou	44	l	11	18	2	1	泸	lou	0	[2]盧爐蘆婁泸	lou[2]盧爐蘆婁泸
滷	lou53	～水	l	ou	53	l	11	18	3	1	滷{～水}	lou	0	[2]盧爐蘆婁泸[3]滷{～水}	lou[2]盧爐蘆婁泸[3]滷{～水}
鹵	lou13	腌制	l	ou	13	l	11	18	4	1	鹵{腌制}	lou	0	[2]盧爐蘆婁泸[3]滷{～水}[4]鹵{腌制}	lou[2]盧爐蘆婁泸[3]滷{～水}[4]鹵{腌制}
露	lou21	文，暴～	l	ou	21	l	11	18	5	0	露{文，暴～}	lou	0	[2]盧爐蘆婁泸[3]滷{～水}[4]鹵{腌制}[5]露{文，暴～}	lou[2]盧爐蘆婁泸[3]滷{～水}[4]鹵{腌制}[5]露{文，暴～}
陋	lou21		l	ou	21	l	11	18	5	1	陋	lou	0	[2]盧爐蘆婁泸[3]滷{～水}[4]鹵{腌制}[5]露{文，暴～}陋	lou[2]盧爐蘆婁泸[3]滷{～水}[4]鹵{腌制}[5]露{文，暴～}陋
路	lou311		l	ou	311	l	11	18	6	0	路	lou	0	[2]盧爐蘆婁泸[3]滷{～水}[4]鹵{腌制}[5]露{文，暴～}陋[6]路	lou[2]盧爐蘆婁泸[3]滷{～水}[4]鹵{腌制}[5]露{文，暴～}陋[6]路
露	lou311	白，～水	l	ou	311	l	11	18	6	0	露{白，～水}	lou	0	[2]盧爐蘆婁泸[3]滷{～水}[4]鹵{腌制}[5]露{文，暴～}陋[6]路露{白，～水}	lou[2]盧爐蘆婁泸[3]滷{～水}[4]鹵{腌制}[5]露{文，暴～}陋[6]路露{白，～水}
鷺	lou311		l	ou	311	l	11	18	6	1	鷺	lou	1	[2]盧爐蘆婁泸[3]滷{～水}[4]鹵{腌制}[5]露{文，暴～}陋[6]路露{白，～水}鷺	lou[2]盧爐蘆婁泸[3]滷{～水}[4]鹵{腌制}[5]露{文，暴～}陋[6]路露{白，～水}鷺
孥	nou22	孥囝	n	ou	22	n	12	18	1	1	孥{孥囝}	nou	0	[1]孥{孥囝}	nou[1]孥{孥囝}
奴	nou44		n	ou	44	n	12	18	2	0	奴	nou	0	[1]孥{孥囝}[2]奴	nou[1]孥{孥囝}[2]奴
孥	nou44		n	ou	44	n	12	18	2	1	孥	nou	1	[1]孥{孥囝}[2]奴孥	nou[1]孥{孥囝}[2]奴孥
租	tsou22		ts	ou	22	ts	13	18	1	0	租	tsou	0	[1]租	tsou[1]租
鄒	tsou22		ts	ou	22	ts	13	18	1	1	鄒	tsou	0	[1]租鄒	tsou[1]租鄒
祖	tsou53		ts	ou	53	ts	13	18	3	1	祖	tsou	0	[1]租鄒[3]祖	tsou[1]租鄒[3]祖
驟	tsou13		ts	ou	13	ts	13	18	4	1	驟	tsou	1	[1]租鄒[3]祖[4]驟	tsou[1]租鄒[3]祖[4]驟
麤	tsʰou22		tsʰ	ou	22	tsʰ	14	18	1	0	麤	tsʰou	0	[1]麤	tsʰou[1]麤
粗	tsʰou22		tsʰ	ou	22	tsʰ	14	18	1	1	粗	tsʰou	0	[1]麤粗	tsʰou[1]麤粗
愁	tsʰou44		tsʰ	ou	44	tsʰ	14	18	2	1	愁	tsʰou	0	[1]麤粗[2]愁	tsʰou[1]麤粗[2]愁
醋	tsʰou21		tsʰ	ou	21	tsʰ	14	18	5	0	醋	tsʰou	0	[1]麤粗[2]愁[5]醋	tsʰou[1]麤粗[2]愁[5]醋
湊	tsʰou21		tsʰ	ou	21	tsʰ	14	18	5	1	湊	tsʰou	1	[1]麤粗[2]愁[5]醋湊	tsʰou[1]麤粗[2]愁[5]醋湊
酥	sou22		s	ou	22	s	16	18	1	0	酥	sou	0	[1]酥	sou[1]酥
蘇	sou22		s	ou	22	s	16	18	1	1	蘇	sou	0	[1]酥蘇	sou[1]酥蘇
叟	sou53		s	ou	53	s	16	18	3	0	叟	sou	0	[1]酥蘇[3]叟	sou[1]酥蘇[3]叟
瘦	sou53		s	ou	53	s	16	18	3	1	瘦	sou	0	[1]酥蘇[3]叟瘦	sou[1]酥蘇[3]叟瘦
事	sou311	白，教～（教训）	s	ou	311	s	16	18	6	1	事{白，教～（教训）}	sou	1	[1]酥蘇[3]叟瘦[6]事{白，教～（教训）}	sou[1]酥蘇[3]叟瘦[6]事{白，教～（教训）}
姑	kou22		k	ou	22	k	17	18	1	0	姑	kou	0	[1]姑	kou[1]姑
孤	kou22		k	ou	22	k	17	18	1	0	孤	kou	0	[1]姑孤	kou[1]姑孤
菇	kou22		k	ou	22	k	17	18	1	0	菇	kou	0	[1]姑孤菇	kou[1]姑孤菇
辜	kou22		k	ou	22	k	17	18	1	0	辜	kou	0	[1]姑孤菇辜	kou[1]姑孤菇辜
枯	kou22		k	ou	22	k	17	18	1	1	枯	kou	0	[1]姑孤菇辜枯	kou[1]姑孤菇辜枯
糊	kou44		k	ou	44	k	17	18	2	1	糊	kou	0	[1]姑孤菇辜枯[2]糊	kou[1]姑孤菇辜枯[2]糊
古	kou53		k	ou	53	k	17	18	3	0	古	kou	0	[1]姑孤菇辜枯[2]糊[3]古	kou[1]姑孤菇辜枯[2]糊[3]古
估	kou53		k	ou	53	k	17	18	3	0	估	kou	0	[1]姑孤菇辜枯[2]糊[3]古估	kou[1]姑孤菇辜枯[2]糊[3]古估
牯	kou53		k	ou	53	k	17	18	3	0	牯	kou	0	[1]姑孤菇辜枯[2]糊[3]古估牯	kou[1]姑孤菇辜枯[2]糊[3]古估牯
鼓	kou53		k	ou	53	k	17	18	3	0	鼓	kou	0	[1]姑孤菇辜枯[2]糊[3]古估牯鼓	kou[1]姑孤菇辜枯[2]糊[3]古估牯鼓
股	kou53		k	ou	53	k	17	18	3	0	股	kou	0	[1]姑孤菇辜枯[2]糊[3]古估牯鼓股	kou[1]姑孤菇辜枯[2]糊[3]古估牯鼓股
苟	kou53		k	ou	53	k	17	18	3	0	苟	kou	0	[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟	kou[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟
芶	kou53	姓	k	ou	53	k	17	18	3	0	芶{姓}	kou	0	[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}	kou[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}
彀	kou53		k	ou	53	k	17	18	3	1	彀	kou	0	[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀	kou[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀
雇	kou21		k	ou	21	k	17	18	5	0	雇	kou	0	[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇	kou[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇
顧	kou21	姓	k	ou	21	k	17	18	5	0	顧{姓}	kou	0	[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇顧{姓}	kou[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇顧{姓}
購	kou21		k	ou	21	k	17	18	5	0	購	kou	0	[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇顧{姓}購	kou[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇顧{姓}購
構	kou21		k	ou	21	k	17	18	5	0	構	kou	0	[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇顧{姓}購構	kou[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇顧{姓}購構
夠	kou21		k	ou	21	k	17	18	5	0	夠	kou	0	[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇顧{姓}購構夠	kou[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇顧{姓}購構夠
媾	kou21		k	ou	21	k	17	18	5	1	媾	kou	0	[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇顧{姓}購構夠媾	kou[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇顧{姓}購構夠媾
顧	kou311	觉～（留意到）	k	ou	311	k	17	18	6	1	顧{觉～（留意到）}	kou	1	[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇顧{姓}購構夠媾[6]顧{觉～（留意到）}	kou[1]姑孤菇辜枯[2]糊[3]古估牯鼓股苟芶{姓}彀[5]雇顧{姓}購構夠媾[6]顧{觉～（留意到）}
箍	kʰou22		kʰ	ou	22	kʰ	18	18	1	0	箍	kʰou	0	[1]箍	kʰou[1]箍
枯	kʰou22		kʰ	ou	22	kʰ	18	18	1	0	枯	kʰou	0	[1]箍枯	kʰou[1]箍枯
摳	kʰou22		kʰ	ou	22	kʰ	18	18	1	1	摳	kʰou	0	[1]箍枯摳	kʰou[1]箍枯摳
苦	kʰou53		kʰ	ou	53	kʰ	18	18	3	0	苦	kʰou	0	[1]箍枯摳[3]苦	kʰou[1]箍枯摳[3]苦
许	kʰou53		kʰ	ou	53	kʰ	18	18	3	1	许	kʰou	0	[1]箍枯摳[3]苦许	kʰou[1]箍枯摳[3]苦许
寇	kʰou21		kʰ	ou	21	kʰ	18	18	5	0	寇	kʰou	0	[1]箍枯摳[3]苦许[5]寇	kʰou[1]箍枯摳[3]苦许[5]寇
蔻	kʰou21		kʰ	ou	21	kʰ	18	18	5	0	蔻	kʰou	0	[1]箍枯摳[3]苦许[5]寇蔻	kʰou[1]箍枯摳[3]苦许[5]寇蔻
庫	kʰou21		kʰ	ou	21	kʰ	18	18	5	0	庫	kʰou	0	[1]箍枯摳[3]苦许[5]寇蔻庫	kʰou[1]箍枯摳[3]苦许[5]寇蔻庫
褲	kʰou21		kʰ	ou	21	kʰ	18	18	5	1	褲	kʰou	1	[1]箍枯摳[3]苦许[5]寇蔻庫褲	kʰou[1]箍枯摳[3]苦许[5]寇蔻庫褲
吳	gou44		g	ou	44	g	19	18	2	0	吳	gou	0	[2]吳	gou[2]吳
呉	gou44		g	ou	44	g	19	18	2	1	呉	gou	0	[2]吳呉	gou[2]吳呉
誤	gou311		g	ou	311	g	19	18	6	1	誤	gou	1	[2]吳呉[6]誤	gou[2]吳呉[6]誤
五	ŋou53		ŋ	ou	53	ŋ	20	18	3	0	五	ŋou	0	[3]五	ŋou[3]五
伍	ŋou53		ŋ	ou	53	ŋ	20	18	3	0	伍	ŋou	0	[3]五伍	ŋou[3]五伍
午	ŋou53		ŋ	ou	53	ŋ	20	18	3	0	午	ŋou	0	[3]五伍午	ŋou[3]五伍午
偶	ŋou53		ŋ	ou	53	ŋ	20	18	3	0	偶	ŋou	0	[3]五伍午偶	ŋou[3]五伍午偶
藕	ŋou53		ŋ	ou	53	ŋ	20	18	3	0	藕	ŋou	0	[3]五伍午偶藕	ŋou[3]五伍午偶藕
語	ŋou53	白，～文	ŋ	ou	53	ŋ	20	18	3	0	語{白，～文}	ŋou	0	[3]五伍午偶藕語{白，～文}	ŋou[3]五伍午偶藕語{白，～文}
仵	ŋou53		ŋ	ou	53	ŋ	20	18	3	1	仵	ŋou	0	[3]五伍午偶藕語{白，～文}仵	ŋou[3]五伍午偶藕語{白，～文}仵
