正體	简体	国际音标（丰利）	声调符号	国际音标带调（丰利）	调值	调类	泰如拼音（丰利）	泰如拼音带调（丰利）	备注
顏	颜	ŋʲɛ̃	˨˦	ŋʲɛ̃˨˦	24	2	ngaen	ngaen2	
癌	癌	ŋʲɛ̃	˨˦	ŋʲɛ̃˨˦	24	2	ngaen	ngaen2	
嵒	嵒	ŋʲɛ̃	˨˦	ŋʲɛ̃˨˦	24	2	ngaen	ngaen2	
䶠	䶠	ŋʲɛ̃	˨˦	ŋʲɛ̃˨˦	24	2	ngaen	ngaen2	夾；虾蟹的螯
眼	眼	ŋʲɛ̃	˧˨˨	ŋʲɛ̃˧˨˨	322	3	ngaen	ngaen3	
晏	晏	ŋʲɛ̃	˦˥	ŋʲɛ̃˦˥	45	5	ngaen	ngaen5	晚，遲
雁	雁	ŋʲɛ̃	˧	ŋʲɛ̃˧	33	6	ngaen	ngaen6	
贗	赝	ŋʲɛ̃	˧	ŋʲɛ̃˧	33	6	ngaen	ngaen6	
惡	恶	ŋaʔ	˦˥	ŋaʔ˦˥	45	7	ngah	ngah7	
噁	恶	ŋaʔ	˦˥	ŋaʔ˦˥	45	7	ngah	ngah7	
鄂	鄂	ŋaʔ	˧	ŋaʔ˧	33	8	ngah	ngah8	
鱷	鳄	ŋaʔ	˧	ŋaʔ˧	33	8	ngah	ngah8	
肮	肮	ŋã	˨˩	ŋã˨˩	21	1	ngan	ngan1	
昂	昂	ŋã	˨˦	ŋã˨˦	24	2	ngan	ngan2	
炴	炴	ŋã	˧˨˨	ŋã˧˨˨	332	3	ngan	ngan3	
盎	盎	ŋã	˦˥	ŋã˦˥	45	5	ngan	ngan5	
扼	扼	ŋəʔ	˦˥	ŋəʔ˦˥	45	7	ngeh	ngeh7	
厄	厄	ŋəʔ	˦˥	ŋəʔ˦˥	45	7	ngeh	ngeh7	
額	额	ŋəʔ	˧	ŋəʔ˧	33	8	ngeh	ngeh8	
杌	杌	ŋəʔ	˧	ŋəʔ˧	33	8	ngeh	ngeh8	
歐	欧	ŋəɪ	˨˩	ŋəɪ˨˩	21	1	ngei	ngei1	
毆	殴	ŋəɪ	˨˩	ŋəɪ˨˩	21	1	ngei	ngei1	
鷗	鸥	ŋəɪ	˨˩	ŋəɪ˨˩	21	1	ngei	ngei1	
牛	牛	ŋəɪ	˨˦	ŋəɪ˨˦	24	2	ngei	ngei2	白讀
偶	偶	ŋəɪ	˧˨˨	ŋəɪ˧˨˨	322	3	ngei	ngei3	
嘔	呕	ŋəɪ	˧˨˨	ŋəɪ˧˨˨	322	3	ngei	ngei3	
藕	藕	ŋəɪ	˧˨˨	ŋəɪ˧˨˨	322	3	ngei	ngei3	
漚	沤	ŋəɪ	˦˥	ŋəɪ˦˥	45	5	ngei	ngei5	水中浸泡
慪	怄	ŋəɪ	˦˥	ŋəɪ˦˥	45	5	ngei	ngei5	
恩	恩	ŋəŋ	˨˩	ŋəŋ˨˩	21	1	ngen	ngen1	
摁	摁	ŋəŋ	˨˦	ŋəŋ˨˦	24	2	ngen	ngen2	推
摁	摁	ŋəŋ	˦˥	ŋəŋ˦˥	45	5	ngen	ngen5	
硬	硬	ŋəŋ	˧	ŋəŋ˧	33	6	ngen	ngen6	
凹	凹	ŋɔ	˨˩	ŋɔ˨˩	21	1	ngo	ngo1	
鏖	鏖	ŋɔ	˨˩	ŋɔ˨˩	21	1	ngo	ngo1	～糟
爊	爊	ŋɔ	˨˩	ŋɔ˨˩	21	1	ngo	ngo1	小火熬煮，～豝肉
熬	熬	ŋɔ	˨˦	ŋɔ˨˦	24	2	ngo	ngo2	
鰲	鳌	ŋɔ	˨˦	ŋɔ˨˦	24	2	ngo	ngo2	
嗷	嗷	ŋɔ	˨˦	ŋɔ˨˦	24	2	ngo	ngo2	
敖	敖	ŋɔ	˨˦	ŋɔ˨˦	24	2	ngo	ngo2	
咬	咬	ŋɔ	˧˨˨	ŋɔ˧˨˨	322	3	ngo	ngo3	
襖	袄	ŋɔ	˧˨˨	ŋɔ˧˨˨	322	3	ngo	ngo3	
夭	夭	ŋɔ	˧˨˨	ŋɔ˧˨˨	322	3	ngo	ngo3	幼嫩的動植物
拗	拗	ŋɔ	˧˨˨	ŋɔ˧˨˨	322	3	ngo	ngo3	
齩	咬	ŋɔ	˧˨˨	ŋɔ˧˨˨	322	3	ngo	ngo3	
奧	奥	ŋɔ	˦˥	ŋɔ˦˥	45	5	ngo	ngo5	
澳	澳	ŋɔ	˦˥	ŋɔ˦˥	45	5	ngo	ngo5	
懊	懊	ŋɔ	˦˥	ŋɔ˦˥	45	5	ngo	ngo5	
拗	拗	ŋɔ	˦˥	ŋɔ˦˥	45	5	ngo	ngo5	
坳	坳	ŋɔ	˧	ŋɔ˧	33	6	ngo	ngo6	地名，古～
傲	傲	ŋɔ	˧	ŋɔ˧	33	6	ngo	ngo6	
齆	齆	ŋɔŋ	˦˥	ŋɔŋ˦˥	45	5	ngon	ngon5	鼻塞
俄	俄	ŋʊ	˨˦	ŋʊ˨˦	24	2	ngu	ngu2	
鵝	鹅	ŋʊ	˨˦	ŋʊ˨˦	24	2	ngu	ngu2	
娥	娥	ŋʊ	˨˦	ŋʊ˨˦	24	2	ngu	ngu2	
蛾	蛾	ŋʊ	˨˦	ŋʊ˨˦	24	2	ngu	ngu2	
訛	讹	ŋʊ	˨˦	ŋʊ˨˦	24	2	ngu	ngu2	
我	我	ŋʊ	˧˨˨	ŋʊ˧˨˨	322	3	ngu	ngu3	
餓	饿	ŋʊ	˧	ŋʊ˧	33	6	ngu	ngu6	
臥	卧	ŋʊ	˧	ŋʊ˧	33	6	ngu	ngu6	
呢	呢	ȵɨᶨ	˨˦	ȵɨᶨ˨˦	24	2	ni	ni2	
尼	尼	ȵɨᶨ	˨˦	ȵɨᶨ˨˦	24	2	ni	ni2	
泥	泥	ȵɨᶨ	˨˦	ȵɨᶨ˨˦	24	2	ni	ni2	
埿	泥	ȵɨᶨ	˨˦	ȵɨᶨ˨˦	24	2	ni	ni2	塗抹
擬	拟	ȵɨᶨ	˧˨˨	ȵɨᶨ˧˨˨	322	3	ni	ni3	
膩	腻	ȵɨᶨ	˧	ȵɨᶨ˧	33	6	ni	ni6	
乜	乜	niɑ	˧	niɑ˧	33	6	nia	nia6	
虐	虐	niaʔ	˧	niaʔ˧	33	8	niah	niah8	
瘧	疟	niaʔ	˧	niaʔ˧	33	8	niah	niah8	
孃	孃	ȵiã	˨˩	ȵiã˨˩	21	1	nian	nian1	～～，父亲的姐妹
娘	娘	ȵiã	˨˦	ȵiã˨˦	24	2	nian	nian2	
仰	仰	ȵiã	˧˨˨	ȵiã˧˨˨	322	3	nian	nian3	白讀
釀	酿	ȵiã	˧	ȵiã˧	33	6	nian	nian6	
逆	逆	niəʔ	˧	niəʔ˧	33	8	nieh	nieh8	
匿	匿	niəʔ	˧	niəʔ˧	33	8	nieh	nieh8	
溺	溺	niəʔ	˧	niəʔ˧	33	8	nieh	nieh8	
昵	昵	niəʔ	˧	niəʔ˧	33	8	nieh	nieh8	
寧	宁	niŋ	˨˦	niŋ˨˦	24	2	nien	nien2	
您	您	niŋ	˨˦	niŋ˨˦	24	2	nien	nien2	普通話第二人稱
凝	凝	niŋ	˨˦	niŋ˨˦	24	2	nien	nien2	
檸	柠	niŋ	˨˦	niŋ˨˦	24	2	nien	nien2	
佞	佞	niŋ	˧	niŋ˧	33	6	nien	nien6	
捏	捏	niʔ	˧	niʔ˧	33	8	nih	nih8	
聶	聂	niʔ	˧	niʔ˧	33	8	nih	nih8	
孽	孽	niʔ	˧	niʔ˧	33	8	nih	nih8	
鑷	镊	niʔ	˧	niʔ˧	33	8	nih	nih8	
囁	嗫	niʔ	˧	niʔ˧	33	8	nih	nih8	
𥬬	𥬬	niʔ	˧	niʔ˧	33	8	nih	nih8	
兒	儿	ni		ni	0	0	nii	nii0	甚～
你	你	ni	˧˨˨	ni˧˨˨	322	3	nii	nii3	
妳	你	ni	˧˨˨	ni˧˨˨	322	3	nii	nii3	
拈	拈	nĩ	˨˩	nĩ˨˩	21	1	nin	nin1	撿起
年	年	nĩ	˨˦	nĩ˨˦	24	2	nin	nin2	
研	研	nĩ	˨˦	nĩ˨˦	24	2	nin	nin2	
嚴	严	nĩ	˨˦	nĩ˨˦	24	2	nin	nin2	
粘	粘	nĩ	˨˦	nĩ˨˦	24	2	nin	nin2	
黏	黏	nĩ	˨˦	nĩ˨˦	24	2	nin	nin2	
捻	捻	nĩ	˧˨˨	nĩ˧˨˨	322	3	nin	nin3	
碾	碾	nĩ	˧˨˨	nĩ˧˨˨	322	3	nin	nin3	
攆	撵	nĩ	˧˨˨	nĩ˧˨˨	322	3	nin	nin3	
念	念	nĩ	˧	nĩ˧	33	6	nin	nin6	
唸	念	nĩ	˧	nĩ˧	33	6	nin	nin6	
鳥	鸟	ȵiɔ	˧˨˨	ȵiɔ˧˨˨	322	3	nio	nio3	
尿	尿	ȵiɔ	˧	ȵiɔ˧	33	6	nio	nio6	
妞	妞	ȵiʊ	˨˩	ȵiʊ˨˩	21	1	niu	niu1	
牛	牛	ȵiʊ	˨˦	ȵiʊ˨˦	24	2	niu	niu2	文讀
扭	扭	ȵiʊ	˧˨˨	ȵiʊ˧˨˨	322	3	niu	niu3	
紐	纽	ȵiʊ	˧˨˨	ȵiʊ˧˨˨	322	3	niu	niu3	
孬	孬	nɔ	˨˩	nɔ˨˩	21	1	no	no1	
撓	挠	nɔ	˨˦	nɔ˨˦	24	2	no	no2	
鐃	铙	nɔ	˨˦	nɔ˨˦	24	2	no	no2	
腦	脑	nɔ	˧˨˨	nɔ˧˨˨	322	3	no	no3	
惱	恼	nɔ	˧˨˨	nɔ˧˨˨	322	3	no	no3	
瑙	瑙	nɔ	˧˨˨	nɔ˧˨˨	322	3	no	no3	
鬧	闹	nɔ	˧	nɔ˧	33	6	no	no6	
農	农	nɔŋ	˨˦	nɔŋ˨˦	24	2	non	non2	
濃	浓	nɔŋ	˨˦	nɔŋ˨˦	24	2	non	non2	
膿	脓	nɔŋ	˨˦	nɔŋ˨˦	24	2	non	non2	
弄	弄	nɔŋ	˧	nɔŋ˧	33	6	non	non6	文讀，玩～
挪	挪	nʊ	˨˦	nʊ˨˦	24	2	nu	nu2	
那	那	nʊ	˦˥	nʊ˦˥	45	5	nu	nu5	白讀
懦	懦	nʊ	˧	nʊ˧	33	6	nu	nu6	
糯	糯	nʊ	˧	nʊ˧	33	6	nu	nu6	
餒	馁	nuəɪ	˧˨˨	nuəɪ˧˨˨	322	3	nuei	nuei3	
內	内	nuəɪ	˧	nuəɪ˧	33	6	nuei	nuei6	
挪	挪	nʊᵘʔ	˧	nʊᵘʔ˧	33	8	nuh	nuh8	
衲	衲	nʊᵘʔ	˧	nʊᵘʔ˧	33	8	nuh	nuh8	
納	纳	nʊᵘʔ	˧	nʊᵘʔ˧	33	8	nuh	nuh8	
南	南	nʊ̃ᵘ̃	˨˦	nʊ̃ᵘ̃˨˦	24	2	nun	nun2	
男	男	nʊ̃ᵘ̃	˨˦	nʊ̃ᵘ̃˨˦	24	2	nun	nun2	
楠	楠	nʊ̃ᵘ̃	˨˦	nʊ̃ᵘ̃˨˦	24	2	nun	nun2	
暖	暖	nʊ̃ᵘ̃	˧˨˨	nʊ̃ᵘ̃˧˨˨	322	3	nun	nun3	
奴	奴	nʋ	˨˦	nʋ˨˦	24	2	nv	nv2	
努	努	nʋ	˧˨˨	nʋ˧˨˨	322	3	nv	nv3	
怒	怒	nʋ	˧	nʋ˧	33	6	nv	nv6	
女	女	ȵy	˧˨˨	ȵy˧˨˨	322	3	ny	ny3	
内	内	ȵy	˧	ȵy˧	33	6	ny	ny6	白讀
噢	噢	ɔ		ɔ	0	0	o	o0	
趴	趴	pʰɑ	˨˩	pʰɑ˨˩	21	1	pa	pa1	
葩	葩	pʰɑ	˨˩	pʰɑ˨˩	21	1	pa	pa1	
𤆵	𤆵	pʰɑ	˨˩	pʰɑ˨˩	21	1	pa	pa1	烂熟，疲软
爬	爬	pʰɑ	˨˦	pʰɑ˨˦	24	2	pa	pa2	
耙	耙	pʰɑ	˨˦	pʰɑ˨˦	24	2	pa	pa2	
扒	扒	pʰɑ	˨˦	pʰɑ˨˦	24	2	pa	pa2	
琶	琶	pʰɑ	˨˦	pʰɑ˨˦	24	2	pa	pa2	
怕	怕	pʰɑ	˦˥	pʰɑ˦˥	45	5	pa	pa5	
帕	帕	pʰɑ	˦˥	pʰɑ˦˥	45	5	pa	pa5	
罷	罢	pʰɑ	˧	pʰɑ˧	33	6	pa	pa6	
排	排	pʰɛ	˨˦	pʰɛ˨˦	24	2	pae	pae2	
牌	牌	pʰɛ	˨˦	pʰɛ˨˦	24	2	pae	pae2	
派	派	pʰɛ	˦˥	pʰɛ˦˥	45	5	pae	pae5	
湃	湃	pʰɛ	˦˥	pʰɛ˦˥	45	5	pae	pae5	
敗	败	pʰɛ	˧	pʰɛ˧	33	6	pae	pae6	
稗	稗	pʰɛ	˧	pʰɛ˧	33	6	pae	pae6	
拔	拔	pʰʲɛʔ	˧	pʰʲɛʔ˧	33	8	paeh	paeh8	
攀	攀	pʰʲɛ̃	˨˩	pʰʲɛ̃˨˩	21	1	paen	paen1	
𨂝	𨂝	pʰʲɛ̃	˨˦	pʰʲɛ̃˨˦	24	2	paen	paen2	
爿	爿	pʰʲɛ̃	˨˦	pʰʲɛ̃˨˦	24	2	paen	paen2	同“𤖭”
盼	盼	pʰʲɛ̃	˦˥	pʰʲɛ̃˦˥	45	5	paen	paen5	
袢	袢	pʰʲɛ̃	˦˥	pʰʲɛ̃˦˥	45	5	paen	paen5	
襻	襻	pʰʲɛ̃	˦˥	pʰʲɛ̃˦˥	45	5	paen	paen5	
辦	办	pʰʲɛ̃	˧	pʰʲɛ̃˧	33	6	paen	paen6	
㗘	㗘	pʰaʔ	˦˥	pʰaʔ˦˥	45	7	pah	pah7	講～
粕	粕	pʰaʔ	˦˥	pʰaʔ˦˥	45	7	pah	pah7	
杷	杷	pʰaʔ	˦˥	pʰaʔ˦˥	45	7	pah	pah7	口語音
薄	薄	pʰaʔ	˧	pʰaʔ˧	33	8	pah	pah8	
泊	泊	pʰaʔ	˧	pʰaʔ˧	33	8	pah	pah8	
雹	雹	pʰaʔ	˧	pʰaʔ˧	33	8	pah	pah8	
乓	乓	pʰã	˨˩	pʰã˨˩	21	1	pan	pan1	
旁	旁	pʰã	˨˦	pʰã˨˦	24	2	pan	pan2	
龐	庞	pʰã	˨˦	pʰã˨˦	24	2	pan	pan2	
螃	螃	pʰã	˨˦	pʰã˨˦	24	2	pan	pan2	
髈	髈	pʰã	˧˨˨	pʰã˧˨˨	322	3	pan	pan3	大腿
胖	胖	pʰã	˦˥	pʰã˦˥	45	5	pan	pan5	
棒	棒	pʰã	˧	pʰã˧	33	6	pan	pan6	
磅	磅	pʰã	˧	pʰã˧	33	6	pan	pan6	
勃	勃	pʰəʔ	˧	pʰəʔ˧	33	8	peh	peh8	
脖	脖	pʰəʔ	˧	pʰəʔ˧	33	8	peh	peh8	
荸	荸	pʰəʔ	˧	pʰəʔ˧	33	8	peh	peh8	～荠
呸	呸	pʰəɪ		pʰəɪ	0	0	pei	pei0	
胚	胚	pʰəɪ	˨˩	pʰəɪ˨˩	21	1	pei	pei1	
便	便	pʰəɪ	˨˦	pʰəɪ˨˦	24	2	pei	pei2	～宜
培	培	pʰəɪ	˨˦	pʰəɪ˨˦	24	2	pei	pei2	
陪	陪	pʰəɪ	˨˦	pʰəɪ˨˦	24	2	pei	pei2	
賠	赔	pʰəɪ	˨˦	pʰəɪ˨˦	24	2	pei	pei2	
配	配	pʰəɪ	˦˥	pʰəɪ˦˥	45	5	pei	pei5	
佩	佩	pʰəɪ	˦˥	pʰəɪ˦˥	45	5	pei	pei5	
斃	毙	pʰəɪ	˦˥	pʰəɪ˦˥	45	5	pei	pei5	白讀，打枪～
備	备	pʰəɪ	˧	pʰəɪ˧	33	6	pei	pei6	
幣	币	pʰəɪ	˧	pʰəɪ˧	33	6	pei	pei6	又音
憊	惫	pʰəɪ	˧	pʰəɪ˧	33	6	pei	pei6	
噴	喷	pʰəŋ	˨˩	pʰəŋ˨˩	21	1	pen	pen1	
盆	盆	pʰəŋ	˨˦	pʰəŋ˨˦	24	2	pen	pen2	
噴	喷	pʰəŋ	˦˥	pʰəŋ˦˥	45	5	pen	pen5	
笨	笨	pʰəŋ	˦˥	pʰəŋ˦˥	45	5	pen	pen5	又音
笨	笨	pʰəŋ	˧	pʰəŋ˧	33	6	pen	pen6	
批	批	pʰɨᶨ	˨˩	pʰɨᶨ˨˩	21	1	pi	pi1	
披	披	pʰɨᶨ	˨˩	pʰɨᶨ˨˩	21	1	pi	pi1	
皮	皮	pʰɨᶨ	˨˦	pʰɨᶨ˨˦	24	2	pi	pi2	
陪	陪	pʰɨᶨ	˨˦	pʰɨᶨ˨˦	24	2	pi	pi2	白讀
疲	疲	pʰɨᶨ	˨˦	pʰɨᶨ˨˦	24	2	pi	pi2	
賠	赔	pʰɨᶨ	˨˦	pʰɨᶨ˨˦	24	2	pi	pi2	白讀
脾	脾	pʰɨᶨ	˨˦	pʰɨᶨ˨˦	24	2	pi	pi2	
啤	啤	pʰɨᶨ	˨˦	pʰɨᶨ˨˦	24	2	pi	pi2	
琵	琵	pʰɨᶨ	˨˦	pʰɨᶨ˨˦	24	2	pi	pi2	
痞	痞	pʰɨᶨ	˧˨˨	pʰɨᶨ˧˨˨	322	3	pi	pi3	
譬	譬	pʰɨᶨ	˦˥	pʰɨᶨ˦˥	45	5	pi	pi5	
屁	屁	pʰɨᶨ	˦˥	pʰɨᶨ˦˥	45	5	pi	pi5	
被	被	pʰɨᶨ	˧	pʰɨᶨ˧	33	6	pi	pi6	
背	背	pʰɨᶨ	˧	pʰɨᶨ˧	33	6	pi	pi6	白讀
避	避	pʰɨᶨ	˧	pʰɨᶨ˧	33	6	pi	pi6	
幣	币	pʰɨᶨ	˧	pʰɨᶨ˧	33	6	pi	pi6	
斃	毙	pʰɨᶨ	˧	pʰɨᶨ˧	33	6	pi	pi6	
焙	焙	pʰɨᶨ	˧	pʰɨᶨ˧	33	6	pi	pi6	白讀
辟	辟	pʰiəʔ	˦˥	pʰiəʔ˦˥	45	7	pieh	pieh7	
匹	匹	pʰiəʔ	˦˥	pʰiəʔ˦˥	45	7	pieh	pieh7	
劈	劈	pʰiəʔ	˦˥	pʰiəʔ˦˥	45	7	pieh	pieh7	
闢	辟	pʰiəʔ	˦˥	pʰiəʔ˦˥	45	7	pieh	pieh7	
僻	僻	pʰiəʔ	˦˥	pʰiəʔ˦˥	45	7	pieh	pieh7	
枇	枇	pʰiəʔ	˦˥	pʰiəʔ˦˥	45	7	pieh	pieh7	
鼻	鼻	pʰiəʔ	˧	pʰiəʔ˧	33	8	pieh	pieh8	
乒	乒	pʰiŋ	˨˩	pʰiŋ˨˩	21	1	pien	pien1	
拼	拼	pʰiŋ	˨˩	pʰiŋ˨˩	21	1	pien	pien1	
頻	频	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	pien	pien2	
貧	贫	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	pien	pien2	
瓶	瓶	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	pien	pien2	
憑	凭	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	pien	pien2	
屏	屏	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	pien	pien2	
萍	萍	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	pien	pien2	
蘋	苹	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	pien	pien2	
平	平	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	pien	pien2	
評	评	pʰiŋ	˨˦	pʰiŋ˨˦	24	2	pien	pien2	
品	品	pʰiŋ	˧˨˨	pʰiŋ˧˨˨	322	3	pien	pien3	
聘	聘	pʰiŋ	˦˥	pʰiŋ˦˥	45	5	pien	pien5	
病	病	pʰiŋ	˧	pʰiŋ˧	33	6	pien	pien6	
並	并	pʰiŋ	˧	pʰiŋ˧	33	6	pien	pien6	
撇	撇	pʰiʔ	˦˥	pʰiʔ˦˥	45	7	pih	pih7	
瞥	瞥	pʰiʔ	˦˥	pʰiʔ˦˥	45	7	pih	pih7	
鐅	鐅	pʰiʔ	˦˥	pʰiʔ˦˥	45	7	pih	pih7	一種鍋
鼻	鼻	pʰiʔ	˧	pʰiʔ˧	33	8	pih	pih8	
別	别	pʰiʔ	˧	pʰiʔ˧	33	8	pih	pih8	
篇	篇	pʰĩ	˨˩	pʰĩ˨˩	21	1	pin	pin1	
偏	偏	pʰĩ	˨˩	pʰĩ˨˩	21	1	pin	pin1	
便	便	pʰĩ	˨˦	pʰĩ˨˦	24	2	pin	pin2	～宜
片	片	pʰĩ	˦˥	pʰĩ˦˥	45	5	pin	pin5	
遍	遍	pʰĩ	˦˥	pʰĩ˦˥	45	5	pin	pin5	
騙	骗	pʰĩ	˦˥	pʰĩ˦˥	45	5	pin	pin5	
便	便	pʰĩ	˧	pʰĩ˧	33	6	pin	pin6	方～
辯	辩	pʰĩ	˧	pʰĩ˧	33	6	pin	pin6	
辨	辨	pʰĩ	˧	pʰĩ˧	33	6	pin	pin6	
辮	辫	pʰĩ	˧	pʰĩ˧	33	6	pin	pin6	
飄	飘	pʰiɔ	˨˩	pʰiɔ˨˩	21	1	pio	pio1	
漂	漂	pʰiɔ	˨˩	pʰiɔ˨˩	21	1	pio	pio1	
瓢	瓢	pʰiɔ	˨˦	pʰiɔ˨˦	24	2	pio	pio2	
嫖	嫖	pʰiɔ	˨˦	pʰiɔ˨˦	24	2	pio	pio2	
漂	漂	pʰiɔ	˧˨˨	pʰiɔ˧˨˨	322	3	pio	pio3	
票	票	pʰiɔ	˦˥	pʰiɔ˦˥	45	5	pio	pio5	
漂	漂	pʰiɔ	˦˥	pʰiɔ˦˥	45	5	pio	pio5	
鰾	鳔	pʰiɔ	˦˥	pʰiɔ˦˥	45	5	pio	pio5	
摽	摽	pʰiɔ	˧	pʰiɔ˧	33	6	pio	pio6	打擊，落下
泡	泡	pʰɔ	˨˩	pʰɔ˨˩	21	1	po	po1	
拋	抛	pʰɔ	˨˩	pʰɔ˨˩	21	1	po	po1	
跑	跑	pʰɔ	˨˦	pʰɔ˨˦	24	2	po	po2	
袍	袍	pʰɔ	˨˦	pʰɔ˨˦	24	2	po	po2	
炮	炮	pʰɔ	˦˥	pʰɔ˦˥	45	5	po	po5	
泡	泡	pʰɔ	˦˥	pʰɔ˦˥	45	5	po	po5	
皰	疱	pʰɔ	˦˥	pʰɔ˦˥	45	5	po	po5	
抱	抱	pʰɔ	˧	pʰɔ˧	33	6	po	po6	
刨	刨	pʰɔ	˧	pʰɔ˧	33	6	po	po6	
鮑	鲍	pʰɔ	˧	pʰɔ˧	33	6	po	po6	
齙	龅	pʰɔ	˧	pʰɔ˧	33	6	po	po6	
迫	迫	pʰɔʔ	˦˥	pʰɔʔ˦˥	45	7	poh	poh7	
拍	拍	pʰɔʔ	˦˥	pʰɔʔ˦˥	45	7	poh	poh7	
撲	扑	pʰɔʔ	˦˥	pʰɔʔ˦˥	45	7	poh	poh7	
樸	朴	pʰɔʔ	˦˥	pʰɔʔ˦˥	45	7	poh	poh7	
魄	魄	pʰɔʔ	˦˥	pʰɔʔ˦˥	45	7	poh	poh7	
白	白	pʰɔʔ	˧	pʰɔʔ˧	33	8	poh	poh8	
舶	舶	pʰɔʔ	˧	pʰɔʔ˧	33	8	poh	poh8	
蔔	卜	pʰɔʔ	˧	pʰɔʔ˧	33	8	poh	poh8	
烹	烹	pʰɔŋ	˨˩	pʰɔŋ˨˩	21	1	pon	pon1	
抨	抨	pʰɔŋ	˨˩	pʰɔŋ˨˩	21	1	pon	pon1	
朋	朋	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	pon	pon2	
棚	棚	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	pon	pon2	
膨	膨	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	pon	pon2	
彭	彭	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	pon	pon2	
蓬	蓬	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	pon	pon2	
鵬	鹏	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	pon	pon2	
篷	篷	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	pon	pon2	
澎	澎	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	pon	pon2	
蟛	蟛	pʰɔŋ	˨˦	pʰɔŋ˨˦	24	2	pon	pon2	～蜞
捧	捧	pʰɔŋ	˧˨˨	pʰɔŋ˧˨˨	322	3	pon	pon3	
碰	碰	pʰɔŋ	˦˥	pʰɔŋ˦˥	45	5	pon	pon5	
蚌	蚌	pʰɔŋ	˧	pʰɔŋ˧	33	6	pon	pon6	
埲	埲	pʰɔŋ	˧	pʰɔŋ˧	33	6	pon	pon6	塵土飛揚
坡	坡	pʰʊ	˨˩	pʰʊ˨˩	21	1	pu	pu1	
婆	婆	pʰʊ	˨˦	pʰʊ˨˦	24	2	pu	pu2	
笸	笸	pʰʊ	˧˨˨	pʰʊ˧˨˨	322	3	pu	pu3	
破	破	pʰʊ	˦˥	pʰʊ˦˥	45	5	pu	pu5	
潑	泼	pʰʊᵘʔ	˦˥	pʰʊᵘʔ˦˥	45	7	puh	puh7	
鈸	钹	pʰʊᵘʔ	˧	pʰʊᵘʔ˧	33	8	puh	puh8	
拚	拚	pʰʊ̃ᵘ̃	˨˩	pʰʊ̃ᵘ̃˨˩	21	1	pun	pun1	
潘	潘	pʰʊ̃ᵘ̃	˨˩	pʰʊ̃ᵘ̃˨˩	21	1	pun	pun1	
般	般	pʰʊ̃ᵘ̃	˨˦	pʰʊ̃ᵘ̃˨˦	24	2	pun	pun2	白讀，一～
盤	盘	pʰʊ̃ᵘ̃	˨˦	pʰʊ̃ᵘ̃˨˦	24	2	pun	pun2	
判	判	pʰʊ̃ᵘ̃	˦˥	pʰʊ̃ᵘ̃˦˥	45	5	pun	pun5	
叛	叛	pʰʊ̃ᵘ̃	˦˥	pʰʊ̃ᵘ̃˦˥	45	5	pun	pun5	
畔	畔	pʰʊ̃ᵘ̃	˦˥	pʰʊ̃ᵘ̃˦˥	45	5	pun	pun5	
伴	伴	pʰʊ̃ᵘ̃	˧	pʰʊ̃ᵘ̃˧	33	6	pun	pun6	
拌	拌	pʰʊ̃ᵘ̃	˧	pʰʊ̃ᵘ̃˧	33	6	pun	pun6	
鋪	铺	pʰʋ	˨˩	pʰʋ˨˩	21	1	pv	pv1	
孵	孵	pʰʋ	˨˩	pʰʋ˨˩	21	1	pv	pv1	白讀
舖	铺	pʰʋ	˨˩	pʰʋ˨˩	21	1	pv	pv1	
葡	葡	pʰʋ	˨˦	pʰʋ˨˦	24	2	pv	pv2	
蒲	蒲	pʰʋ	˨˦	pʰʋ˨˦	24	2	pv	pv2	
脯	脯	pʰʋ	˨˦	pʰʋ˨˦	24	2	pv	pv2	
菩	菩	pʰʋ	˨˦	pʰʋ˨˦	24	2	pv	pv2	
普	普	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	pv	pv3	
附	附	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	pv	pv3	
捕	捕	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	pv	pv3	
譜	谱	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	pv	pv3	
輔	辅	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	pv	pv3	
甫	甫	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	pv	pv3	
浦	浦	pʰʋ	˧˨˨	pʰʋ˧˨˨	322	3	pv	pv3	
