聲	呼	等	韻	調	組	攝	單字	原註	新註	聲母	韻母	聲調	次 聲母	次 韻母	次 聲調	IPA 聲母	IPɐ 韻母	IPA 聲調
泥	開	一	覃	平	端	咸	男			n	aam	4				n	am	21
-	-	-	-	-	-	-	囡			n	aam	4				n	am	21
泥	開	一	寒	平	端	山	難	困難		n	aan	4				n	an	21
泥	開	一	寒	去	端	山	難	難民		n	aan	6				n	an	32
日	合	三	祭A	去	日	蟹	鈉			n	aap	6				n	ap	2
娘	合	三	仙B	入	知	山	吶			n	aap	6				n	ap	2
泥	開	一	覃	入	端	咸	納			n	aap	6				n	ap	2
泥	開	一	寒	入	端	山	捺			n	aat	6				n	at	2
娘	開	二	肴	去	知	效	鬧			n	aau	6				n	au	32
泥	開	四	齊	平	端	蟹	泥	泥土		n	ai	4				n	ɐi	21
日	開	三	侵A	上	日	深	稔			n	am	5				n	ɐm	23
泥	開	一	咍	平	端	蟹	能			n	ang	4				n	ɐŋ	21
來	開	三	侵A	入	來	深	粒			n	ap	1				n	ɐp	5
影	開	二	咸	入	影	咸	凹			n	ap	1				n	ɐp	5
娘	開	三	尤	上	知	流	鈕			n	au	2				n	ɐu	35
娘	開	三	尤	上	知	流	紐			n	au	2				n	ɐu	35
娘	開	三	尤	上	知	流	扭			n	au	2				n	ɐu	35
曉	開	三	尤	上	影	流	朽			n	au	2				n	ɐu	35
-	-	-	-	-	-	-	妞			n	au	2				n	ɐu	35
娘	開	三	脂B	平	知	止	呢	語氣助詞		n	e	1				n	ɛ	55
明	開	三	支A	平	幫	止	彌			n	ei	4				n	ei	21
娘	開	三	脂B	平	知	止	尼			n	ei	4				n	ei	21
娘	開	三	脂B	平	知	止	呢	呢喃		n	ei	4				n	ei	21
-	-	-	-	-	-	-	妮			n	ei	4				n	ei	21
-	-	-	-	-	-	-	妳			n	ei	5				n	ei	23
-	-	-	-	-	-	-	您			n	ei	5				n	ei	23
-	-	-	-	-	-	-	你			n	ei	5				n	ei	23
日	開	三	之	去	日	止	餌			n	ei	6				n	ei	32
娘	開	三	脂B	去	知	止	膩			n	ei	6				n	ei	32
泥	開	四	齊	去	端	蟹	泥	拘泥		n	ei	6				n	ei	32
泥	合	一	灰	上	端	蟹	餒			n	eoi	5				n	øy	23
娘	開	三	魚	上	知	遇	女			n	eoi	5				n	øy	23
娘	開	三	真B	入	知	臻	暱			n	ik	1				n	ɪk	5
娘	開	三	蒸	入	知	曾	匿			n	ik	1				n	ɪk	5
泥	開	四	青	入	端	梗	溺	溺死		n	ik	6				n	ɪk	2
娘	開	三	鹽B	平	知	咸	黏			n	im	1				n	im	55
泥	開	四	添	平	端	咸	拈	拈花惹草		n	im	1				n	im	55
							拈	拈線		n	im	2				n	im	35
泥	開	四	添	去	端	咸	唸	吟誦		n	im	6				n	im	32
泥	開	四	添	去	端	咸	念			n	im	6				n	im	32
							輾	輾穀		n	in	2				n	in	35
泥	開	四	先	平	端	山	年			n	in	4				n	in	21
娘	開	二	庚	平	知	梗	獰			n	ing	4				n	ɪŋ	21
娘	開	二	庚	上	知	梗	檸			n	ing	4				n	ɪŋ	21
泥	開	四	青	平	端	梗	嚀			n	ing	4				n	ɪŋ	21
泥	開	四	青	平	端	梗	寧			n	ing	4				n	ɪŋ	21
泥	開	四	青	上	端	梗	濘			n	ing	6				n	ɪŋ	32
泥	開	四	先	入	端	山	捏			n	ip	6				n	ip	2
娘	開	三	鹽B	入	知	咸	躡			n	ip	6				n	ip	2
娘	開	三	鹽B	入	知	咸	聶			n	ip	6				n	ip	2
端	開	四	蕭	上	端	效	鳥			n	iu	5				n	iu	23
泥	開	四	蕭	去	端	效	尿			n	iu	6				n	iu	32
							溺	便溺		n	iu	6				n	iu	32
泥	開	一	歌	平	端	果	挪			n	o	4				n	ɔ	21
泥	開	一	歌	上	端	果	娜	婀娜		n	o	5				n	ɔ	23
日	合	三	虞	平	日	遇	懦			n	o	6				n	ɔ	32
-	-	-	-	-	-	-	糯			n	o	6				n	ɔ	32
娘	開	三	陽	平	知	宕	娘			n	oeng	4				n	œŋ	21
泥	開	一	泰	去	端	蟹	奈			n	oi	6				n	ɔi	32
泥	開	一	咍	去	端	蟹	耐			n	oi	6				n	ɔi	32
泥	合	一	灰	去	端	蟹	內			n	oi	6				n	ɔi	32
泥	開	一	唐	入	端	宕	諾			n	ok	6				n	ɔk	2
泥	開	一	唐	平	端	宕	囊			n	ong	4				n	ɔŋ	21
來	開	一	唐	去	來	宕	浪	波浪	又音，此音承自江門話	n	ong	6				n	ɔŋ	32
泥	開	一	模	平	端	遇	奴			n	ou	4				n	ou	21
泥	開	一	模	上	端	遇	努			n	ou	5				n	ou	23
泥	開	一	模	上	端	遇	弩			n	ou	5				n	ou	23
泥	開	一	豪	上	端	效	腦			n	ou	5				n	ou	23
泥	開	一	豪	上	端	效	惱			n	ou	5				n	ou	23
-	-	-	-	-	-	-	瑙			n	ou	5				n	ou	23
泥	開	一	模	上	端	遇	怒			n	ou	6				n	ou	32
泥	合	一	冬	平	端	通	農			n	ung	4				n	ʊŋ	21
泥	合	一	冬	平	端	通	膿			n	ung	4				n	ʊŋ	21
娘	開	三	鍾	平	知	通	濃			n	ung	4				n	ʊŋ	21
來	開	一	東	去	來	通	弄			n	ung	6				n	ʊŋ	32
泥	合	一	寒	上	端	山	暖			n	yun	5				n	yn	23
泥	合	一	魂	去	端	臻	嫩			n	yun	6				n	yn	32
影	開	二	麻	平	影	假	鴉			ng	aa	1				ŋ	a	55
影	開	二	麻	平	影	假	椏			ng	aa	1				ŋ	a	55
影	開	二	麻	平	影	假	丫			ng	aa	1				ŋ	a	55
影	開	二	麻	去	影	假	啞	嘔啞		ng	aa	1				ŋ	a	55
影	開	二	麻	上	影	假	啞	聾啞		ng	aa	2				ŋ	a	35
影	開	二	麻	去	影	假	亞			ng	aa	3				ŋ	a	33
-	-	-	-	-	-	-	埡			ng	aa	3				ŋ	a	33
疑	開	三	魚	平	見	遇	衙			ng	aa	4				ŋ	a	21
疑	開	二	麻	平	見	假	芽			ng	aa	4				ŋ	a	21
疑	開	二	麻	平	見	假	牙			ng	aa	4				ŋ	a	21
疑	開	二	麻	平	見	假	枒			ng	aa	4				ŋ	a	21
-	-	-	-	-	-	-	蚜			ng	aa	4				ŋ	a	21
疑	開	二	麻	上	見	假	雅			ng	aa	5				ŋ	a	23
疑	合	二	麻	上	見	假	瓦			ng	aa	5				ŋ	a	23
疑	開	二	麻	去	見	假	訝			ng	aa	6				ŋ	a	32
影	開	二	皆	上	影	蟹	挨			ng	aai	1				ŋ	ai	55
影	開	一	咍	平	影	蟹	唉			ng	aai	1				ŋ	ai	55
影	開	一	咍	上	影	蟹	欸			ng	aai	2				ŋ	ai	35
疑	開	三	支B	平	見	止	崖			ng	aai	4				ŋ	ai	21
疑	開	三	支B	平	見	止	涯			ng	aai	4				ŋ	ai	21
-	-	-	-	-	-	-	捱			ng	aai	4				ŋ	ai	21
疑	開	一	泰	去	見	蟹	艾			ng	aai	6				ŋ	ai	32
疑	開	二	銜	平	見	咸	巖			ng	aam	4				ŋ	am	21
-	-	-	-	-	-	-	岩			ng	aam	4				ŋ	am	21
-	-	-	-	-	-	-	癌			ng	aam	4				ŋ	am	21
影	開	一	寒	去	影	山	晏			ng	aan	3				ŋ	an	33
疑	開	二	刪	平	見	山	顏			ng	aan	4				ŋ	an	21
疑	合	二	刪	平	見	山	頑		頑皮	ng	aan	4				ŋ	an	21
疑	開	二	山	上	見	山	眼			ng	aan	5				ŋ	an	23
疑	開	三	仙B	去	見	山	諺			ng	aan	6				ŋ	an	32
疑	開	三	仙B	去	見	山	彥			ng	aan	6				ŋ	an	32
疑	開	二	刪	去	見	山	雁			ng	aan	6				ŋ	an	32
曉	開	一	豪	平	影	效	撓			ng	aau	1				ŋ	au	55
匣	開	二	肴	平	影	效	餚			ng	aau	4				ŋ	au	21
匣	開	二	肴	平	影	效	淆			ng	aau	4				ŋ	au	21
匣	開	二	肴	平	影	效	肴			ng	aau	4				ŋ	au	21
見	開	二	肴	平	見	效	咬			ng	aau	5				ŋ	au	23
疑	開	二	肴	去	見	效	樂	仁者樂山		ng	aau	6				ŋ	au	32
影	開	二	佳	上	影	蟹	矮			ng	ai	2				ŋ	ɐi	35
影	開	三	支A	去	影	止	縊			ng	ai	3				ŋ	ɐi	33
疑	合	三	支B	平	見	止	危			ng	ai	4				ŋ	ɐi	21
疑	合	三	微	平	見	止	巍			ng	ai	4				ŋ	ɐi	21
疑	開	四	齊	平	見	蟹	霓			ng	ai	4				ŋ	ɐi	21
疑	開	四	齊	平	見	蟹	倪			ng	ai	4				ŋ	ɐi	21
疑	合	一	灰	平	見	蟹	嵬			ng	ai	4				ŋ	ɐi	21
疑	開	三	支B	上	見	止	蟻			ng	ai	5				ŋ	ɐi	23
疑	合	三	微	去	見	止	魏			ng	ai	6				ŋ	ɐi	32
疑	開	三	微	去	見	止	毅			ng	ai	6				ŋ	ɐi	32
疑	開	三	祭A	去	見	蟹	藝			ng	ai	6				ŋ	ɐi	32
疑	開	四	齊	去	見	蟹	羿			ng	ai	6				ŋ	ɐi	32
疑	合	三	支B	去	見	止	僞			ng	ai	6				ŋ	ɐi	32
影	開	二	江	入	影	江	握			ng	ak	1				ŋ	ɐk	5
影	開	二	江	入	影	江	渥			ng	ak	1				ŋ	ɐk	5
影	開	二	耕	入	影	梗	厄			ng	ak	1				ŋ	ɐk	5
-	-	-	-	-	-	-	呃			ng	ak	1				ŋ	ɐk	5
-	-	-	-	-	-	-	扼			ng	ak	1				ŋ	ɐk	5
疑	開	二	庚	入	見	梗	額			ng	ak	6				ŋ	ɐk	2
影	開	一	覃	平	影	咸	庵			ng	am	1				ŋ	ɐm	55
影	開	一	覃	平	影	咸	諳			ng	am	1				ŋ	ɐm	55
-	-	-	-	-	-	-	鵪			ng	am	1				ŋ	ɐm	55
影	開	一	覃	去	影	咸	暗			ng	am	3				ŋ	ɐm	33
疑	開	三	侵B	平	見	深	吟		吟沈	ng	am	4				ŋ	ɐm	21
疑	開	三	真B	平	見	臻	銀			ng	an	4				ŋ	ɐn	21
疑	開	三	真B	平	見	臻	垠			ng	an	4				ŋ	ɐn	21
疑	開	三	欣	平	見	臻	齦			ng	an	4				ŋ	ɐn	21
影	開	二	耕	平	影	梗	鶯			ng	ang	1				ŋ	ɐŋ	55
影	開	二	耕	平	影	梗	罌			ng	ang	1				ŋ	ɐŋ	55
疑	開	二	耕	去	見	梗	硬			ng	ang	6				ŋ	ɐŋ	32
曉	開	三	欣	入	影	臻	迄			ng	at	3				ŋ	ɐt	3
疑	合	一	魂	入	見	臻	兀			ng	at	6				ŋ	ɐt	2
疑	開	三	欣	入	見	臻	屹			ng	at	6				ŋ	ɐt	2
見	開	一	侯	平	見	流	鉤			ng	au	1				ŋ	ɐu	55
-	-	-	-	-	-	-	勾	勾劃		ng	au	1				ŋ	ɐu	55
影	開	一	侯	平	影	流	區	區姓		ng	au	1				ŋ	ɐu	55
影	開	一	侯	平	影	流	歐			ng	au	1				ŋ	ɐu	55
影	開	一	侯	平	影	流	嘔	嘔啞		ng	au	1				ŋ	ɐu	55
影	開	一	侯	平	影	流	謳			ng	au	1				ŋ	ɐu	55
影	開	一	侯	平	影	流	鷗			ng	au	1				ŋ	ɐu	55
影	開	一	侯	上	影	流	嘔	嘔吐		ng	au	3				ŋ	ɐu	33
疑	開	三	尤	平	見	流	牛			ng	au	4				ŋ	ɐu	21
疑	開	一	侯	上	見	流	藕			ng	au	5				ŋ	ɐu	23
疑	開	一	侯	上	見	流	偶			ng	au	5				ŋ	ɐu	23
							欸			ng	ei	3				ŋ	ei	33
見	開	一	歌	平	見	果	柯			ng	o	1				ŋ	ɔ	55
溪	開	一	歌	平	見	果	軻			ng	o	1				ŋ	ɔ	55
影	開	一	歌	平	影	果	阿	阿諛奉承		ng	o	1				ŋ	ɔ	55
疑	合	一	歌	平	見	果	訛			ng	o	4				ŋ	ɔ	21
疑	開	一	歌	平	見	果	峨			ng	o	4				ŋ	ɔ	21
疑	開	一	歌	平	見	果	蛾			ng	o	4				ŋ	ɔ	21
疑	開	一	歌	平	見	果	哦	吟哦		ng	o	4				ŋ	ɔ	21
疑	開	一	歌	平	見	果	俄			ng	o	4				ŋ	ɔ	21
疑	開	一	歌	平	見	果	鵝			ng	o	4				ŋ	ɔ	21
疑	開	一	歌	平	見	果	娥			ng	o	4				ŋ	ɔ	21
疑	開	一	歌	上	見	果	我			ng	o	5				ŋ	ɔ	23
疑	開	一	歌	去	見	果	餓			ng	o	6				ŋ	ɔ	32
疑	合	一	歌	去	見	果	臥			ng	o	6				ŋ	ɔ	32
影	開	一	咍	平	影	蟹	哀			ng	oi	1				ŋ	ɔi	55
影	開	一	咍	平	影	蟹	埃			ng	oi	1				ŋ	ɔi	55
溪	開	一	咍	上	見	蟹	凱			ng	oi	2				ŋ	ɔi	35
影	開	一	泰	去	影	蟹	藹			ng	oi	2				ŋ	ɔi	35
影	開	一	咍	去	影	蟹	愛			ng	oi	3				ŋ	ɔi	33
疑	開	一	咍	平	見	蟹	皚			ng	oi	4				ŋ	ɔi	21
-	-	-	-	-	-	-	呆			ng	oi	4				ŋ	ɔi	21
疑	合	一	泰	去	見	蟹	外			ng	oi	6				ŋ	ɔi	32
疑	開	一	咍	去	見	蟹	礙			ng	oi	6				ŋ	ɔi	32
影	開	一	唐	入	影	宕	惡	惡毒		ng	ok	3				ŋ	ɔk	3
影	開	一	唐	入	影	宕	堊			ng	ok	3				ŋ	ɔk	3
疑	開	二	江	入	見	江	岳			ng	ok	6				ŋ	ɔk	2
疑	開	二	江	入	見	江	嶽			ng	ok	6				ŋ	ɔk	2
疑	開	二	江	入	見	江	樂	音樂		ng	ok	6				ŋ	ɔk	2
疑	開	一	唐	入	見	宕	噩			ng	ok	6				ŋ	ɔk	2
疑	開	一	唐	入	見	宕	愕			ng	ok	6				ŋ	ɔk	2
疑	開	一	唐	入	見	宕	顎			ng	ok	6				ŋ	ɔk	2
-	-	-	-	-	-	-	鱷			ng	ok	6				ŋ	ɔk	2
影	開	一	寒	平	影	山	安			ng	on	1				ŋ	ɔn	55
-	-	-	-	-	-	-	鞍			ng	on	1				ŋ	ɔn	55
影	開	一	寒	去	影	山	案			ng	on	3				ŋ	ɔn	33
影	開	一	寒	去	影	山	按			ng	on	3				ŋ	ɔn	33
疑	開	一	寒	去	見	山	岸			ng	on	6				ŋ	ɔn	32
匣	開	一	唐	上	影	宕	骯			ng	ong	1				ŋ	ɔŋ	55
影	開	一	唐	上	影	宕	盎			ng	ong	3				ŋ	ɔŋ	33
疑	開	一	唐	平	見	宕	昂			ng	ong	4				ŋ	ɔŋ	21
影	開	一	豪	上	影	效	襖			ng	ou	3				ŋ	ou	33
影	開	一	豪	上	影	效	懊			ng	ou	3				ŋ	ou	33
影	開	一	豪	去	影	效	奧			ng	ou	3				ŋ	ou	33
影	開	一	豪	去	影	效	澳			ng	ou	3				ŋ	ou	33
疑	開	一	豪	平	見	效	熬			ng	ou	4				ŋ	ou	21
疑	開	一	豪	平	見	效	翱			ng	ou	4				ŋ	ou	21
疑	開	一	豪	平	見	效	遨			ng	ou	4				ŋ	ou	21
疑	開	一	豪	平	見	效	敖			ng	ou	4				ŋ	ou	21
疑	開	一	豪	平	見	效	螯			ng	ou	4				ŋ	ou	21
疑	開	一	豪	去	見	效	傲			ng	ou	6				ŋ	ou	32
影	開	一	東	入	影	通	屋			ng	uk	1				ŋ	ʊk	5
並	合	三	東	入	幫	通	匐			ng	uk	6				ŋ	ʊk	2
							扒	扒皮		p	aa	1				pʰ	a	55
-	-	-	-	-	-	-	趴			p	aa	1				pʰ	a	55
滂	開	二	麻	去	幫	假	怕			p	aa	3				pʰ	a	33
							扒	扒飯		p	aa	4				pʰ	a	21
並	開	二	麻	平	幫	假	杷			p	aa	4				pʰ	a	21
並	開	二	麻	平	幫	假	琶			p	aa	4				pʰ	a	21
並	開	二	麻	平	幫	假	爬			p	aa	4				pʰ	a	21
-	-	-	-	-	-	-	耙			p	aa	4				pʰ	a	21
滂	開	二	佳	去	幫	蟹	派			p	aai	3				pʰ	ai	33
並	開	二	佳	平	幫	蟹	牌			p	aai	4				pʰ	ai	21
並	開	二	皆	平	幫	蟹	排			p	aai	4				pʰ	ai	21
滂	開	二	刪	平	幫	山	攀			p	aan	1				pʰ	an	55
滂	開	二	山	去	幫	山	盼			p	aan	3				pʰ	an	33
影	開	二	銜	入	影	咸	鴨			p	aap	3				pʰ	ap	3
							炮	炮雞丁		p	aau	1				pʰ	au	55
							泡	燈泡		p	aau	1				pʰ	au	55
滂	開	二	肴	平	幫	效	拋			p	aau	1				pʰ	au	55
並	開	二	肴	平	幫	效	跑			p	aau	2				pʰ	au	35
滂	開	二	肴	去	幫	效	炮	炮彈		p	aau	3				pʰ	au	33
滂	開	二	肴	平	幫	效	泡	浸泡		p	aau	3				pʰ	au	33
幫	開	二	肴	去	幫	效	豹			p	aau	3				pʰ	au	33
滂	開	二	肴	去	幫	效	皰			p	aau	3				pʰ	au	33
-	-	-	-	-	-	-	砲			p	aau	3				pʰ	au	33
並	開	二	肴	平	幫	效	炮	炮製		p	aau	4				pʰ	au	21
並	開	二	肴	平	幫	效	咆			p	aau	4				pʰ	au	21
-	-	-	-	-	-	-	刨			p	aau	4				pʰ	au	21
滂	開	四	齊	平	幫	蟹	批			p	ai	1				pʰ	ɐi	55
-	-	-	-	-	-	-	啪			p	ak	1				pʰ	ɐk	5
幫	開	二	庚	入	幫	梗	柏			p	ak	3				pʰ	ɐk	3
明	開	二	刪	入	幫	山	帕			p	ak	3				pʰ	ɐk	3
滂	開	二	庚	入	幫	梗	魄	魂魄		p	ak	3				pʰ	ɐk	3
滂	開	二	庚	入	幫	梗	珀			p	ak	3				pʰ	ɐk	3
滂	開	二	庚	入	幫	梗	拍			p	ak	3				pʰ	ɐk	3
滂	合	一	魂	平	幫	臻	噴			p	an	3				pʰ	ɐn	33
並	開	三	真A	平	幫	臻	頻			p	an	4				pʰ	ɐn	21
並	開	三	真B	平	幫	臻	貧			p	an	4				pʰ	ɐn	21
-	-	-	-	-	-	-	瀕			p	an	4				pʰ	ɐn	21
-	-	-	-	-	-	-	烹			p	ang	1				pʰ	ɐŋ	55
並	開	三	蒸	平	幫	曾	馮	暴虎馮河		p	ang	4				pʰ	ɐŋ	21
並	開	二	庚	平	幫	梗	棚			p	ang	4				pʰ	ɐŋ	21
並	開	二	庚	平	幫	梗	膨			p	ang	4				pʰ	ɐŋ	21
並	開	二	庚	平	幫	梗	澎			p	ang	4				pʰ	ɐŋ	21
並	開	二	庚	平	幫	梗	彭			p	ang	4				pʰ	ɐŋ	21
並	開	一	登	平	幫	曾	朋			p	ang	4				pʰ	ɐŋ	21
並	開	一	登	平	幫	曾	鵬			p	ang	4				pʰ	ɐŋ	21
並	開	三	蒸	平	幫	曾	憑			p	ang	4				pʰ	ɐŋ	21
-	-	-	-	-	-	-	硼			p	ang	4				pʰ	ɐŋ	21
滂	開	三	真A	入	幫	臻	匹			p	at	1				pʰ	ɐt	5
滂	開	三	支B	平	幫	止	披			p	ei	1				pʰ	ei	55
幫	開	三	支B	上	幫	止	彼			p	ei	2				pʰ	ei	35
幫	開	三	脂B	上	幫	止	鄙			p	ei	2				pʰ	ei	35
並	開	三	脂B	上	幫	止	否	否極泰來		p	ei	2				pʰ	ei	35
滂	開	三	支A	去	幫	止	譬			p	ei	3				pʰ	ei	33
滂	開	三	脂A	去	幫	止	屁			p	ei	3				pʰ	ei	33
滂	開	四	齊	去	幫	蟹	媲			p	ei	3				pʰ	ei	33
並	開	三	支A	平	幫	止	脾			p	ei	4				pʰ	ei	21
並	開	三	支B	平	幫	止	疲			p	ei	4				pʰ	ei	21
並	開	三	支B	平	幫	止	皮			p	ei	4				pʰ	ei	21
並	開	三	脂A	平	幫	止	琵			p	ei	4				pʰ	ei	21
並	開	三	脂A	平	幫	止	枇			p	ei	4				pʰ	ei	21
並	開	三	脂B	平	幫	止	邳			p	ei	4				pʰ	ei	21
並	開	三	支A	上	幫	止	婢			p	ei	5				pʰ	ei	23
並	開	三	支B	上	幫	止	被	棉被		p	ei	5				pʰ	ei	23
滂	開	四	青	入	幫	梗	劈		習讀應爲韻母ik對應的白讀音	p	ek	3				pʰ	ɛk	3
並	開	三	仙A	平	幫	山	平		便宜，習讀應爲韻母ing對應的白讀音	p	eng	4				pʰ	ɛŋ	21
並	開	三	清A	入	幫	梗	闢			p	ik	1				pʰ	ɪk	5
滂	開	三	清A	入	幫	梗	僻			p	ik	1				pʰ	ɪk	5
滂	開	四	青	入	幫	梗	霹			p	ik	1				pʰ	ɪk	5
幫	開	四	先	平	幫	山	蝙			p	in	1				pʰ	in	55
幫	開	四	先	平	幫	山	編			p	in	1				pʰ	in	55
滂	開	三	仙A	平	幫	山	翩			p	in	1				pʰ	in	55
滂	開	三	仙A	平	幫	山	篇			p	in	1				pʰ	in	55
滂	開	三	仙A	平	幫	山	偏			p	in	1				pʰ	in	55
滂	開	三	仙A	平	幫	山	扁	一葉扁舟		p	in	1				pʰ	in	55
幫	開	四	先	去	幫	山	遍			p	in	3				pʰ	in	33
滂	開	四	先	去	幫	山	片			p	in	3				pʰ	in	33
-	-	-	-	-	-	-	騙			p	in	3				pʰ	in	33
並	開	三	仙A	平	幫	山	便	大腹便便		p	in	4				pʰ	in	21
並	開	四	先	平	幫	山	胼			p	in	4				pʰ	in	21
滂	開	二	耕	平	幫	梗	砰			p	ing	1				pʰ	ɪŋ	55
幫	開	二	耕	平	幫	梗	拼			p	ing	3				pʰ	ɪŋ	33
滂	開	三	清A	去	幫	梗	聘			p	ing	3				pʰ	ɪŋ	33
並	開	三	真A	平	幫	臻	蘋			p	ing	4				pʰ	ɪŋ	21
並	開	三	仙A	平	幫	山	平			p	ing	4				pʰ	ɪŋ	21
並	開	三	庚	平	幫	梗	評			p	ing	4				pʰ	ɪŋ	21
並	開	三	庚	平	幫	梗	坪			p	ing	4				pʰ	ɪŋ	21
並	開	四	青	平	幫	梗	屏	屏幕		p	ing	4				pʰ	ɪŋ	21
並	開	四	青	平	幫	梗	瓶			p	ing	4				pʰ	ɪŋ	21
並	開	四	青	平	幫	梗	萍			p	ing	4				pʰ	ɪŋ	21
							秤	天秤		p	ing	4				pʰ	ɪŋ	21
滂	開	四	先	入	幫	山	瞥			p	it	3				pʰ	it	3
-	-	-	-	-	-	-	撇			p	it	3				pʰ	it	3
並	開	三	宵A	平	幫	效	飄			p	iu	1				pʰ	iu	55
滂	開	三	宵A	平	幫	效	漂	漂泊		p	iu	1				pʰ	iu	55
滂	開	三	宵A	去	幫	效	漂	漂亮		p	iu	3				pʰ	iu	33
-	-	-	-	-	-	-	票			p	iu	3				pʰ	iu	33
並	開	三	宵A	平	幫	效	瓢			p	iu	4				pʰ	iu	21
滂	開	三	宵A	平	幫	效	瞟			p	iu	5				pʰ	iu	23
匣	合	一	寒	上	影	山	棵		訓讀	p	o	1				pʰ	ɔ	55
滂	開	一	歌	平	幫	果	坡			p	o	1				pʰ	ɔ	55
幫	開	一	歌	上	幫	果	跛			p	o	2				pʰ	ɔ	35
滂	開	一	歌	平	幫	果	頗			p	o	2				pʰ	ɔ	35
滂	開	一	歌	去	幫	果	破			p	o	3				pʰ	ɔ	33
並	開	一	歌	平	幫	果	婆			p	o	4				pʰ	ɔ	21
							泡	燈泡		p	ok	1				pʰ	ɔk	5
滂	開	一	東	入	幫	通	撲			p	ok	3				pʰ	ɔk	3
滂	開	二	江	入	幫	江	璞			p	ok	3				pʰ	ɔk	3
並	開	一	模	平	幫	遇	樸			p	ok	3				pʰ	ɔk	3
滂	開	一	唐	入	幫	宕	粕			p	ok	3				pʰ	ɔk	3
透	開	一	唐	入	端	宕	魄	落魄		p	ok	3				pʰ	ɔk	3
並	開	一	唐	入	幫	宕	泊			p	ok	6				pʰ	ɔk	2
並	開	一	唐	入	幫	宕	箔			p	ok	6				pʰ	ɔk	2
並	開	二	江	平	幫	江	龐			p	ong	4				pʰ	ɔŋ	21
並	開	一	唐	平	幫	宕	膀	膀胱		p	ong	4				pʰ	ɔŋ	21
並	開	一	唐	平	幫	宕	旁			p	ong	4				pʰ	ɔŋ	21
並	開	一	唐	平	幫	宕	彷	彷徨		p	ong	4				pʰ	ɔŋ	21
並	開	一	唐	平	幫	宕	螃			p	ong	4				pʰ	ɔŋ	21
並	開	一	唐	平	幫	宕	傍	傍晚		p	ong	4				pʰ	ɔŋ	21
滂	開	一	唐	平	幫	宕	磅	磅礴		p	ong	4				pʰ	ɔŋ	21
滂	開	一	唐	平	幫	宕	滂			p	ong	4				pʰ	ɔŋ	21
並	開	一	唐	去	幫	宕	徬			p	ong	4				pʰ	ɔŋ	21
並	開	二	江	上	幫	江	棒			p	ong	5				pʰ	ɔŋ	23
並	開	二	江	上	幫	江	蚌			p	ong	5				pʰ	ɔŋ	23
滂	合	三	虞	平	幫	遇	鋪	鋪張		p	ou	1				pʰ	ou	55
幫	合	三	虞	上	幫	遇	脯	肉脯		p	ou	2				pʰ	ou	35
幫	合	三	虞	上	幫	遇	甫	台甫		p	ou	2				pʰ	ou	35
幫	開	一	模	上	幫	遇	圃			p	ou	2				pʰ	ou	35
幫	開	一	模	上	幫	遇	譜			p	ou	2				pʰ	ou	35
滂	開	一	模	上	幫	遇	普			p	ou	2				pʰ	ou	35
幫	合	三	虞	上	幫	遇	脯	胸脯		p	ou	2				pʰ	ou	35
幫	合	三	虞	上	幫	遇	甫	十八甫		p	ou	2				pʰ	ou	35
滂	開	一	模	去	幫	遇	鋪	店鋪		p	ou	3				pʰ	ou	33
滂	開	一	模	上	幫	遇	浦			p	ou	4				pʰ	ou	21
並	開	一	模	平	幫	遇	菩			p	ou	4				pʰ	ou	21
並	開	一	模	平	幫	遇	匍			p	ou	4				pʰ	ou	21
並	開	一	模	平	幫	遇	蒲			p	ou	4				pʰ	ou	21
並	開	一	豪	平	幫	效	袍			p	ou	4				pʰ	ou	21
-	-	-	-	-	-	-	葡			p	ou	4				pʰ	ou	21
並	開	一	豪	上	幫	效	抱			p	ou	5				pʰ	ou	23
							泡	好多泡		p	ou	5				pʰ	ou	23
-	-	-	-	-	-	-	胚			p	ui	1				pʰ	ui	55
-	-	-	-	-	-	-	坏	同「坯」		p	ui	1				pʰ	ui	55
幫	開	一	泰	去	幫	蟹	沛			p	ui	3				pʰ	ui	33
並	合	一	灰	去	幫	蟹	珮			p	ui	3				pʰ	ui	33
並	合	一	灰	去	幫	蟹	佩			p	ui	3				pʰ	ui	33
滂	合	一	灰	去	幫	蟹	配			p	ui	3				pʰ	ui	33
並	合	一	灰	平	幫	蟹	陪			p	ui	4				pʰ	ui	21
並	合	一	灰	平	幫	蟹	徘			p	ui	4				pʰ	ui	21
並	合	一	灰	平	幫	蟹	培			p	ui	4				pʰ	ui	21
-	-	-	-	-	-	-	賠			p	ui	4				pʰ	ui	21
並	合	一	灰	上	幫	蟹	蓓			p	ui	5				pʰ	ui	23
並	合	一	灰	上	幫	蟹	倍			p	ui	5				pʰ	ui	23
滂	合	三	虞	去	幫	遇	仆			p	uk	1				pʰ	ʊk	5
滂	開	一	寒	平	幫	山	潘			p	un	1				pʰ	un	55
幫	合	三	文	去	幫	臻	拚			p	un	2				pʰ	un	35
滂	開	一	寒	去	幫	山	判			p	un	3				pʰ	un	33
並	合	一	魂	平	幫	臻	盆			p	un	4				pʰ	un	21
並	開	一	寒	平	幫	山	般	般樂		p	un	4				pʰ	un	21
並	開	一	寒	平	幫	山	盤			p	un	4				pʰ	un	21
滂	開	一	寒	去	幫	山	胖	心廣體胖		p	un	4				pʰ	un	21
並	合	三	元	平	幫	山	蟠			p	un	4				pʰ	un	21
